case_id,coil_index,active,order,r_min,r_max,z_min,z_max,r_center,z_center,width,height,pitch
best,1,1,1,1.3745955992484153,3.1205123802787362,8.99725337497394,10.743170156004261,2.247553989763576,9.8702117654891,1.7459167810303207,1.7459167810303207,4.974673350574576
best,2,1,2,6.349268949822991,8.095185730853313,8.99725337497394,10.743170156004261,7.2222273403381525,9.8702117654891,1.7459167810303207,1.7459167810303207,4.974673350574576
best,3,1,3,11.323942300397567,13.069859081427888,8.99725337497394,10.743170156004261,12.196900690912727,9.8702117654891,1.7459167810303207,1.7459167810303207,4.974673350574576
best,4,1,4,16.298615650972142,18.044532432002462,8.99725337497394,10.743170156004261,17.171574041487304,9.8702117654891,1.7459167810303207,1.7459167810303207,4.974673350574576
best,5,0,5,nan,nan,nan,nan,nan,nan,0.0,0.0,4.974673350574576
best,6,0,6,nan,nan,nan,nan,nan,nan,0.0,0.0,4.974673350574576
