coil,dr_center,dz_center,width_ratio,height_ratio
1,-1.775396010236424,-5.308238234510899,3.1497686830783342,3.1497686830783342
2,-1.1263893266618474,-5.308238234510899,3.1497686830783342,3.1497686830783342
3,-0.4773826390872724,-5.308238234510899,3.1497686830783342,3.1497686830783342
4,0.1716240414873056,-5.308238234510899,3.1497686830783342,3.1497686830783342
