optimizer_seed,measurement_id,case_id,method,trial,best_loss,true_input_sensor_loss,ratio_to_true_input
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,19,0.1313377709337762,0.05425676600499663,2.4206708324945314
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,20,0.1313377709337762,0.05425676600499663,2.4206708324945314
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,21,0.1313377709337762,0.05425676600499663,2.4206708324945314
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,22,0.11485457591430599,0.05425676600499663,2.1168710258869607
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,23,0.06937669275740423,0.05425676600499663,1.2786735713480446
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,24,0.06937669275740423,0.05425676600499663,1.2786735713480446
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,25,0.06937669275740423,0.05425676600499663,1.2786735713480446
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,26,0.06937669275740423,0.05425676600499663,1.2786735713480446
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,27,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,28,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,29,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,30,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,31,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,32,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,33,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,34,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,35,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,36,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,37,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,38,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,39,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,40,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,41,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,42,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,43,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,44,0.0595462061579873,0.05425676600499663,1.097489042242281
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,45,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,46,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,47,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,48,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,49,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,50,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,51,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,52,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,53,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,54,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,55,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,56,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,57,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,58,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,59,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,60,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,61,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,62,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,63,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,64,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,65,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,66,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,67,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,68,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,69,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,70,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,71,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,72,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,73,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,74,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,75,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,76,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,77,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,78,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,79,0.059356573181031574,0.05425676600499663,1.0939939394022358
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,80,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,81,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,82,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,83,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,84,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,85,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,86,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,87,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,88,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,89,0.056181988263677325,0.05425676600499663,1.0354835424305127
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,90,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,91,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,92,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,93,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,94,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,95,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,96,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,97,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,98,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,99,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,100,0.05597905614288291,0.05425676600499663,1.0317433246524068
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,1,0.5628434392461068,0.05425676600499663,10.373700474412228
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,2,0.5628434392461068,0.05425676600499663,10.373700474412228
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,3,0.5628434392461068,0.05425676600499663,10.373700474412228
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,4,0.5628434392461068,0.05425676600499663,10.373700474412228
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,5,0.3540433233539153,0.05425676600499663,6.5253303767001265
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,6,0.1977766883007404,0.05425676600499663,3.645198615091189
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,7,0.1977766883007404,0.05425676600499663,3.645198615091189
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,8,0.1977766883007404,0.05425676600499663,3.645198615091189
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,9,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,10,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,11,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,12,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,13,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,14,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,15,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,16,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,17,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,18,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,19,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,20,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,21,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,22,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,23,0.05605447881840917,0.05425676600499663,1.0331334310129539
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,24,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,25,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,26,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,27,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,28,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,29,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,30,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,31,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,32,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,33,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,34,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,35,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,36,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,37,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,38,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,39,0.05469950113920545,0.05425676600499663,1.0081599985920289
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,40,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,41,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,42,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,43,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,44,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,45,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,46,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,47,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,48,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,49,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,50,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,51,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,52,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,53,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,54,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,55,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,56,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,57,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,58,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,59,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,60,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,61,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,62,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,63,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,64,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,65,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,66,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,67,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,68,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,69,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,70,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,71,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,72,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,73,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,74,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,75,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,76,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,77,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,78,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,79,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,80,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,81,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,82,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,83,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,84,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,85,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,86,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,87,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,88,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,89,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,90,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,91,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,92,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,93,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,94,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,95,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,96,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,97,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,98,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,99,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,100,0.05384094708295357,0.05425676600499663,0.9923360909125183
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,1,0.5628434392461068,0.05425676600499663,10.373700474412228
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,2,0.48168898011311495,0.05425676600499663,8.87795229204695
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,3,0.48168898011311495,0.05425676600499663,8.87795229204695
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,4,0.36119682598528075,0.05425676600499663,6.657175732737504
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,5,0.36119682598528075,0.05425676600499663,6.657175732737504
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,6,0.20123461145071883,0.05425676600499663,3.7089311853232583
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,7,0.20123461145071883,0.05425676600499663,3.7089311853232583
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,8,0.20123461145071883,0.05425676600499663,3.7089311853232583
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,9,0.10647037972045617,0.05425676600499663,1.9623429031994104
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,10,0.10647037972045617,0.05425676600499663,1.9623429031994104
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,11,0.10647037972045617,0.05425676600499663,1.9623429031994104
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,12,0.10647037972045617,0.05425676600499663,1.9623429031994104
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,13,0.10647037972045617,0.05425676600499663,1.9623429031994104
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,14,0.07789971299839117,0.05425676600499663,1.435760343534246
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,15,0.07789971299839117,0.05425676600499663,1.435760343534246
20260715,M1,case_td003_pa050_pp0_3_gamma_010__steady,random,16,0.07789971299839117,0.05425676600499663,1.435760343534246
