method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.04260500486453202,1.1696058836039716,0.0816661689387646,0.07076384034373265,0.16960588360397155,0.0183338310612354,0.0007638403437326413,0.07505339761861937,0.04260500486453202,0.015276582764906621,0.03880562634354049,18.825768999988213,100,0
tpe,tpe,0.04236115332339359,1.1935150003776434,0.07802923343086172,0.09744144026691197,0.19351500037764335,0.02197076656913828,0.027441440266911962,0.27866958892717814,0.04236115332339359,0.013641598438007826,0.038588477185698446,19.183660600014264,100,0
random,random,0.04305256532086865,1.1230453264225702,0.08519749101213941,0.09867234469529526,0.12304532642257016,0.014802508987860591,0.028672344695295254,0.28228042403676923,0.04305256532086865,0.011002786606947939,0.03466289200327798,19.142121600016253,100,0
