trial,PC1,PC2,PP0,PA,gamma,loss
1,-0.9380359677019378,0.1643954690560512,1.5,0.18,0.045,0.639858934936014
2,-0.9360416465738246,0.2835690931453229,1.4465366371656074,0.15712649233249576,0.04916092981088375,0.668992079240154
3,-0.4015646781572524,0.28197567336301005,2.512485196315784,0.1920001846876463,0.07387996052857085,0.4292046632019803
4,-0.7923215805247783,0.3892365106851685,2.2182212617007,0.1122039625895475,0.058200553704904366,0.593147572250422
5,-0.9187765795462369,0.14420752766557438,1.6213794896532847,0.18052063219175474,0.04503550943876856,0.6161058117389715
6,-0.6629482807312136,0.23854051749178318,2.8782668940321563,0.1288683026475997,0.058296837819607095,0.45452065577644246
7,-0.7212235997702826,0.24464693273091817,1.5913703342621626,0.19758446665920937,0.05848164189780774,0.6088379813816186
8,-1.0140685593690062,0.2675874719910268,1.2047442099676409,0.1610938429167472,0.045214216543554966,0.7091713161488223
9,-0.7740100014676375,0.01079869168538418,2.7487694477609343,0.16677409382519712,0.04541520793581161,0.41433181021267274
10,-0.6233653340560831,0.13969415050238332,2.8358548802044616,0.16116361976942117,0.0571443297250533,0.4062057339949762
11,-0.412760066665682,-0.2286968097176618,4.432261915208539,0.18286625616318364,0.05203877695522227,0.1245196936034167
12,-0.6036085590575295,0.1452063335541328,2.593121362070049,0.17900466560598804,0.05888894922120405,0.4278324620007583
13,-0.8169256357704587,0.23606845289934594,2.3641047280396172,0.13253822396003154,0.05155346670349855,0.5342367726205295
14,-0.22431878526632246,0.565741073385355,3.7794660426298092,0.08242768661024888,0.08937447770585047,0.4577760002299897
15,-0.8708935917799048,0.13394912508430776,2.781585931039607,0.11874495133150749,0.04447483230919192,0.4906990269448646
16,-0.5810398421026715,0.25846707516692985,2.305725985503114,0.1761252511172906,0.06443853485391608,0.4865306276297664
17,-0.642181997776392,-0.2067935975669106,3.5095327889331047,0.1924985334045905,0.04319570573820226,0.24615795153467973
18,-0.6489857668417228,0.1497119600102404,2.5022408604498674,0.1750915149146552,0.05693554314003635,0.4498279339802767
19,-0.6320852022675822,0.18502231543337777,2.5895400029418103,0.164913457630268,0.05876241827231865,0.4459675416602216
20,-0.3422317517664819,0.5024635272626139,3.45678005331058,0.09447076985101269,0.08201984874901289,0.4566500122191922
21,-0.7047508806901901,-0.09508519640192327,3.0969917273590246,0.18165107594034613,0.044645726003898545,0.3314826491898531
22,-0.6153705110589739,-0.1487344642801709,3.618277407421455,0.1777721209764297,0.04622956438679721,0.24858853150941493
23,-0.17048093919475674,0.37315992170901624,3.9293887726018464,0.12624684139890277,0.08541041153237913,0.3075744796218335
24,-0.5396323673948408,-0.04073797718032473,4.181625412551026,0.13252807072746575,0.05236214064648569,0.2603065700888829
25,-0.08210544065105338,0.07426705210592341,4.834654734524209,0.15274769270244243,0.07796130891110978,0.13689976268848839
26,-0.47080801193270805,-0.24635969974407035,4.5064672128945755,0.17108033601082645,0.04832936654442828,0.13589716530171847
27,-0.8874308320002682,0.3781154545900759,1.5695278201112695,0.13749975941475906,0.05447747297032479,0.666528299414044
28,-1.1014905899630734,0.47427784938227935,1.0046777527259585,0.11089151685853471,0.04804922736317047,0.7849893213961187
29,-0.3740475607088783,0.011195461482532917,3.9780962907341673,0.16528812827476275,0.06297592729411781,0.21466983859082708
30,-0.5250900463702897,-0.003302908764323289,3.060265295798442,0.19766640574685113,0.05691021036325229,0.3186639788437713
31,-0.16776297954676858,-0.031228749626596858,4.855377968900655,0.158702381882253,0.07006714745997603,0.12155394367611638
32,-0.5928027577589242,-0.0011549958943915001,4.439464973704664,0.0972976629689834,0.0503711485779163,0.3389754379929295
33,-0.5921922487355583,-0.2827607802528084,3.9311569678293212,0.19239293723043882,0.04226501331315825,0.17950347920999057
34,-0.8096593944900462,0.09497299208631224,1.996085739723335,0.1886588858014756,0.048106245496666346,0.5353896046930994
35,-0.31078111834747824,0.1522587691492732,3.9776139782374558,0.1458473417364402,0.0708584716013291,0.253907724473683
36,-0.35678909667283426,-0.02798904949363201,4.393535681793228,0.15112322533911177,0.06160782352169811,0.18955162567304296
37,-0.8403997380646726,0.1639034637317163,1.897781073591946,0.17360697281782428,0.049043392172370526,0.5686890229603884
38,-0.7258364103268874,-0.17551699245102834,3.0370702935025564,0.19938640151042353,0.04105243361780736,0.3216843245668123
39,-0.4433502755227407,-0.05356302493395545,4.348604412383908,0.1431912466636251,0.05645832708041367,0.2135335403396997
40,-0.2524109350765718,0.24350133104742785,4.288371707481504,0.11697278714361498,0.07613233182726964,0.29089892757463437
41,-0.3961213250495874,-0.2003404955255627,4.310620386588828,0.18737161574229944,0.05410163639371799,0.13286621898253465
42,-0.20488556428645494,0.1621094302634027,4.13354463503308,0.15397150785769756,0.07621857956433906,0.21558466706812762
43,-0.1907460754615817,-0.01711361358850451,4.665837676771581,0.16312905288394497,0.06979768865308837,0.13224955079470302
44,-0.5812023770528855,0.10027620999915299,2.9255890705263714,0.17233718565468126,0.05778339441635623,0.37424003747898255
45,-0.2297462548572425,0.5245459929111606,3.0760260263909465,0.13496985593741395,0.08935003906785274,0.4102882626480971
46,-0.5554199344599672,-0.19458750953423662,4.027556528253321,0.1736135612228259,0.04682917674507882,0.1937515843265065
47,-0.7065710486756994,-0.08153537086440278,3.2287048562881386,0.169969037803759,0.04469867237398842,0.3246962336268565
48,-0.2602762001011512,-0.14811336722461377,4.823395722358409,0.16922089674118304,0.06156851211184436,0.10377267173564902
49,0.18720759028181025,0.21447396455660192,4.924980212026766,0.16699820516870467,0.09609925928027882,0.09794603970612537
50,-0.5030858101769823,0.021154782265030432,3.365630154663892,0.17712949397384609,0.0581384970999901,0.29043671489671674
51,-0.5754166377878395,-0.2528398228929336,4.02478564314211,0.18299592529192954,0.04389297973117681,0.17924127591202008
52,-0.4030247726327355,-0.21618626808122665,4.664819272942209,0.16725531370066832,0.0524145903291869,0.12474952187733057
53,-0.4796286127190416,-0.31696509263988476,4.928816846989635,0.15853451246495012,0.04457951058241768,0.1155257172941471
54,-0.19366810562157852,0.10579070347377353,3.953633942966023,0.18003820999772474,0.07534180966305726,0.19283114564496404
55,-0.24462958423622644,-0.11794162167336181,4.513029842084373,0.18503616541732143,0.06407351136488398,0.11082260617377346
56,0.23240605542399886,0.21729162884834255,4.793832038508508,0.18324634062432882,0.09879452698165901,0.0828841566878051
57,0.05421083364440237,0.27583430789896035,4.376301217567663,0.16257842727419464,0.09261200838487968,0.1670816107864857
58,0.051946508747791484,0.4114826646884035,3.492276014318958,0.18760374019139375,0.09900454311532776,0.254122564615682
59,-0.21066696531968906,-0.1410320857568568,4.818123396560614,0.17741617847368268,0.06434062625856117,0.08971212870168362
60,-0.4056745129591937,-0.12264943829427506,4.882064238720288,0.13214958315785374,0.054871502024338555,0.18549820628251307
61,-0.6814323972020188,0.032696649989026175,2.7850512866818087,0.17721838323909078,0.05076945699994053,0.3939020884588644
62,-0.08913562859475566,0.10085620421016536,4.867561240420702,0.143393071465163,0.07840623818855219,0.1563612210478238
63,-0.3977133646373884,-0.09536023502021307,3.978001972079535,0.1845949809503804,0.05825110016637745,0.1828135457128573
64,-0.20849173081279226,-0.08039168660170935,4.521136231419493,0.18301555275361542,0.06713549672326957,0.11293409298663319
65,-0.4090432278169858,0.012404053253449539,3.6011277793302297,0.18213399369887817,0.06209814715717692,0.24423154844248865
66,-0.09885893852307623,0.3559210319965788,3.6064510853510785,0.16410433362843221,0.08922832858833854,0.27148422879581136
67,-0.06213713076227265,0.0060533391115833906,4.73119893060105,0.17831533616379225,0.0769619032937937,0.09692331803861687
68,-0.2178372304610865,0.0477814051700551,3.8515710062263464,0.19483508306509512,0.0724288272587324,0.18695378988384173
69,0.03347739903982803,0.28965287904015935,3.7041518747171014,0.19794177114407713,0.09355378134489213,0.20603423484293967
70,-0.36194161682509396,0.03540938041296385,3.4881229239291307,0.19308971630697758,0.06551560894769926,0.24805491731210041
71,-0.2601225483054484,0.10949181832081653,3.9767391792811253,0.1651020188566918,0.07202723988515024,0.21497539737861102
