method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.05132501249602892,4.946108213805406,0.19923412642527266,0.07547384624069044,0.053891786194594005,0.0007658735747273493,0.035473846240690436,0.3414485876001484,0.05132501249602892,0.0141660682653105,0.016972359004676255,18.720745900005568,100,0
tpe,tpe,0.0504235828968886,4.983352507951008,0.1993085327286606,0.06490053973226095,0.01664749204899163,0.0006914672713394243,0.024900539732260953,0.23963238349083246,0.0504235828968886,0.013681093855928786,0.016659750192882614,19.143733400007477,100,0
random,random,0.07349195024139947,4.773191456233151,0.18879624195009187,0.05059307405784681,0.22680854376684856,0.011203758049908141,0.010593074057846812,0.11541854795852899,0.07349195024139947,0.046460166116016985,0.04696754534734332,19.08273559997906,100,0
