coil,dr_center,dz_center,width_ratio,height_ratio
1,1.1084115750993675,0.10278755075446178,2.0807024497489843,2.0807024497489843
2,-0.06161726793353317,0.10278755075446178,2.0807024497489843,2.0807024497489843
3,-1.2316461069664353,0.10278755075446178,2.0807024497489843,2.0807024497489843
4,-2.401674952999336,0.10278755075446178,2.0807024497489843,2.0807024497489843
5,-3.5717037990322353,0.10278755075446178,2.0807024497489843,2.0807024497489843
