path,dataset_targets,dataset_target_sources,dataset_target_value_transforms,preprocessing_target_transforms,runtime_input_mode,eval_target_vars_for_score,model_name_if_inferred,notes
configs/experimental/icp_stage4/generated_full_rerun_metricfix_ep1/full/benchmark_icp_stage4_core4_full_cno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet;cno,
configs/experimental/icp_stage4/generated_full_rerun_metricfix_ep1/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;unet;fno,
configs/experimental/icp_stage4/generated_full_rerun_metricfix_ep1/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_full_rerun_scorefix_gpu60_ep1/full/benchmark_icp_stage4_core4_full_cno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet;cno,
configs/experimental/icp_stage4/generated_full_rerun_scorefix_gpu60_ep1/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;unet;fno,
configs/experimental/icp_stage4/generated_full_rerun_scorefix_gpu60_ep1/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_full_rerun_scorefix_lowgpu_ep1/full/benchmark_icp_stage4_core4_full_cno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet;cno,
configs/experimental/icp_stage4/generated_full_rerun_scorefix_lowgpu_ep1/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;unet;fno,
configs/experimental/icp_stage4/generated_full_rerun_scorefix_lowgpu_ep1/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_multifield_8field_part_lite_v1_density_weighted_e20/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_8field_part_lite_v1_density_weighted_e20/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_8field_part_sdf_lite_v1_e80/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_8field_part_sdf_lite_v1_e80/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,unet,
configs/experimental/icp_stage4/generated_multifield_8field_part_sdf_lite_v1_e80/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_8field_part_sdf_lite_v1_e80/smoke/benchmark_icp_stage4_core4_smoke_unet.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,unet,
configs/experimental/icp_stage4/generated_multifield_8field_part_sdf_lite_v1_pilot_e20/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_8field_part_sdf_lite_v1_pilot_e20/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_core4_part_lite_v1_pilot_e20/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0",table_plus_structure,ne;ni;Te;phi,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_core4_part_lite_v1_pilot_e20/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0",table_plus_structure,ne;ni;Te;phi,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_part_lite_v1_pilot/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=signed_log1p,scaler=robust,fit_scope=all;Bz:value_transform=signed_log1p,scaler=robust,fit_scope=all;Jelr:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_part_lite_v1_pilot/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=signed_log1p,scaler=robust,fit_scope=all;Bz:value_transform=signed_log1p,scaler=robust,fit_scope=all;Jelr:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_part_lite_v1_pilot_v2/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_multifield_part_lite_v1_pilot_v2/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,identity;identity;identity;identity;identity;identity;identity;identity,"ne:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;ni:value_transform=log10_floor,scaler=zscore,fit_scope=plasma_only,floor=1e-30;phi:value_transform=signed_log1p,scaler=robust,fit_scope=plasma_only;Te:value_transform=log1p,scaler=robust,fit_scope=plasma_only,floor=0.0;Br:value_transform=identity,scaler=robust,fit_scope=all;Bz:value_transform=identity,scaler=robust,fit_scope=all;Jelr:value_transform=identity,scaler=robust,fit_scope=plasma_only;Jelz:value_transform=identity,scaler=robust,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi;Br;Bz;Jelr;Jelz,ffno;fno,
configs/experimental/icp_stage4/generated_part_sdf_lite_v1_e80_primary/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;fno,
configs/experimental/icp_stage4/generated_part_sdf_lite_v1_e80_primary/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_part_sdf_lite_v1_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;fno,
configs/experimental/icp_stage4/generated_part_sdf_lite_v1_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_e80_primary/full/benchmark_icp_stage4_core4_full_cno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet;cno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_e80_primary/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;unet;fno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_e80_primary/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_cno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet;cno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;unet;fno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_fast_e80_primary/full/benchmark_icp_stage4_core4_full_cno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet;cno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_fast_e80_primary/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;unet;fno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_fast_e80_primary/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_fast_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_cno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet;cno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_fast_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;unet;fno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_compact_fast_e80_primary/smoke/benchmark_icp_stage4_core4_smoke_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_struct_spatial_v1_distribution_v2_probe_e20_primary/full/benchmark_icp_stage4_core4_full_cno_operator_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,cno_operator_unet;unet;cno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_distribution_v2_probe_e20_primary/full/benchmark_icp_stage4_core4_full_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;fno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_distribution_v2_probe_e20_primary/full/benchmark_icp_stage4_core4_full_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,unet,
configs/experimental/icp_stage4/generated_struct_spatial_v1_distribution_v2_probe_e20_primary/smoke/benchmark_icp_stage4_core4_smoke_cno_operator_unet.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,cno_operator_unet;unet;cno,
configs/experimental/icp_stage4/generated_struct_spatial_v1_distribution_v2_probe_e20_primary/smoke/benchmark_icp_stage4_core4_smoke_ffno.yaml,ne;ni;Te;phi,ne;ni;Te;phi,identity;identity;identity;identity,"ne:value_transform=identity,scaler=zscore,fit_scope=plasma_only;ni:value_transform=identity,scaler=zscore,fit_scope=plasma_only;Te:value_transform=identity,scaler=zscore,fit_scope=plasma_only;phi:value_transform=identity,scaler=zscore,fit_scope=plasma_only",table_plus_structure,ne;ni;Te;phi,ffno;fno,
