dataset_size,model_id,status,primary_metric,primary_metric_value,primary_metric_reliable,eval_protocol_reliable,eval_protocol_issue,primary_metric_protocol_reliable,interp_overlap_fallback_applied,interp_mode_effective,interp_test_cases,extrap_test_cases,structure_holdout_test_cases,scaler_fit_split,density_transform_ne,density_transform_ni,structure_input_kind_effective,has_case_varying_structure_inputs_effective,test_r2_plasma_mean_dual,test_r2_plasma_mean_interp,test_r2_plasma_mean_extrap,score_total_dual,score_nrmse_plasma_mean_dual,test_rmse_Te_plasma,test_r2_Te_plasma,test_rmse_phi_plasma,test_r2_phi_plasma,test_r2_ne_plasma,test_r2_ni_plasma,dist_ne_integral_rel_error_mean,dist_ne_p99_rel_error_mean,dist_ne_center_of_mass_error_px_mean,dist_ne_peak_location_error_px_mean,dist_ne_distribution_error_score_mean,dist_ni_integral_rel_error_mean,dist_ni_p99_rel_error_mean,dist_ni_center_of_mass_error_px_mean,dist_ni_peak_location_error_px_mean,dist_ni_distribution_error_score_mean,test_rmse_ne_plasma_is_finite,test_rmse_ni_plasma_is_finite,density_metrics_valid,score_total_dual_is_finite,inference_uniformity,inference_boundary_gamma_uniformity,poisson_residual_norm,boundary_operator_proxy_loss,leaderboard
full,unet,ok,test_r2_plasma_mean_extrap,0.8983700771780279,true,True,,True,True,marginal,1.0,72.0,36.0,extrap,identity,identity,case_varying_geometry,True,0.0,0.0,0.8983700771780279,0.0,0.0,0.41421813777308614,0.9125914381396825,1.0299132585554296,0.9318902490614174,0.8758666333756595,0.8731319881353521,0.20985582203612332,0.22606490799869,15.360023108260382,100.55068639095104,0.24550596969962613,0.21734075029287134,0.24736030370807008,15.31932395496388,173.10365601335704,0.28415374791944026,true,true,true,true,0.0,0.0,,0.0,runs\icp_stage4_struct_spatial_v1_distribution_v2_probe_e20_primary\full\unet\leaderboard.csv
full,ffno,ok,test_r2_plasma_mean_extrap,0.9515823290285265,true,True,,True,True,marginal,1.0,72.0,36.0,extrap,identity,identity,case_varying_geometry,True,0.0,0.0,0.9515823290285265,0.0,0.0,0.3588999570080268,0.9343790423963305,0.6844004443383517,0.969923412485945,0.9505774280849912,0.9514494331468392,0.12168901160153817,0.15606747203909677,7.909995358453194,30.83628452001565,0.13844271336826225,0.1349928627021354,0.14647189457285453,6.216565332156727,25.954554856077053,0.13817835464539277,true,true,true,true,0.0,0.0,,0.0,runs\icp_stage4_struct_spatial_v1_distribution_v2_probe_e20_primary\full\ffno\leaderboard.csv
