bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,layout.coil_01.height,layout.coil_01.r_center,layout.coil_01.width,layout.coil_01.z_center,layout.coil_02.height,layout.coil_02.r_center,layout.coil_02.width,layout.coil_02.z_center,layout.coil_03.height,layout.coil_03.r_center,layout.coil_03.width,layout.coil_03.z_center,layout.coil_04.height,layout.coil_04.r_center,layout.coil_04.width,layout.coil_04.z_center,layout.coil_05.height,layout.coil_05.r_center,layout.coil_05.width,layout.coil_05.z_center,layout.coil_06.height,layout.coil_06.r_center,layout.coil_06.width,layout.coil_06.z_center,objective_boundary_penalty,objective_main,objective_negative_penalty,objective_physics_penalty,objective_total,poisson_residual_norm,pp,pp0,trial,value,warnings
0.0,0.8224327649254617,15.844389915466309,0.6422838137769646,3.363349708321356,0.36676137908331796,14.607570187945992,0.5381357936790014,8.905332209494903,0.7858640976369964,12.754898282983557,0.39818657384712697,13.19501260281965,0.261307112304371,17.66726840461488,0.8629907123755733,14.683836788336622,0.6501566117208651,15.725150685225517,0.19957213438590035,19.721036039566172,0.32655875528863765,14.98823954766932,0.6497256514884431,25.410829449185755,0.9332609062518147,16.753071034345787,0.08224327649254617,0.3824884521129164,0.0,0.001348465494811535,0.4660801941002741,0.026969309896230698,2823.804,0.08349,0,0.4660801941002741,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8344173367892656,14.350300788879395,0.48200377669864297,5.833125181186835,0.474360269762707,17.633778110206986,0.6487332182216102,7.032845933141649,0.7234230784753108,15.979582554478165,0.607613117856984,11.569748188295755,0.700292301932778,15.074404118365521,0.7190760856249528,17.21115138544413,0.2914266394841795,17.22214012906733,0.20783989983759318,20.379419814468548,0.331735892043591,14.393699862703643,0.690323205233752,25.905469960534173,0.7695558391603788,15.125718669613978,0.08344173367892656,0.37142883602167337,0.0,0.0013650665059685707,0.4562356362065685,0.027301330119371414,2823.804,0.08349,1,0.4562356362065685,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8218015740794036,14.507614135742188,0.6344879661660392,4.045146453978994,0.21173191475369135,13.818344674176464,0.2612432485583322,7.09271562131077,0.19929984718928687,14.144491464196864,0.49451127125973715,13.408401203948676,0.8721327740470428,14.75590050528703,0.7016990678202853,17.098776735335946,0.37944843995263644,13.6730752621709,0.5575240868251614,22.797433896586877,0.6708427962030173,16.175060287714132,0.7809117878916304,26.257609786419504,0.39034854829470356,14.886967657446753,0.08218015740794037,0.329726096105267,0.0,0.0013308384455740453,0.4132370919587814,0.026616768911480904,2823.804,0.08349,2,0.4132370919587814,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8113735916187561,14.814888954162598,0.4315123567974941,3.319291449446223,0.20231591489326678,15.489287014614726,0.6351772194170453,6.296034603864711,0.39432107571237696,17.199879046346325,0.5462527830356487,11.476553468632272,0.8873750975561728,14.956807823425105,0.6966195030203207,19.01920468738438,0.6320225311921656,13.466010118428756,0.7678137704996204,23.503154910852697,0.5302281528657258,15.987164340562948,0.8966858483953346,23.93192499279808,0.822895800795417,15.047666782515737,0.08113735916187562,0.3692041527946217,0.0,0.001353496965020895,0.45169500892151826,0.0270699393004179,2823.804,0.08349,3,0.45169500892151826,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.7989350042857182,14.45349407196045,0.8475653219032981,2.1926155857133756,0.5273668510475953,16.05734498267284,0.846413596956008,6.652220238161918,0.7576283979568316,15.273046061169122,0.25650186774460365,12.771568900378794,0.5547229556848037,14.897715268939141,0.4090435026956814,16.326005968973753,0.8063516353754392,14.389875938906917,0.8842850285510034,22.33593023535169,0.7987207424961175,14.691708695946875,0.3328293446193281,23.199643509261843,0.5211600366271203,15.006856973907372,0.07989350042857182,0.38654962681797783,0.0,0.001356083154678345,0.46779921040122796,0.027121663093566895,2823.804,0.08349,4,0.46779921040122796,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8373533297309238,15.639910697937012,0.22890817488172835,5.911060470798169,0.5081501224028774,17.016481437731265,0.8634667776419632,8.721860690195843,0.8886200522824405,17.437655138805667,0.7060578258206401,10.188300456330621,0.7091771896068602,15.145131023546769,0.8295319962652482,16.295598246338407,0.7513526511355868,14.50397069737115,0.6633902193970265,21.084036360210984,0.36339113993292715,14.280004369374957,0.24528069455947404,26.269655730313875,0.9111425495521424,15.655814560470759,0.08373533297309238,0.4096827763710745,0.0,0.00133978808298707,0.4947578974271539,0.0267957616597414,2823.804,0.08349,5,0.4947578974271539,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8163705223792146,14.30073070526123,0.4028768548437384,3.440564575499649,0.1960312613648022,17.473537754458576,0.6142954582781825,8.706175610364038,0.27012717778917145,13.337311903864293,0.9030566248502051,14.403807687229268,0.7354385496799521,16.153118267464283,0.942695244763348,17.881618348680274,0.6774589658731727,13.420667172390434,0.3784358370447439,19.92116070298061,0.22907592480151107,14.74730302153257,0.23094543144081392,27.692990043926923,0.6947073368465121,14.34615018597148,0.08163705223792146,0.37347224897973896,0.0,0.0013114086352288723,0.4564207098528893,0.026228172704577446,2823.804,0.08349,6,0.4564207098528893,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8049421071485016,13.535147666931152,0.9160346653316401,6.497126040510577,0.26157041862597075,14.904821775798155,0.976168822579369,8.784303410705803,0.8375657069377539,14.603966167631683,0.8971519561523009,14.998292846316563,0.40978783992477874,14.347745419691336,0.5303968421076013,19.31335046957286,0.24793732186126993,15.712711549342412,0.6563903952404089,22.659470696032884,0.25751447580434583,13.473498096161205,0.8299881135120634,27.87777381438547,0.6275003886103168,15.253603362469077,0.08049421071485016,0.3175793873404591,0.0,0.0013040147721767427,0.39937761282748596,0.02608029544353485,2823.804,0.08349,7,0.39937761282748596,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8123399338764301,15.118563652038574,0.8589344000449852,1.6466882007098684,0.69964487384052,16.888733541132197,0.29701154161277316,7.651400707799854,0.4138001613154865,16.561146593693426,0.33782951453751253,12.170871816837622,0.6628732299863513,12.873266241789356,0.4957372775230375,15.380184416793345,0.4094229947415596,13.528754739231974,0.5075099813362507,19.024053332518008,0.3908441270106835,13.756647867731726,0.7392086093499642,26.592434333568676,0.5233244455344316,13.213008968180802,0.08123399338764302,0.4165581481752638,0.0,0.0013002241030335426,0.4990923656659404,0.026004482060670853,2823.804,0.08349,8,0.4990923656659404,ood:cond:pp:2823.8 outside [505.725,2097.14]
0.0,0.8275527847670248,16.00887107849121,0.6097885243888428,3.420878513932692,0.4107581307410537,12.771481211940893,0.29846885132837647,6.550072823294833,0.4420043133761281,14.036654511752147,0.540606789804629,14.497731919542943,0.9330154881564009,14.630708032320925,0.6484151739251189,19.18544435396944,0.7358951387609487,12.916832926658735,0.5349897526703319,22.68919863849247,0.5113317882297476,17.367013980392766,0.3726782378828738,27.03177812071859,0.7316003338600782,16.02099929333697,0.08275527847670248,0.3140931620740709,0.0,0.001307832356542349,0.39815627290731576,0.026156647130846977,2823.804,0.08349,9,0.39815627290731576,ood:cond:pp:2823.8 outside [505.725,2097.14]
