measurement_id,case_id,method,true_input_sensor_loss,case_global_best_loss,final_loss,final_ratio_to_true_input,final_relative_regret,hit_true_input_1p10,first_hit_true_input_1p10,hit_true_input_1p00,first_hit_true_input_1p00,hit_regret_2pct,first_hit_regret_2pct,hit_regret_5pct,first_hit_regret_5pct,hit_regret_10pct,first_hit_regret_10pct,last_improvement_trial
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,0.05425676600499663,0.05384094708295357,0.05597905614288291,1.0317433246524068,0.03971157967624772,True,27,False,,False,,True,80,True,80,90
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,0.05425676600499663,0.05384094708295357,0.05384094708295357,0.9923360909125183,0.0,True,9,True,40,True,24,True,9,True,9,40
M1,case_td003_pa050_pp0_3_gamma_010__steady,random,0.05425676600499663,0.05384094708295357,0.05479646723973834,1.0099471692561257,0.017747090431239787,True,24,False,,True,24,True,24,True,24,24
M2,case_td016_pp0_1_gamma_007__steady,cmaes,0.04631699798266529,0.04248456516474752,0.04248456516474752,0.9172564504428352,0.0,True,66,True,76,True,77,True,77,True,76,77
M2,case_td016_pp0_1_gamma_007__steady,tpe,0.04631699798266529,0.04248456516474752,0.042925566539968686,0.9267778226048698,0.010380272776973065,True,20,True,20,True,20,True,20,True,20,20
M2,case_td016_pp0_1_gamma_007__steady,random,0.04631699798266529,0.04248456516474752,0.05478003625046264,1.1827199221971327,0.2894103079091308,False,,False,,False,,False,,False,,10
M3,case_td030_pa200_pp0_5_gamma_004__steady,cmaes,0.050309085967164796,0.05157235431250758,0.05416876182560097,1.0767192602337332,0.05034494832949088,True,94,False,,False,,False,,True,94,99
M3,case_td030_pa200_pp0_5_gamma_004__steady,tpe,0.050309085967164796,0.05157235431250758,0.05157235431250758,1.0251101430498515,0.0,True,35,False,,True,50,True,50,True,27,100
M3,case_td030_pa200_pp0_5_gamma_004__steady,random,0.050309085967164796,0.05157235431250758,0.06236800239732943,1.2396965915468057,0.20933013876784834,False,,False,,False,,False,,False,,83
