representation,nncoil,rank,bohm_max_deviation,mean_bohm_flux,mean_density,density_feasible,geometry_feasible,geometry_margin_cm,spacing_std_cm,height_span_cm,size_span_cm,llcoil,rrc,rrce,zzc,pp,pp0,r_center_01,z_center_01,coil_size_01,r_center_02,z_center_02,coil_size_02,r_center_03,z_center_03,coil_size_03,r_center_04,z_center_04,coil_size_04,r_center_05,z_center_05,coil_size_05,r_center_06,z_center_06,coil_size_06,stage,restart,generation,evaluation,vector_json
e1,2,0.5841646194458008,0.5841646194458008,1.9861569248052642e+20,1.104302663794688e+17,True,True,0.27532416582107544,0.0,0.37274932861328125,0.00742030143737793,1.430293083190918,9.470440864562988,29.016544342041016,0.3610917031764984,753.7647705078125,0.08571169525384903,11.0706205368042,15.262613296508789,1.434003233909607,13.493239402770996,14.889863967895508,1.426582932472229,,,,,,,,,,,,,sobol,-1,-1,0,"[4.093476295471191,4.833135604858398,3.1413512229919434,-4.2388529777526855,-2.554384231567383,4.372077941894531,-1.1913042068481445,-2.356881618499756,1.6282281875610352,-0.5747056007385254,-0.3241470456123352]"
e1,2,1000.2190551757812,0.8609746694564819,1.5536220686558586e+20,7.809300234135142e+16,False,True,0.16394558548927307,0.0,0.8834857940673828,0.04249989986419678,0.575495719909668,2.7923970222473145,22.598602294921875,4.629918098449707,2798.6123046875,0.038311272859573364,17.26969337463379,18.475923538208008,0.5542457699775696,22.13628387451172,19.35940933227539,0.5967456698417664,,,,,,,,,,,,,sobol,-1,-1,1,"[-3.674257755279541,-3.11409592628479,-1.2200087308883667,4.26534366607666,3.0496973991394043,-0.34126758575439453,2.3322694301605225,1.0634883642196655,-2.1291964054107666,1.3914356231689453,2.490115165710449]"
e1,2,1000.9605712890625,0.3074820041656494,1.2441386385145856e+19,3942836080738304.0,False,True,0.16280460357666016,0.0,0.7246551513671875,0.12811660766601562,0.6458179950714111,8.041579246520996,27.223129272460938,0.7904213666915894,2144.533203125,0.005212678108364344,8.495264053344727,14.75100326538086,0.5817596912384033,25.712993621826172,15.475658416748047,0.709876298904419,,,,,,,,,,,,,sobol,-1,-1,2,"[-2.157599449157715,1.3184702396392822,1.1222201585769653,-2.070784330368042,0.719255805015564,-4.1148576736450195,-2.406769275665283,2.1944942474365234,-0.44729286432266235,0.9173783659934998,1.0681825876235962]"
e1,2,1000.2918090820312,0.6371855735778809,1.3364164492994072e+20,7.081841007368602e+16,False,True,1.4872829914093018,0.0,0.9792327880859375,0.7581387162208557,1.0163311958312988,4.599187850952148,20.915552139282227,4.193545341491699,1149.05224609375,0.05638977140188217,14.170989036560059,19.191328048706055,1.3954005241394043,17.372303009033203,18.212095260620117,0.6372618079185486,,,,,,,,,,,,,sobol,-1,-1,3,"[0.07699429988861084,-0.8499529957771301,-3.2780165672302246,2.0584030151367188,-1.1376386880874634,0.5480104684829712,1.3102079629898071,-0.4759787321090698,0.2978861331939697,-2.2785449028015137,-1.7448594570159912]"
e1,2,1000.3468627929688,0.5716608762741089,1.1569810774584564e+20,6.531648824803328e+16,False,True,0.08325719833374023,0.0,0.9774894714355469,0.018969058990478516,1.3581653833389282,6.4832763671875,22.39950942993164,3.3186898231506348,987.735595703125,0.08477400988340378,7.24087381362915,17.5090274810791,1.348680853843689,21.409910202026367,18.48651695251465,1.3676499128341675,,,,,,,,,,,,,sobol,-1,-1,4,"[2.2274179458618164,0.27103543281555176,-1.35367751121521,0.7889527082443237,-1.5636497735977173,3.7146902084350586,-2.1530649662017822,2.828193426132202,-0.852156400680542,2.237839460372925,0.1372051239013672]"
e1,2,1000.7222290039062,0.6791509389877319,6.8485170808120934e+19,2.7774806178922496e+16,False,True,1.3114351034164429,0.0,0.6618585586547852,0.5800371170043945,0.8661983013153076,3.338909387588501,29.26239013671875,1.6230733394622803,2494.67333984375,0.01215745322406292,9.244903564453125,16.387102127075195,1.1562168598175049,12.000645637512207,15.72524356842041,0.5761797428131104,,,,,,,,,,,,,sobol,-1,-1,5,"[-0.6153908371925354,-1.9901609420776367,4.295530319213867,-0.8399391174316406,1.5407747030258179,-2.1986045837402344,0.24715518951416016,-1.1546766757965088,1.4058630466461182,-0.7961159944534302,-2.0483949184417725]"
e1,2,1000.9215698242188,0.5491083860397339,2.3836400539486126e+19,7842627462365184.0,False,True,0.13860580325126648,0.0,0.85382080078125,0.014963030815124512,0.5691410303115845,9.341632843017578,20.712263107299805,4.489314079284668,2884.6064453125,0.006306775845587254,10.075258255004883,19.200796127319336,0.5766225457191467,11.07131576538086,18.346975326538086,0.5616595149040222,,,,,,,,,,,,,sobol,-1,-1,6,"[-4.021387100219727,3.6148881912231445,-4.314999580383301,3.0350990295410156,4.806265354156494,-3.5015006065368652,-0.36853158473968506,-1.5356817245483398,2.6769003868103027,-1.270087480545044,-0.648052990436554]"
e1,2,1000.6828002929688,1.5663158893585205,5.667821912487625e+19,3.1719905438990336e+16,False,True,0.15510594844818115,0.0,0.4859743118286133,0.06275200843811035,1.407694935798645,2.609846830368042,27.49177360534668,0.5132224559783936,610.8724975585938,0.08021653443574905,22.024978637695312,14.974082946777344,1.3763189315795898,26.61713218688965,15.460057258605957,1.4390709400177002,,,,,,,,,,,,,sobol,-1,-1,7,"[3.133246898651123,-4.083319664001465,1.294947862625122,-2.968783140182495,-4.550209999084473,2.458991527557373,2.225095272064209,0.19729113578796387,-2.568507671356201,0.5339333415031433,1.5387684106826782]"
e1,2,0.45694661140441895,0.45694661140441895,2.9436966205311995e+20,1.568241681034117e+17,True,True,0.1499643325805664,0.0,0.9642982482910156,0.07081246376037598,1.405429482460022,8.790410995483398,20.665096282958984,2.411036491394043,2808.69189453125,0.05996423587203026,9.625387191772461,17.595901489257812,1.370023250579834,19.70793342590332,16.631603240966797,1.44083571434021,,,,,,,,,,,,,sobol,-1,-1,8,"[3.0715126991271973,2.147188663482666,-4.84314489364624,-0.07623106241226196,3.155381679534912,0.7391536235809326,-1.6334320306777954,2.3379383087158203,-1.1768486499786377,-2.003859043121338,1.8181103467941284]"
e1,2,1000.9890747070312,0.4676434397697449,3.8890968722576507e+18,1094847763054592.0,False,True,1.6025863885879517,0.0,0.8297348022460938,0.010602593421936035,0.5614508986473083,5.806743144989014,28.385330200195312,2.5056650638580322,640.5150146484375,0.004706818610429764,13.121212005615234,16.371522903442383,0.5667521953582764,15.568625450134277,17.201257705688477,0.5561496019363403,,,,,,,,,,,,,sobol,-1,-1,9,"[-4.703051567077637,-0.11553317308425903,2.057544708251953,0.009986162185668945,-3.7379517555236816,-4.59904670715332,0.48997271060943604,-0.9887505769729614,1.0684447288513184,1.1872810125350952,-0.9949156641960144]"
