seed,dataset_size,model_id,family,status,seconds,leaderboard,diagnostics,run_root,validation_selection_metric,validation_selection_value,validation_selection_mode,validation_selection_reliable,selection_split,protocol_variant,scaler_fit_split,loss_protocol_definition_hash,quality_score_definition_hash,split_hash,target_schema_hash,feature_schema_hash,surrogate_quality_score,test_r2_plasma_mean,score_spatial_huber_component,score_avgpool_huber_component,score_gradient_huber_component,test_rmse_ne_plasma,test_r2_ne_plasma,score_total_ne,score_physical_rel_l2_median_ne,score_physical_rel_l2_p90_ne,score_physical_rel_l2_worst_ne,score_physical_gradient_rel_l2_median_ne,score_physical_gradient_rel_l2_p90_ne,score_physical_gradient_rel_l2_worst_ne,test_rmse_ne_boundary_to_deep_ratio,test_neg_ratio_ne_plasma,test_rmse_ni_plasma,test_r2_ni_plasma,score_total_ni,score_physical_rel_l2_median_ni,score_physical_rel_l2_p90_ni,score_physical_rel_l2_worst_ni,score_physical_gradient_rel_l2_median_ni,score_physical_gradient_rel_l2_p90_ni,score_physical_gradient_rel_l2_worst_ni,test_rmse_ni_boundary_to_deep_ratio,test_neg_ratio_ni_plasma,test_rmse_Te_plasma,test_r2_Te_plasma,score_total_Te,score_physical_rel_l2_median_Te,score_physical_rel_l2_p90_Te,score_physical_rel_l2_worst_Te,score_physical_gradient_rel_l2_median_Te,score_physical_gradient_rel_l2_p90_Te,score_physical_gradient_rel_l2_worst_Te,test_rmse_Te_boundary_to_deep_ratio,test_neg_ratio_Te_plasma,test_rmse_phi_plasma,test_r2_phi_plasma,score_total_phi,score_physical_rel_l2_median_phi,score_physical_rel_l2_p90_phi,score_physical_rel_l2_worst_phi,score_physical_gradient_rel_l2_median_phi,score_physical_gradient_rel_l2_p90_phi,score_physical_gradient_rel_l2_worst_phi,test_rmse_phi_boundary_to_deep_ratio
411,78,global_mlp,vector_nn,passed,535.7,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_mlp/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_mlp/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_mlp,selected_epoch_score,0.4712524224761856,min,True,interp,global_mlp_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.07016551021193057,0.8676340661821803,0.024905885259310406,0.01982887213428815,0.0013680866904905997,708665717594288.6,0.8748615835213457,0.07172282663814258,0.23228872295930747,0.7880328174424476,1.5021277480215187,0.4946249792195362,1.262535080048513,2.5193381530230288,0.6875540175074514,0.03580945357680321,705549524928985.4,0.8735888188908468,0.07254017290004412,0.2253782522711549,0.7777865484110049,1.478173874041444,0.49211840155132364,1.3049238038291031,2.530304350969863,0.692810881670952,0.011393916793167591,2.702326408492954,0.8069250517581488,0.08147476965328679,0.27014076252230196,0.4854958482845062,1.901876116103569,0.7859882861144748,1.6616253831494894,5.281154787720271,23.76315272361872,0.002768350997939706,6.893833086546026,0.9151608105583801,0.05689026121341158,0.15230376580450336,0.22929363077095014,0.892462932047969,0.35014011799938644,0.45270205151666026,1.5817026564207253,25.852314839652934
411,78,global_resmlp,vector_nn,passed,347.0,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_resmlp/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_resmlp/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_resmlp,selected_epoch_score,0.07730052882144556,min,True,interp,global_resmlp_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.002519046825201864,0.9980214046462714,0.0009422675211681053,0.0005814292332312713,0.00011491587550456946,57639731280692.55,0.9991721499063599,0.0007045868264140153,0.019414520355834988,0.07861239573256872,0.11950207998442049,0.052143926783622174,0.1913439631190878,0.20734707426647145,0.5136346009440257,0.00023252890969160944,57250152072164.734,0.9991676925714725,0.0007276104852189748,0.01970004546483207,0.07720504717713458,0.11806747451747625,0.0988045055510905,0.21103770941654917,0.2272412298690636,0.5342628140025029,1.885369601950515e-05,0.42098392613628993,0.9953142259335299,0.0047423113178228955,0.04767766309790878,0.12364965050759195,0.21800326363583616,0.17295995196558292,0.5559930832419653,0.8465807471309943,58.641773780506874,0.000455630972282961,0.9373414536408089,0.9984315501737232,0.0020987305019662017,0.028418194012068677,0.05785828437613319,0.08657163616707525,0.05246916017966893,0.1207467907026011,0.23689534473302473,25.707678072109914
411,78,global_densemlp,vector_nn,passed,340.2,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_densemlp/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_densemlp/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/global_densemlp,selected_epoch_score,0.1072703068581519,min,True,interp,global_densemlp_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.004139397357215937,0.9963202015862883,0.001551308484825616,0.0009860633096347253,0.00015158404797451416,103158267881996.25,0.9973483518898232,0.0021618486153965936,0.0376471028952103,0.11691814729957224,0.22922254269601297,0.07581045840723098,0.23313917241890242,0.36456726792999045,0.6627324899089506,0.00014768728578928858,102960964735375.75,0.9973079960796025,0.0021985121181796784,0.037270853880032415,0.11505416295472667,0.22655986907573697,0.12725834495991642,0.3424519142966959,0.3518040208182962,0.6745287384056021,6.2845651882526e-06,0.5123819219514784,0.993058746377995,0.006895395105239005,0.06452624541456904,0.11431395085773145,0.26313119451993483,0.20324008236270302,0.6047777837112929,0.6395618805864375,21.75210607691131,0.0008012820617295802,1.16774626819394,0.9975657119977327,0.0033426165996206687,0.03487808276741435,0.051638385897242234,0.1169154304847623,0.0703701076104457,0.12095152980725314,0.2077906139767171,19.28902211386035
411,78,unet,convolutional_nn,passed,652.4,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/unet/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/unet/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/unet,selected_epoch_score,0.07135441149479922,min,True,interp,unet_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.0013766562984164922,0.998427644028249,0.000615884743941327,0.0004165602440480143,0.00014402637558911616,75715739786767.75,0.9985715003201476,0.00122784168808721,0.041711881016158824,0.06255489120175016,0.0785084556061944,0.31631786105446397,0.42657845472317396,0.540944011863157,0.7637925572959131,0.07277212291955948,77510633438025.1,0.9984743565327502,0.0013129585158458213,0.04033380406364461,0.06406591117131953,0.08392006360943191,0.38854667996182907,0.524468334877803,0.6394526182293847,0.8608064669917753,0.03515585884451866,0.3067373636951034,0.9975123820748528,0.0020877086654945746,0.03403851505909756,0.05183129759783694,0.060481523507645636,0.20761675564365487,0.30322123463107203,0.32985621373815927,5.456645957518315,0.0,0.6890870284909558,0.9991523371852455,0.0007718601277883863,0.024900867659125886,0.030297732841056614,0.034458795914891184,0.10914546692096594,0.15501923021700328,0.1633800750194389,2.414874231445222
411,78,fno,neural_operator,passed,819.1,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/fno/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/fno/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/fno,selected_epoch_score,0.061502237827738754,min,True,interp,fno_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.0012438375884084964,0.9986386936843056,0.00033911682839971036,0.0001917323703916433,0.0001320941864833003,50873961668731.945,0.9993550902776371,0.0005535380023502512,0.025845103123038702,0.04335344734181336,0.04825294043890141,0.24290883697595364,0.3178282590232366,0.3813742230620902,1.0806123035116881,0.06858974695205688,49556571847088.49,0.999376361392602,0.0005676642695470946,0.025052903357956676,0.040389561529710655,0.05144942503628511,0.28969772029158036,0.38289760327610173,0.46985819937908635,1.2131159339033557,0.014372800476849079,0.36973791643422577,0.9963855826744045,0.002577774250530638,0.038490912946770775,0.0548946534513621,0.07227089500120426,0.24141370478959387,0.3482190440293842,0.42556585200488706,5.190995286279724,0.0,0.561217172357625,0.9994377403925788,0.0005931373787461781,0.019889009267607796,0.02260618589379073,0.023102971100394096,0.11317170564536962,0.13930868360242146,0.14379816873650922,3.242802975308422
411,78,ffno,neural_operator,passed,907.0,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/ffno/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/ffno/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/ffno,selected_epoch_score,0.038201777018454744,min,True,interp,ffno_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.0005074175252229908,0.9994421365705262,0.00015051644853277443,8.077280169042449e-05,9.743163718667347e-05,35615074758475.086,0.9996839356391314,0.00026938995077216535,0.018792376499067915,0.025994578194757898,0.03190035946779382,0.2229160708217652,0.2625955982782654,0.29251892858723344,0.8852807994254824,0.04277903586626053,34505449701111.91,0.9996976528597052,0.00028482391549914613,0.016001114585926752,0.026111005040515417,0.02907275609275287,0.23714153247768324,0.3078333240033371,0.3354764997024398,1.0354894912077193,0.0018413775833323598,0.23127734603313269,0.9985857815252244,0.0010499843502475416,0.025903916382911105,0.03265329066527088,0.04505965820871993,0.19113709955044905,0.26244385307821666,0.2941598897810311,5.736683708136143,0.0,0.33373106190741486,0.9998011762580439,0.00019516129228577483,0.012021933852038466,0.014328369315866783,0.014564265001684869,0.07073513913337047,0.08926145944387982,0.09175169706435103,2.9481700141402665
411,78,u_no,neural_operator,passed,1052.9,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/u_no/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/u_no/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/u_no,selected_epoch_score,0.023813291333970466,min,True,interp,u_no_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.00019711957654029299,0.9998176035538795,6.961803774174768e-05,2.1782466622729164e-05,6.079685317672556e-05,21621781257922.766,0.9998835094364875,0.00010409011804767943,0.011739746248500002,0.01554445887540353,0.01677193619910271,0.16580974661939063,0.22098634500462755,0.24364050847544874,0.8607196552428272,0.03291226923465729,21865707414625.2,0.9998785891368687,0.00011261397324233258,0.011779504772275419,0.017481369605859935,0.01846864039309184,0.20315053584100923,0.26077957367863214,0.27874270449820154,1.2195209807217704,0.0020770488772541285,0.1264950319675352,0.9995769445886191,0.0004187107496909449,0.0146178274597429,0.021008552920536723,0.021731412956035114,0.14512736531079634,0.17794077930565505,0.20750694325117863,6.3528537046353435,0.0,0.196072269050282,0.9999313710535429,6.429593428492809e-05,0.006377713510732129,0.00952764293473511,0.010804007671962539,0.0583863556131516,0.07663356317760037,0.07718593200745298,2.6262197817209008
411,78,deeponet_pod,pod_operator,passed,435.5,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/deeponet_pod/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/deeponet_pod/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_411/n78/deeponet_pod,selected_epoch_score,0.09441795607761365,min,True,interp,deeponet_pod_gec_ccp_nn_operator_comparison_v1_n78_seed411,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,17c29ecf1caecb23a081528434d87daff4a92d80fe33936b3ff4fcc8673253a2,0.002803827920706681,0.99769142708304,0.0013118819527638455,0.0008533255216510346,9.356272706403009e-05,78339474094709.27,0.9984707830229367,0.001184019719985372,0.034380437889449084,0.08274706149449776,0.09527959968506626,0.09498299911505831,0.16173987607463322,0.17523914428851495,0.44646962720399586,0.0013574660988524556,76666106960451.6,0.9985074210823572,0.0011925882659670605,0.03428438211052216,0.0813153359172165,0.0952260513419462,0.10385077889695914,0.15316143982487934,0.19199472759097475,0.49385100869934917,2.1995978386257775e-05,0.42811263055502286,0.9951541898171671,0.005121503934788053,0.052280032620334586,0.1131229408195873,0.11717215282878925,0.17712209869172402,0.43523499673884636,0.44410858090181266,10.548036473754992,0.0005561840371228755,0.874977361354863,0.9986333144096992,0.0021016758343557745,0.026405602656127194,0.04042712439206683,0.04804613376049417,0.04686972345073296,0.09953311775573949,0.11024219678358017,11.261757017218228
412,78,global_mlp,vector_nn,passed,532.4,runs/gec_ccp_nn_operator_comparison_v1/seed_412/n78/global_mlp/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_412/n78/global_mlp/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_412/n78/global_mlp,selected_epoch_score,0.4306088020516923,min,True,interp,global_mlp_gec_ccp_nn_operator_comparison_v1_n78_seed412,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.046655082896177195,0.9341633740033946,0.02154120523482561,0.0167784309014678,0.0010109563324173603,469656319989626.44,0.9450372885969242,0.04255132704136486,0.19535142402433658,0.6735474161598173,0.7198222551949134,0.380554867778483,0.9725854275737894,1.1909316464303463,0.5707767517451292,0.03936023265123367,467591221822197.25,0.9444782456192152,0.04278086963364331,0.18925653485718447,0.6661685459592568,0.6996926489683734,0.40641360163270474,1.0362102408952494,1.3161323369093345,0.5792430949404532,0.0017533936770632863,1.991054486765195,0.8951866489513016,0.05753248428693041,0.2710331390372879,0.5104722316558223,0.8620487442167685,0.672159011371446,1.8841061673067776,2.7964318883803863,22.74909391240489,0.0014328808756545186,5.188039472356775,0.9519513128461373,0.03976666606409709,0.11808940450038355,0.28716644737750824,0.44367056556318657,0.2979088111321499,0.7113903080603476,1.1530357435117449,23.46075095704799
412,78,global_resmlp,vector_nn,passed,350.4,runs/gec_ccp_nn_operator_comparison_v1/seed_412/n78/global_resmlp/leaderboard.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_412/n78/global_resmlp/diagnostics/diagnostics.csv,runs/gec_ccp_nn_operator_comparison_v1/seed_412/n78/global_resmlp,selected_epoch_score,0.08719459387504933,min,True,interp,global_resmlp_gec_ccp_nn_operator_comparison_v1_n78_seed412,interp,fa85b4f0f30678c67474a90e56121a29d93d074cea03f18f7887a3cade5bb9d3,33bc33dd17cd65bec0e72356881fc17dbcc35b8cf0780566739ff34b86810a62,03902108ac9c1c2e969e080e66bd06b58d2d45e8,2437e1810927827d288930c31cffd890c1cb7f7641ce448588792ffca2cccad7,5d5022e7ec08805a2e42088a51fac25d41eb8c5bfeb992085773b5ab47378ae5,0.0025209268238791083,0.9978038993610335,0.0012245633212539058,0.0008415997532817224,0.00015811202858155107,81854643917565.03,0.9983304691267039,0.0013805288298453888,0.03749071848235096,0.08280098262913292,0.11383754931368896,0.08611873752730849,0.16838581500936833,0.20096747524777053,0.3866432324899008,0.0005467571900226176,81916442521638.28,0.9982959880014216,0.001417198604322039,0.0364705149491077,0.08202387744915102,0.11293297031096214,0.11361477422876014,0.20221706203237244,0.24207445295526311,0.3976133973277672,9.426848009752575e-06,0.4038741900540663,0.9956873668543125,0.004499177688267082,0.06467653197534187,0.11235609119114905,0.11716463010562463,0.22281936130252153,0.7009313962095547,0.9582705248056251,28.680031439226067,0.00033308195997960865,0.7843474262787132,0.9989017734616962,0.0016647390662865291,0.025119830542182642,0.03861043434222772,0.039376249381985695,0.05129354415981164,0.07755202165498079,0.09545591724774719,11.891668056878869
