measurement_id,case_id,method,trial,PP0,PA,gamma,best_PP0,best_PA,best_gamma,loss,best_loss,feasible
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,1,3.0,0.125,0.07,3.0,0.125,0.07,0.5628434392461068,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,2,3.0385115401339853,0.12453438553011704,0.06292165383871198,3.0,0.125,0.07,0.5759107526504944,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,3,3.095106479751007,0.12676297593878494,0.05198539673826906,3.0,0.125,0.07,0.6117606298244667,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,4,2.681907748038938,0.0966930507253545,0.05369049153380695,2.681907748038938,0.0966930507253545,0.05369049153380695,0.2518217127850689,0.2518217127850689,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,5,1.39906757770057,0.10708571455491978,0.08321926455690407,2.681907748038938,0.0966930507253545,0.05369049153380695,0.26397464384723934,0.2518217127850689,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,6,3.8213443947221903,0.09998794630058615,0.07143788299035572,2.681907748038938,0.0966930507253545,0.05369049153380695,0.7014847171791495,0.2518217127850689,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,7,2.1490845097873446,0.19213361987123828,0.0518639525692173,2.681907748038938,0.0966930507253545,0.05369049153380695,0.3951766501313557,0.2518217127850689,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,8,2.9483178791950735,0.10659300663522983,0.08291539993535939,2.681907748038938,0.0966930507253545,0.05369049153380695,0.428064111318193,0.2518217127850689,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,9,2.6285141553110476,0.09295955105421114,0.06725461739330917,2.6285141553110476,0.09295955105421114,0.06725461739330917,0.20876561567667842,0.20876561567667842,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,10,2.6942601971173263,0.14029102315727798,0.07697689398182711,2.6285141553110476,0.09295955105421114,0.06725461739330917,0.5026589963338403,0.20876561567667842,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,11,3.1355249650657333,0.13878534797281944,0.06288956250087,2.6285141553110476,0.09295955105421114,0.06725461739330917,0.6993775611227452,0.20876561567667842,True
