method,n_measurements,mean_sensor_loss,max_sensor_loss,mean_profile_truth_rel_l2,max_profile_truth_rel_l2,mean_fullfield_truth_rel_l2,max_fullfield_truth_rel_l2,mean_condition_normalized_rmse,mean_last_improvement_trial,mean_final_relative_regret,true_input_1p10_success_cases,true_input_1p10_median_hit_trial,true_input_1p00_success_cases,true_input_1p00_median_hit_trial,regret_10pct_success_cases,regret_10pct_median_hit_trial,profile_truth_improved_cases,fullfield_truth_improved_cases,optimizer_wall_s,invalid_trials
cmaes,3,0.05133523246633237,0.056479172090204637,0.019703000800317793,0.021524421672375053,0.0406658967084848,0.04930740074118601,0.2826696121030118,83.33333333333333,0.038507571762098625,2,42.5,1,40.0,2,48.5,3,3,56.30339939997066,0
tpe,3,0.04979024165801737,0.054842441619538954,0.015710215976867458,0.02076177172917292,0.02873642956798104,0.03612760752393064,0.25900535816301495,66.33333333333333,0.009630773866612005,3,23.0,1,23.0,3,23.0,3,3,57.60557759998483,0
random,3,0.053492005655474406,0.058443933489307334,0.017628939328975742,0.024968502538269682,0.03140299124392574,0.03661060005064057,0.27222067112350107,29.0,0.08519539096117927,2,12.0,1,8.0,2,14.5,3,3,57.339910000009695,0
