model_id,trial,value,best_so_far,pp,pp0,boundary_gamma_uniformity,poisson_residual_norm
ffno,17,4.016882521469533e+17,4298293793231101.0,1129.303915450499,0.05379409338923138,0.6918171111891166,0.02544974721968174
ffno,18,5.777819109758459e+16,4298293793231101.0,512.6368024380093,0.02488910071181873,0.9660683508369982,0.025623584166169167
ffno,19,5.122032532327646e+17,4298293793231101.0,1411.1483508233796,0.05838498322464483,0.6894575872676824,0.026252154260873795
ffno,20,4.459211031758281e+17,4298293793231101.0,1052.9882605534017,0.0623446869637833,0.6913011813226371,0.02544056624174118
ffno,21,5.23873284027354e+17,4298293793231101.0,2003.8071750125387,0.04167215692892053,0.7016070549501847,0.026477521285414696
ffno,22,3.326194153916658e+17,4298293793231101.0,1786.2757905062156,0.031317758723030886,0.7051562360042246,0.026278534904122353
ffno,23,5.913584540384892e+17,4298293793231101.0,931.7785458264759,0.08829446926560414,0.7032453360358707,0.025523170828819275
ffno,24,4.2256673342678214e+17,4298293793231101.0,1908.5300969739371,0.036036497505221574,0.7084476911993295,0.026571616530418396
ffno,25,5.476497811835191e+17,4298293793231101.0,1157.9759997848714,0.07002116882653954,0.6902287200429839,0.025891970843076706
ffno,26,9.993358454490114e+16,4298293793231101.0,1574.6454103814249,0.01557808728751738,0.7325153452917155,0.024894898757338524
ffno,27,6.562275877258931e+17,4298293793231101.0,1961.467429705488,0.052694330873163824,0.699963655977502,0.026924630627036095
ffno,28,9.168377050220991e+17,4298293793231101.0,1808.7805843453375,0.08389692865801052,0.6778212323055463,0.027371475473046303
ffno,29,2.6879305493312934e+17,4298293793231101.0,935.1428242434051,0.04649472558162696,0.7012433612636944,0.024745525792241096
ffno,30,2.869166004990463e+16,4298293793231101.0,866.389613607625,0.013495035628100657,0.8587138970325208,0.024442091584205627
ffno,31,3.721525359599611e+17,4298293793231101.0,751.228831409274,0.06979657318751836,0.6844402962572367,0.024143122136592865
ffno,32,5.0577169147669146e+17,4298293793231101.0,1137.523148225471,0.06442625471560687,0.6944088793935275,0.025817250832915306
ffno,33,7.568671594101456e+16,4298293793231101.0,927.9443256098041,0.019386863822611778,0.8216438283291909,0.027378307655453682
ffno,34,7.172236014981572e+17,4298293793231101.0,1047.180128593685,0.0930948897822077,0.708989683758091,0.02625645510852337
ffno,35,2176183130505591.0,2176183130505591.0,688.1933309517468,0.008446628193881547,1.0341030559423763,0.03421304374933243
ffno,36,8.087351613096521e+17,2176183130505591.0,1337.4600916193854,0.0892844043141466,0.7004959855309388,0.02715250663459301
ffno,37,6.729357666760253e+17,2176183130505591.0,1990.0365828907331,0.05803310462010105,0.6903328547159212,0.026644593104720116
ffno,38,7.347350894121331e+17,2176183130505591.0,2046.317219522862,0.060933032289023886,0.6895273630500621,0.02695491723716259
ffno,39,2.68094737596707e+17,2176183130505591.0,682.6825077465478,0.05662652714361448,0.6986021957075378,0.023685645312070847
ffno,40,9.224198849656668e+17,2176183130505591.0,2046.622628620276,0.0776322095093333,0.6833084230270066,0.027369346469640732
ffno,41,4.527447065334966e+17,2176183130505591.0,1395.4333163271367,0.049773014753746105,0.694260597784534,0.026171088218688965
ffno,42,7.645888274760115e+17,2176183130505591.0,1802.9151524393892,0.06836206215168619,0.6850389760257922,0.02706829085946083
ffno,43,3.2631547797419292e+16,2176183130505591.0,664.3833587135607,0.01621023504643252,0.9315348270161184,0.025061318650841713
ffno,44,2.831918950826525e+17,2176183130505591.0,1326.2277302195894,0.03608887573372099,0.7152139981844874,0.02617662213742733
ffno,45,2.5369730965339693e+17,2176183130505591.0,1596.7825846675391,0.028793259082128844,0.7144206288147948,0.02650371380150318
ffno,46,1.7514757790201408e+16,2176183130505591.0,691.2727616855025,0.012972940903601305,0.9016691935368755,0.02389444410800934
ffno,47,1.3882030538312157e+17,2176183130505591.0,1341.578444926953,0.022125688049648557,0.7542869094914855,0.027162812650203705
ffno,48,3.5444023459939814e+17,2176183130505591.0,907.8589037274537,0.05756350113172459,0.6887272893323404,0.024646611884236336
ffno,49,3.2119281661644755e+17,2176183130505591.0,2051.3171459916684,0.026468566979509157,0.6802005786091971,0.025317704305052757
ffno,50,7.403236973678856e+16,2176183130505591.0,953.5839844679367,0.018960741510675023,0.8060413303742544,0.026946738362312317
ffno,51,4.2038020258036e+17,2176183130505591.0,1617.6034481316974,0.04240254736000206,0.7052479496912133,0.026530811563134193
ffno,52,2.8862303932865165e+17,2176183130505591.0,1221.4497699031642,0.03867726209267616,0.7098942930610513,0.026056762784719467
ffno,53,3.079276976455197e+17,2176183130505591.0,2055.5356751908066,0.02539020241696652,0.6808374408783879,0.024896597489714622
ffno,54,7.52405834927267e+17,2176183130505591.0,1149.9401696957862,0.09269910547015749,0.7048425651123048,0.026770826429128647
ffno,55,3.6749936675760435e+17,2176183130505591.0,1715.513295249783,0.03618587985940556,0.7006527873618361,0.02644900418817997
ffno,56,1.0286983564088678e+18,2176183130505591.0,1861.0296544223352,0.09724039817940702,0.7099747756668554,0.02836553007364273
ffno,57,1.3800841836264213e+17,2176183130505591.0,1894.7180817252522,0.01640219335093175,0.686289235124582,0.02310401201248169
ffno,58,5.519292915019229e+17,2176183130505591.0,931.7562721697,0.08290475586190557,0.6962284651974903,0.02537168376147747
ffno,59,9.950029305180417e+17,2176183130505591.0,1739.1163510484644,0.09465170150849277,0.6959564701284804,0.028033064678311348
ffno,60,2.2619729228267862e+17,2176183130505591.0,688.685832053145,0.05071423915530268,0.7148037609220826,0.023782160133123398
ffno,61,3.292006827071601e+17,2176183130505591.0,1548.563557632274,0.03617484250291371,0.7122806032789424,0.02650933712720871
ffno,62,9.679002872211177e+17,2176183130505591.0,1876.6617371975792,0.08964780959135087,0.6895635007567442,0.02786862477660179
ffno,63,2.7585547908225827e+17,2176183130505591.0,1182.5231519958093,0.03864878492794657,0.7160702499153362,0.02603207528591156
ffno,64,8.61591336192186e+17,2176183130505591.0,1650.2534920317623,0.08111987744547254,0.6842555154247144,0.0273081474006176
ffno,65,2.4607230228195258e+17,2176183130505591.0,701.2519741632696,0.05330193287540963,0.703072895650148,0.023791568353772163
ffno,66,4.23931070591754e+17,2176183130505591.0,680.9872308727444,0.0826097525275716,0.689951230297566,0.02396400272846222
ffno,67,2.6396882858176058e+17,2176183130505591.0,1303.5072373229623,0.03435082810344074,0.7260826284920305,0.026600539684295654
ffno,68,2.518000531349141e+17,2176183130505591.0,1721.3450275318414,0.025037232023286952,0.7179474624972219,0.026457974687218666
ffno,69,5.010068825599417e+17,2176183130505591.0,1938.8729444058556,0.0420424754260789,0.7107820296375089,0.02670220099389553
ffno,70,1981708453794914.5,1981708453794914.5,1061.8467973626869,0.007460421255231402,1.145926086402187,0.04058074951171875
ffno,71,8.995224601557856e+16,1981708453794914.5,1294.798730104161,0.01719844338473297,0.7695862208489216,0.026694176718592644
ffno,72,8.171217509117829e+17,1981708453794914.5,1788.7672194072675,0.07136367056244962,0.684565328953527,0.027189163491129875
ffno,73,7.224663687908165e+17,1981708453794914.5,2070.670462109319,0.05972657269866591,0.6860144285317321,0.026673829182982445
ffno,74,7.600856369769851e+17,1981708453794914.5,1369.825906426555,0.08184767685961658,0.6934019557713516,0.0269464161247015
ffno,75,2.4835371878904054e+17,1981708453794914.5,843.9785915699167,0.04727404443603344,0.7119682693065276,0.024593893438577652
ffno,76,6.278667944570528e+17,1981708453794914.5,966.045859744128,0.09334352971893585,0.7136920299633546,0.025866633281111717
ffno,77,3.580324169578587e+17,1981708453794914.5,884.6269162705088,0.06130406931360053,0.6855851136083917,0.024457808583974838
ffno,78,3.134633123151041e+17,1981708453794914.5,2045.1836019865475,0.026131119465369307,0.6750691670120735,0.02506517805159092
ffno,79,9.471837270046758e+17,1981708453794914.5,1780.5296410314456,0.08827530492836959,0.6869491749545477,0.02772512473165989
unet,0,1.0792357410751778e+17,1.0792357410751778e+17,1850.5854852047805,0.018587838914755555,0.5848128881340067,0.3740413784980774
unet,1,8.34608334522682e+16,8.34608334522682e+16,1144.1446783643817,0.022671851038994797,0.5461863893317511,0.41769400238990784
unet,2,1.9950421647934634e+17,8.34608334522682e+16,1844.893338354996,0.03668801949805242,0.5317349070721255,0.2111855149269104
unet,3,1.141213095174665e+17,8.34608334522682e+16,1323.1620597691244,0.004080715588457946,0.7113649830502399,0.38529273867607117
unet,4,6.339101217550685e+17,8.34608334522682e+16,1385.1198216818866,0.09247622315986562,0.5867184958851425,0.1297028362751007
unet,5,1.0617880204609597e+17,8.34608334522682e+16,1118.5411008170036,0.01301498469618439,0.574127326650968,0.4569118618965149
unet,6,1.072798665186704e+17,8.34608334522682e+16,776.38225136442,0.055095117727772376,0.5793540869190968,0.15198048949241638
unet,7,2.573092523411236e+17,8.34608334522682e+16,926.7800674679768,0.07437760025497737,0.5203302151493628,0.12607954442501068
unet,8,9.742579467922299e+16,8.34608334522682e+16,1635.9493554938065,0.022303904543859315,0.5733408961615543,0.37837162613868713
unet,9,2.2371993051082355e+17,8.34608334522682e+16,1346.1691824119243,0.05335503586454242,0.5430599328207489,0.13490645587444305
unet,10,6.7257031583751864e+16,6.7257031583751864e+16,1025.9079990558732,0.032915352155506845,0.5931523762836676,0.29375413060188293
unet,11,4.2362663855028755e+17,6.7257031583751864e+16,1087.9699629764868,0.08250994369517689,0.5288434646639786,0.12627530097961426
unet,12,1.3532485737073397e+17,6.7257031583751864e+16,1772.296062424627,0.03278545918180469,0.5467626535133908,0.25010156631469727
unet,13,9.932680158891592e+16,6.7257031583751864e+16,619.890816680692,0.014748557426665245,0.6563860362081101,0.5051996111869812
unet,14,1.757294536968834e+17,6.7257031583751864e+16,959.9061625091367,0.06305462396079356,0.552840182625016,0.1267373412847519
unet,15,1.506122806812158e+17,6.7257031583751864e+16,2054.3748346395305,0.030004629950607747,0.5432204087241922,0.27107754349708557
unet,16,4.093917717913063e+17,6.7257031583751864e+16,1767.7394748199415,0.05984169644648574,0.5545336866936009,0.13065925240516663
unet,17,1.5421216699649814e+17,6.7257031583751864e+16,1129.303915450499,0.05379409338923138,0.5640026725500837,0.1350475698709488
unet,18,6.311041053639076e+16,6.311041053639076e+16,512.6368024380093,0.02488910071181873,0.7261639348931322,0.4288145899772644
unet,19,2.8991105341806835e+17,6.311041053639076e+16,1411.1483508233796,0.05838498322464483,0.5178632969026389,0.13360744714736938
unet,20,1.922986158291097e+17,6.311041053639076e+16,1052.9882605534017,0.0623446869637833,0.5502890720235122,0.12771475315093994
unet,21,2.6403604485427126e+17,6.311041053639076e+16,2003.8071750125387,0.04167215692892053,0.5177182615215927,0.1795041561126709
unet,22,1.2890400428048774e+17,6.311041053639076e+16,1786.2757905062156,0.031317758723030886,0.5503004452065131,0.2678925096988678
unet,23,4.104773272677143e+17,6.311041053639076e+16,931.7785458264759,0.08829446926560414,0.5434377430210662,0.1259274035692215
unet,24,1.9449765692724317e+17,6.311041053639076e+16,1908.5300969739371,0.036036497505221574,0.5248271591776659,0.2131681740283966
unet,25,3.2101592425439014e+17,6.311041053639076e+16,1157.9759997848714,0.07002116882653954,0.49947928885595083,0.1295856386423111
unet,26,1.0446324444397286e+17,6.311041053639076e+16,1574.6454103814249,0.01557808728751738,0.5771343868158216,0.40364205837249756
unet,27,3.795516510726731e+17,6.311041053639076e+16,1961.467429705488,0.052694330873163824,0.5470655671218755,0.13865169882774353
unet,28,6.338155796114216e+17,6.311041053639076e+16,1808.7805843453375,0.08389692865801052,0.5738826051513918,0.13080862164497375
unet,29,9.357205260233514e+16,6.311041053639076e+16,935.1428242434051,0.04649472558162696,0.5816637356191208,0.1774040311574936
unet,30,1.0469887972584869e+17,6.311041053639076e+16,866.389613607625,0.013495035628100657,0.601290163081372,0.4871927499771118
unet,31,1.6484787465577757e+17,6.311041053639076e+16,751.228831409274,0.06979657318751836,0.5697367751496496,0.12480083853006363
unet,32,2.5709791161175773e+17,6.311041053639076e+16,1137.523148225471,0.06442625471560687,0.5189481502355563,0.13019110262393951
unet,33,8.775281126039163e+16,6.311041053639076e+16,927.9443256098041,0.019386863822611778,0.5534879147106067,0.46104636788368225
unet,34,5.3238299825285914e+17,6.311041053639076e+16,1047.180128593685,0.0930948897822077,0.5702716276765064,0.12595272064208984
unet,35,1.116317709403229e+17,6.311041053639076e+16,688.1933309517468,0.008446628193881547,0.5557461923652798,0.46441423892974854
unet,36,5.860856699250956e+17,6.311041053639076e+16,1337.4600916193854,0.0892844043141466,0.5734835288862887,0.1275338977575302
unet,37,4.378801076961435e+17,6.311041053639076e+16,1990.0365828907331,0.05803310462010105,0.5708230965067168,0.13038596510887146
unet,38,4.595276752532744e+17,6.311041053639076e+16,2046.317219522862,0.060933032289023886,0.5809488636226774,0.1281990259885788
unet,39,8.917582634577654e+16,6.311041053639076e+16,682.6825077465478,0.05662652714361448,0.5974688460220322,0.1536293625831604
unet,40,6.060257966866659e+17,6.311041053639076e+16,2046.622628620276,0.0776322095093333,0.563696784223996,0.12847846746444702
unet,41,2.1302290538371517e+17,6.311041053639076e+16,1395.4333163271367,0.049773014753746105,0.5488950128604526,0.14342597126960754
unet,42,4.921424309002689e+17,6.311041053639076e+16,1802.9151524393892,0.06836206215168619,0.5541904646316352,0.12737244367599487
unet,43,9.55067011219367e+16,6.311041053639076e+16,664.3833587135607,0.01621023504643252,0.6615181738348429,0.49748462438583374
unet,44,1.1364270687093334e+17,6.311041053639076e+16,1326.2277302195894,0.03608887573372099,0.5685532530072345,0.23726116120815277
unet,45,9.825003833654504e+16,6.311041053639076e+16,1596.7825846675391,0.028793259082128844,0.5603577915936238,0.307675838470459
unet,46,1.0473088792526522e+17,6.311041053639076e+16,691.2727616855025,0.012972940903601305,0.6080142241275985,0.502284824848175
unet,47,8.992078279465427e+16,6.311041053639076e+16,1341.578444926953,0.022125688049648557,0.5583279466503269,0.4059353172779083
unet,48,1.3084465915885259e+17,6.311041053639076e+16,907.8589037274537,0.05756350113172459,0.5648565365334799,0.13666154444217682
unet,49,1.3120116322130843e+17,6.311041053639076e+16,2051.3171459916684,0.026468566979509157,0.560737359468264,0.31132635474205017
unet,50,8.973934972968075e+16,6.311041053639076e+16,953.5839844679367,0.018960741510675023,0.551575278486058,0.4652826189994812
unet,51,1.9767953201261507e+17,6.311041053639076e+16,1617.6034481316974,0.04240254736000206,0.5495636817757364,0.17732243239879608
unet,52,9.742446505120853e+16,6.311041053639076e+16,1221.4497699031642,0.03867726209267616,0.5742108782009044,0.2177359014749527
unet,53,1.2363253659366549e+17,6.311041053639076e+16,2055.5356751908066,0.02539020241696652,0.5695619435185852,0.31937265396118164
unet,54,5.388539171628198e+17,6.311041053639076e+16,1149.9401696957862,0.09269910547015749,0.5735241041591589,0.1260407418012619
unet,55,1.5929741244756477e+17,6.311041053639076e+16,1715.513295249783,0.03618587985940556,0.5434790249841526,0.2193186730146408
unet,56,7.769489069488337e+17,6.311041053639076e+16,1861.0296544223352,0.09724039817940702,0.6370995563382358,0.13959072530269623
unet,57,1.0951976696823718e+17,6.311041053639076e+16,1894.7180817252522,0.01640219335093175,0.5779392790619805,0.36279770731925964
unet,58,3.540144406716188e+17,6.311041053639076e+16,931.7562721697,0.08290475586190557,0.5274333028815119,0.12753334641456604
unet,59,7.170938061404838e+17,6.311041053639076e+16,1739.1163510484644,0.09465170150849277,0.6163131040139046,0.13580317795276642
unet,60,7.822937616012765e+16,6.311041053639076e+16,688.685832053145,0.05071423915530268,0.6189173366667573,0.1829107254743576
unet,61,1.3440134897232195e+17,6.311041053639076e+16,1548.563557632274,0.03617484250291371,0.555009952682904,0.22612988948822021
unet,62,6.820186255490495e+17,6.311041053639076e+16,1876.6617371975792,0.08964780959135087,0.5976182522620623,0.13299274444580078
unet,63,9.271174531623163e+16,6.311041053639076e+16,1182.5231519958093,0.03864878492794657,0.5815404565606439,0.2245294600725174
unet,64,5.873366230800004e+17,6.311041053639076e+16,1650.2534920317623,0.08111987744547254,0.5542798373898828,0.12827801704406738
unet,65,7.953996757260554e+16,6.311041053639076e+16,701.2519741632696,0.05330193287540963,0.6085713041938909,0.16697846353054047
unet,66,2.4483338325418006e+17,6.311041053639076e+16,680.9872308727444,0.0826097525275716,0.556754694876932,0.12317676842212677
unet,67,9.923699298922643e+16,6.311041053639076e+16,1303.5072373229623,0.03435082810344074,0.5762912643691028,0.2588783800601959
unet,68,1.0418141418170662e+17,6.311041053639076e+16,1721.3450275318414,0.025037232023286952,0.5587992716769976,0.3441087007522583
unet,69,2.6731309243753354e+17,6.311041053639076e+16,1938.8729444058556,0.0420424754260789,0.5193819441046903,0.17973725497722626
unet,70,1.122029925539802e+17,6.311041053639076e+16,1061.8467973626869,0.007460421255231402,0.5872675288545249,0.4163682758808136
unet,71,9.900160935275414e+16,6.311041053639076e+16,1294.798730104161,0.01719844338473297,0.562115542084002,0.4489806890487671
unet,72,5.2077472600549274e+17,6.311041053639076e+16,1788.7672194072675,0.07136367056244962,0.5477970498993959,0.12731315195560455
unet,73,4.4968009180652486e+17,6.311041053639076e+16,2070.670462109319,0.05972657269866591,0.572497335549167,0.1280413419008255
unet,74,5.089489326422649e+17,6.311041053639076e+16,1369.825906426555,0.08184767685961658,0.5469212557742815,0.12612800300121307
unet,75,8.466740216594526e+16,6.311041053639076e+16,843.9785915699167,0.04727404443603344,0.5943354798456919,0.17866463959217072
unet,76,4.950564709890756e+17,6.311041053639076e+16,966.045859744128,0.09334352971893585,0.5599212528489241,0.12438333034515381
unet,77,1.53535703958637e+17,6.311041053639076e+16,884.6269162705088,0.06130406931360053,0.5659209915999461,0.12928704917430878
unet,78,1.2978392777870906e+17,6.311041053639076e+16,2045.1836019865475,0.026131119465369307,0.5605802224418412,0.31624624133110046
unet,79,6.543896485850975e+17,6.311041053639076e+16,1780.5296410314456,0.08827530492836959,0.5882359964064485,0.13183487951755524
