pp,pp0,sampler_area_proxy,sampler_fill_ratio,sampler_min_gap,sampler_nncoil_effective,sampler_pitch,sampler_r_center_mean,sampler_r_center_std,sampler_rank,sampler_span_r,sampler_structure_signature,sampler_z_max,sampler_z_min,series.llcoil,series.nncoil,series.rrc,series.rrce,series.zzc
825.3736458370388,0.05315123825645447,3.269357681274414,0.12979865522031744,8.57167635858059,2.0,9.850221917033195,7.956116199493408,4.925110816955566,0,19.70044383406639,b1faf2dbd5d8d1ab,19.603075623512268,18.324530065059662,1.2785455584526062,2.0,2.391732394695282,22.092176228761673,4.324530065059662
1685.8997378897666,0.09527458407187461,4.1924238204956055,0.17215804916709596,6.962058901786804,2.0,8.409888982772827,12.86294937133789,4.204944133758545,1,16.819777965545654,ebd09d9cfbead5b4,15.483657445758581,14.035827364772558,1.447830080986023,2.0,7.934090614318848,24.753868579864502,0.03582736477255821
958.3248900060952,0.008241752665117383,0.6619387865066528,0.053588878669300254,10.160124987363815,2.0,10.73542433977127,10.185564041137695,5.367712020874023,2,21.47084867954254,8e9c3c73409df6e8,15.611716538667679,15.036417186260223,0.5752993524074554,2.0,4.530202388763428,26.00105106830597,1.0364171862602234
2360.0587470953465,0.04988299565339088,0.9252984523773193,0.0630263567656235,8.256300183633963,3.0,8.811667482058207,12.378985404968262,7.194695949554443,3,26.43500244617462,6acd215eabc25a3f,15.246462069451809,14.691094771027565,0.5553672984242439,3.0,3.2896348237991333,29.724637269973755,0.691094771027565
1832.5150615978837,0.08251736939024924,4.63455867767334,0.3293426946861305,2.531023455162843,3.0,3.773944509526094,13.589970588684082,3.0814130306243896,4,11.321833528578281,09a95f4576c4e0c9,19.97317099571228,18.73024994134903,1.2429210543632507,3.0,9.194566249847412,20.516399778425694,4.7302499413490295
1028.4918843767791,0.07711254801440239,0.8414357900619507,0.0781228470025915,6.2494940751542645,3.0,6.77909638484319,9.285395622253418,5.535109043121338,5,20.33728915452957,f34bd5c1bb2fd09c,17.785964092239738,17.25636178255081,0.5296023096889257,3.0,2.241498053073883,22.578787207603455,3.2563617825508118
854.149848593846,0.09725013457679749,8.887077331542969,0.39868829251553833,2.2481002435088158,4.0,3.7386603578925133,13.322351455688477,4.1799492835998535,6,14.954641431570053,9b44f6be45f7538f,19.749267578125,18.258707463741302,1.4905601143836975,4.0,6.969080448150635,21.923721879720688,4.2587074637413025
2212.9091453304886,0.04003213694977761,1.4587961435317993,0.09862348599657066,5.519416928291321,4.0,6.12332010269165,13.852531433105469,6.846079349517822,7,24.4932804107666,12a530d6cc986d39,16.060849457979202,15.456946283578873,0.6039031744003296,4.0,4.3656005859375,28.8588809967041,1.4569462835788727
2303.9497396874426,0.0072405452876985075,1.2465802431106567,0.19961243733113215,2.2384265437722206,4.0,2.7966783195734024,13.612653732299805,3.126781463623047,8,11.18671327829361,d586079342f3a52d,17.72908566147089,17.17083388566971,0.5582517758011818,4.0,9.13851022720337,20.32522350549698,3.1708338856697083
1181.6869374949933,0.035284774581432345,10.647111892700195,0.6344695896018724,0.8407049477100372,5.0,2.299958974123001,15.231821060180664,3.2526330947875977,9,11.499794870615005,35cd539ab4ea3c76,20.36125683784485,18.902002811431885,1.4592540264129639,5.0,9.90227460861206,21.402069479227066,4.902002811431885
2823.054388811767,0.06893013903713226,2.1687514781951904,0.1305696910960665,4.38543127477169,5.0,5.0440285205841064,14.161784172058105,7.133333683013916,10,25.220142602920532,64004d2f31c07475,15.139630496501923,14.481033250689507,0.6585972458124161,5.0,3.744429349899292,28.964571952819824,0.48103325068950653
620.3316755282358,0.06993944492530822,7.351408004760742,0.26664774407288555,3.3348398923873903,5.0,4.547391605377197,16.35884666442871,6.43098258972168,11,22.736958026885986,52f9dfff91ff5547,19.8811594247818,18.668607711791992,1.2125517129898071,5.0,6.657787799835205,29.39474582672119,4.668607711791992
659.6252603870072,0.030176904610395433,11.647598266601562,0.6572657545056195,0.7265391995509467,6.0,2.1198325206836066,13.913395881652832,3.620303153991699,12,12.718995124101639,39cbb99e1afd0edf,19.786324620246887,18.393031299114227,1.39329332113266,6.0,7.917169570922852,20.63616469502449,4.393031299114227
2953.420910506546,0.06277684317803382,4.86471700668335,0.21094092656983965,3.3682306806246443,6.0,4.268667320410411,14.385577201843262,7.29013729095459,13,25.612003922462463,1efe20f4932a9451,16.814945876598358,15.914509236812592,0.9004366397857666,6.0,3.2636897563934326,28.875693678855896,1.9145092368125916
1141.322037052393,0.09741886575198173,2.7357707023620605,0.25854364603874846,1.936493068933487,6.0,2.6117424964904785,16.425355911254883,4.460399627685547,14,15.670454978942871,9927bb56f4adb2da,19.5452421605587,18.86999273300171,0.6752494275569916,6.0,9.558374404907227,25.228829383850098,4.869992733001709
1926.9721218146087,0.009154065030038357,4.112766742706299,0.12318334348379799,10.20725268125534,2.0,11.641262292861938,9.596424102783203,5.82063102722168,15,23.282524585723877,b92b3743b60a3ac3,20.11436092853546,18.680351316928864,1.434009611606598,2.0,3.0587879419326782,26.341312527656555,4.6803513169288635
