bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_density_ratio,objective_main,objective_negative_penalty,objective_total,objective_uniformity,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.6169696587224983,10.873255729675293,0.3636443283726529,0.80885200120056,0.0,0.80885200120056,0.2941344427294539,0.054478563368320465,825.3736458370388,0.05315123825645447,1.2785455584526062,8.57167635858059,2.0,2.0,9.850221917033195,2.391732394695282,22.092176228761673,4.324530065059662,0,0.80885200120056,
0.0,0.5823281443832603,10.513507843017578,1.2275721144768406,0.19497710940374474,0.0,0.19497710940374474,0.2393484624653372,0.03873097896575928,1685.8997378897666,0.09527458407187461,1.447830080986023,6.962058901786804,2.0,2.0,8.409888982772827,7.934090614318848,24.753868579864502,0.03582736477255821,1,0.19497710940374474,
0.0,0.7016147774142171,41.13876724243164,0.005511001395855356,44.95469168373425,0.0,44.95469168373425,0.2477453686193066,0.07754424214363098,958.3248900060952,0.008241752665117383,0.5752993524074554,10.160124987363815,2.0,2.0,10.73542433977127,4.530202388763428,26.00105106830597,1.0364171862602234,2,44.95469168373425,
0.0,0.4918197826076415,10.279972076416016,0.4792290432183503,0.4257786568313289,0.0,0.4257786568313289,0.20404549833607208,0.04820543900132179,2360.0587470953465,0.04988299565339088,0.5553672984242439,8.256300183633963,3.0,3.0,8.811667482058207,3.2896348237991333,29.724637269973755,0.691094771027565,3,0.4257786568313289,"ood:cond:pp:2360.06 outside [505.725,2097.14]"
0.0,0.5730933126271169,9.81933307647705,1.1098142159573063,0.25251454062268025,0.0,0.25251454062268025,0.28024422691897927,0.043824031949043274,1832.5150615978837,0.08251736939024924,1.2429210543632507,2.531023455162843,3.0,3.0,3.773944509526094,9.194566249847412,20.516399778425694,4.7302499413490295,4,0.25251454062268025,
0.0,0.577436588333976,9.718548774719238,0.6225032871354448,0.4122312061400654,0.0,0.4122312061400654,0.25661528088199986,0.05110568180680275,1028.4918843767791,0.07711254801440239,0.5296023096889257,6.2494940751542645,3.0,3.0,6.77909638484319,2.241498053073883,22.578787207603455,3.2563617825508118,5,0.4122312061400654,
0.0,0.5437113686064419,8.080759048461914,0.6266010838570033,0.41280896362623387,0.0,0.41280896362623387,0.2586665440340844,0.05185401812195778,854.149848593846,0.09725013457679749,1.4905601143836975,2.2481002435088158,4.0,4.0,3.7386603578925133,6.969080448150635,21.923721879720688,4.2587074637413025,6,0.41280896362623387,
0.0,0.4932585049779825,9.911482810974121,0.33323970568272904,0.5905547330135317,0.0,0.5905547330135317,0.19679628541897193,0.05422453582286835,2212.9091453304886,0.04003213694977761,0.6039031744003296,5.519416928291321,4.0,4.0,6.12332010269165,4.3656005859375,28.8588809967041,1.4569462835788727,7,0.5905547330135317,"ood:cond:pp:2212.91 outside [505.725,2097.14]"
0.0,0.6476546231454574,42.149261474609375,0.008102858605113318,30.489845766004056,0.0,30.489845766004056,0.24705490913364384,0.07770715653896332,2303.9497396874426,0.0072405452876985075,0.5582517758011818,2.2384265437722206,4.0,4.0,2.7966783195734024,9.13851022720337,20.32522350549698,3.1708338856697083,8,30.489845766004056,"ood:cond:pp:2303.95 outside [505.725,2097.14]"
0.0,0.5462271934530077,8.812468528747559,0.19392883642874434,1.3562515183038344,0.0,1.3562515183038344,0.26301627884938045,0.06893410533666611,1181.6869374949933,0.035284774581432345,1.4592540264129639,0.8407049477100372,5.0,5.0,2.299958974123001,9.90227460861206,21.402069479227066,4.902002811431885,9,1.3562515183038344,
0.0,0.5081566147177755,12.33040714263916,0.7867023715159402,0.27770184691363015,0.0,0.27770184691363015,0.21846870154130943,0.04032675549387932,2823.054388811767,0.06893013903713226,0.6585972458124161,4.38543127477169,5.0,5.0,5.0440285205841064,3.744429349899292,28.964571952819824,0.48103325068950653,10,0.27770184691363015,"ood:cond:pp:2823.05 outside [505.725,2097.14]"
