coil,dr_center,dz_center,width_ratio,height_ratio
1,2.0392178139622636,0.8145374746972021,1.4489032531103956,1.4489032531103956
2,0.3374030356424331,0.8145374746972021,1.4489032531103956,1.4489032531103956
3,-1.3644117386773988,0.8145374746972021,1.4489032531103956,1.4489032531103956
4,-3.0662265199972296,0.8145374746972021,1.4489032531103956,1.4489032531103956
5,-4.768041301317059,0.8145374746972021,1.4489032531103956,1.4489032531103956
6,-6.469856072636894,0.8145374746972021,1.4489032531103956,1.4489032531103956
