bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_density_ratio,objective_main,objective_total,objective_uniformity,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.8157538080595862,10.389055252075195,0.3728578283707071,1.5208307859334356,1.5208307859334356,0.5670536641624565,0.028632206842303276,1418.048142043364,0.03757907902946794,0.9070073840554774,2.175467888325719,3.7426225939766242,4.0,3.0824752723811963,7.670696594462865,20.00059768398765,2.9386520167129726,47,1.5208307859334356,
0.0,0.8863866199158521,15.499363899230957,0.952246571655393,0.5175745774371238,0.5175745774371238,0.4928586169404898,0.028633978217840195,2319.252215838167,0.0745891075244998,0.5717387790163824,9.722992193437703,2.4852509220147296,2.0,10.294730972454085,3.0013651656451996,23.59082711055337,1.4429449191120391,48,0.5175745774371238,ood:cond:pp:2319.25 outside [505.725,2097.14]
0.0,0.7905030462834591,10.223203659057617,0.22657723223024556,2.268106769299561,2.268106769299561,0.5139013541905786,0.02785174362361431,1279.9911962601027,0.029666442116249254,0.7338262551370293,4.062231351200895,4.340285910885897,4.0,4.796057606337924,4.7383764037308795,23.922606829082575,1.8862315296059555,49,2.268106769299561,
0.0,0.7295693964739249,11.08621883392334,0.7106184885921222,0.614758658834093,0.614758658834093,0.43685886898960324,0.029513580724596977,2429.816807615612,0.057767891910416765,1.133633635272202,4.272765581653585,4.499090453766258,4.0,5.406399216925788,4.125130242309338,25.75072711001249,4.037837589858133,50,0.614758658834093,ood:cond:pp:2429.82 outside [505.725,2097.14]
0.0,0.7329058432045201,8.131885528564453,0.2890806816451704,1.6157418515053967,1.6157418515053967,0.46707975579580985,0.026366082951426506,1523.4293234555294,0.035809747537898076,0.9482770328317621,5.309494818157809,3.064942369828896,3.0,6.257771850989571,8.085897938682347,26.85921349165106,4.663087798320966,51,1.6157418515053967,
0.0,0.7547675149108677,9.695002555847168,0.5604532225351806,0.9087300109219247,0.9087300109219247,0.5093006630356226,0.0262229535728693,1217.522058390583,0.06305462492527154,1.0536037576432848,11.32187197072157,2.171684188812743,2.0,12.375475728364854,2.4792148201470843,27.230166276876794,0.7074757247557828,52,0.9087300109219247,
0.0,0.7723489795828703,11.303853988647461,0.656885711877678,0.7055359314649221,0.7055359314649221,0.46345647259561595,0.027637308463454247,2095.242434902675,0.053104252400640595,1.2411295302072678,8.039138807931028,2.4740868878014743,2.0,9.280268338138296,6.9454006125430565,25.50593728881965,0.41125287914653585,53,0.7055359314649221,
0.0,0.7018321670631975,10.294675827026367,0.2892870008373752,1.883877652716305,1.883877652716305,0.5449813160988541,0.018167831003665924,2919.634276978957,0.0156507459845033,1.469148934250561,9.760128783475398,2.0060670144240413,2.0,11.22927771772596,3.469379413319176,25.9279348487711,4.483747891266873,54,1.883877652716305,ood:cond:pp:2919.63 outside [505.725,2097.14]
0.0,0.6952371513967326,9.155851364135742,0.6260822666768167,0.7070483667203779,0.7070483667203779,0.4426704440864353,0.023985106498003006,2874.149660406237,0.0411582513094149,0.6099961775636165,3.4885295311897315,4.668392737563925,5.0,4.098525708753348,9.238677813314737,29.73130635708148,1.39455137953761,55,0.7070483667203779,ood:cond:pp:2874.15 outside [505.725,2097.14]
0.0,0.7283697083362505,8.008355140686035,0.15727670220980056,2.8183890820216644,2.8183890820216644,0.44326694036447445,0.022595848888158798,570.390334404819,0.0501049299822792,1.430089224734673,4.536425252949968,4.4762308877212185,4.0,5.966514477684641,6.083764048201871,29.949821958940436,1.1926960848546426,56,2.8183890820216644,
0.0,0.7192255181892102,7.2752580642700195,0.21789592146616787,1.9740595507584335,1.9740595507584335,0.4301395248415983,0.023636601865291595,778.4877579693596,0.04909565078618806,1.4019927845820674,6.262266958501101,2.9808779593174632,3.0,7.664259743083169,6.480252567592387,29.473031796841894,0.5664394673160439,57,1.9740595507584335,
0.0,0.6356225682294341,8.529269218444824,0.33399654990538746,1.5437737066212804,1.5437737066212804,0.5156150918461595,0.018303783610463142,2870.7732285425604,0.015987862576475022,0.5671633949978805,3.666307910627797,3.5052255647825903,4.0,4.233471305625677,8.730962190309814,25.664847412812524,0.18750696295080027,58,1.5437737066212804,ood:cond:pp:2870.77 outside [505.725,2097.14]
