epoch,grad_l2_total,grad_l2_Te,grad_l2_ne,grad_l2_ni,grad_l2_phi,active_weight_ratio,step_rel_hidden_mean,step_rel_output,step_rel_output_to_hidden,grad_scale_applied,grad_norm_pre_scale,grad_norm_post_scale,grad_norm_post_clip,clip_ratio,effective_clip_flag,stagnation_flag,head_refresh_applied,head_design_cond,chamber_band_effective_ratio,outside_boundary_sample_ratio,boundary_inside_sample_ratio,boundary_weight_effective_ratio,distance_transform_mode,loss_boundary_in,loss_deep_plasma,region_balance_applied,field_reg_loss_inside,field_reg_loss_boundary,field_reg_points_inside,field_reg_points_boundary,selection_valid_flag,selected_epoch_score,selected_epoch_flag,selection_score_Te,selection_score_phi
0.0,0.03672640770673752,0.0021397757809609175,0.0021158712916076183,0.0,0.0020795236341655254,1.0,0.004088989458978176,0.007233098614960909,1.7689208268999632,1.0,0.0,0.0,0.03672640770673752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
