bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_main,objective_total,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.9061145268327517,18.42714500427246,0.4788692885280084,0.4788692885280084,0.02810458093881607,2554.1025120172717,0.08148244510557992,1.367876424163315,2.998441075876203,3.158626634542442,3.0,4.366317500039518,7.01216925293279,20.111121753051343,1.3898870384759843,41,0.4788692885280084,ood:cond:pp:2554.1 outside [505.725,2097.14]
0.0,0.7513969858945753,8.653064727783203,0.5022948904444519,0.5022948904444519,0.0279223695397377,1804.342115234564,0.03523088457569867,1.4867155301720882,1.0790943716361876,4.6325393840271945,5.0,2.565809901808276,9.378610500118508,22.207660009159888,3.170424509221734,42,0.5022948904444519,
0.0,0.6930972686732726,8.732635498046875,0.413026054083541,0.413026054083541,0.026824453845620155,1449.784316481463,0.06807979566764327,1.244202103848378,3.668534713790901,4.876877916676373,5.0,4.912736817639279,4.200329305637208,28.7640133938336,1.8867675719522619,43,0.413026054083541,
0.0,0.7830911867025607,10.521374702453613,0.4513876575378374,0.4513876575378374,0.029432281851768494,1959.7538630896597,0.09426405979105104,1.2885997581925999,3.6145096873692424,2.699412330543017,3.0,4.903109445561842,8.367038303926769,23.076366640612296,1.5879221485699824,44,0.4513876575378374,
0.0,0.7756983756695309,10.124156951904297,0.5154424961328227,0.5154424961328227,0.028423288837075233,1437.8315468110447,0.043793018206019683,1.3882793630701746,3.111799989123541,4.4052132762582294,4.0,4.5000793521937155,4.60089553689042,22.60121294566528,4.474778287638671,45,0.5154424961328227,
0.0,1.0532519280444383,19.49578857421875,0.44877878613295663,0.44877878613295663,0.024531487375497818,598.7252164591849,0.014698315427255755,1.4363036057021694,2.1974713645657693,4.7917311717555675,5.0,3.6337749702679387,7.522759118081564,25.691633969421257,0.42485683413798436,46,0.44877878613295663,
0.0,0.8157538080595862,10.389055252075195,0.5670536641624565,0.5670536641624565,0.028632206842303276,1418.048142043364,0.03757907902946794,0.9070073840554774,2.175467888325719,3.7426225939766242,4.0,3.0824752723811963,7.670696594462865,20.00059768398765,2.9386520167129726,47,0.5670536641624565,
0.0,0.8863866199158521,15.499363899230957,0.4928586169404898,0.4928586169404898,0.028633978217840195,2319.252215838167,0.0745891075244998,0.5717387790163824,9.722992193437703,2.4852509220147296,2.0,10.294730972454085,3.0013651656451996,23.59082711055337,1.4429449191120391,48,0.4928586169404898,ood:cond:pp:2319.25 outside [505.725,2097.14]
0.0,0.7905030462834591,10.223203659057617,0.5139013541905786,0.5139013541905786,0.02785174362361431,1279.9911962601027,0.029666442116249254,0.7338262551370293,4.062231351200895,4.340285910885897,4.0,4.796057606337924,4.7383764037308795,23.922606829082575,1.8862315296059555,49,0.5139013541905786,
0.0,0.7295693964739249,11.08621883392334,0.43685886898960324,0.43685886898960324,0.029513580724596977,2429.816807615612,0.057767891910416765,1.133633635272202,4.272765581653585,4.499090453766258,4.0,5.406399216925788,4.125130242309338,25.75072711001249,4.037837589858133,50,0.43685886898960324,ood:cond:pp:2429.82 outside [505.725,2097.14]
0.0,0.7329058432045201,8.131885528564453,0.46707975579580985,0.46707975579580985,0.026366082951426506,1523.4293234555294,0.035809747537898076,0.9482770328317621,5.309494818157809,3.064942369828896,3.0,6.257771850989571,8.085897938682347,26.85921349165106,4.663087798320966,51,0.46707975579580985,
0.0,0.7547675149108677,9.695002555847168,0.5093006630356226,0.5093006630356226,0.0262229535728693,1217.522058390583,0.06305462492527154,1.0536037576432848,11.32187197072157,2.171684188812743,2.0,12.375475728364854,2.4792148201470843,27.230166276876794,0.7074757247557828,52,0.5093006630356226,
0.0,0.7723489795828703,11.303853988647461,0.46345647259561595,0.46345647259561595,0.027637308463454247,2095.242434902675,0.053104252400640595,1.2411295302072678,8.039138807931028,2.4740868878014743,2.0,9.280268338138296,6.9454006125430565,25.50593728881965,0.41125287914653585,53,0.46345647259561595,
0.0,0.7018321670631975,10.294675827026367,0.5449813160988541,0.5449813160988541,0.018167831003665924,2919.634276978957,0.0156507459845033,1.469148934250561,9.760128783475398,2.0060670144240413,2.0,11.22927771772596,3.469379413319176,25.9279348487711,4.483747891266873,54,0.5449813160988541,ood:cond:pp:2919.63 outside [505.725,2097.14]
0.0,0.6952371513967326,9.155851364135742,0.4426704440864353,0.4426704440864353,0.023985106498003006,2874.149660406237,0.0411582513094149,0.6099961775636165,3.4885295311897315,4.668392737563925,5.0,4.098525708753348,9.238677813314737,29.73130635708148,1.39455137953761,55,0.4426704440864353,ood:cond:pp:2874.15 outside [505.725,2097.14]
0.0,0.7283697083362505,8.008355140686035,0.44326694036447445,0.44326694036447445,0.022595848888158798,570.390334404819,0.0501049299822792,1.430089224734673,4.536425252949968,4.4762308877212185,4.0,5.966514477684641,6.083764048201871,29.949821958940436,1.1926960848546426,56,0.44326694036447445,
0.0,0.7192255181892102,7.2752580642700195,0.4301395248415983,0.4301395248415983,0.023636601865291595,778.4877579693596,0.04909565078618806,1.4019927845820674,6.262266958501101,2.9808779593174632,3.0,7.664259743083169,6.480252567592387,29.473031796841894,0.5664394673160439,57,0.4301395248415983,
0.0,0.6356225682294341,8.529269218444824,0.5156150918461595,0.5156150918461595,0.018303783610463142,2870.7732285425604,0.015987862576475022,0.5671633949978805,3.666307910627797,3.5052255647825903,4.0,4.233471305625677,8.730962190309814,25.664847412812524,0.18750696295080027,58,0.5156150918461595,ood:cond:pp:2870.77 outside [505.725,2097.14]
0.0,0.700637968885487,10.81482982635498,0.4426312895460869,0.4426312895460869,0.02357255481183529,1951.0037488735848,0.017542492945724426,0.6885158447398432,3.4621641594501487,5.17206619491473,5.0,4.150680004189992,6.697053622241023,27.450453643190983,0.2454044154449364,59,0.4426312895460869,
0.0,0.7388857416807559,6.5106611251831055,0.46733577042579844,0.46733577042579844,0.027412353083491325,1055.8688569509873,0.0984786031597667,1.4355295076887808,2.9337811841797556,3.9170436972281224,4.0,4.369310691868536,8.997294388044393,26.47453715551854,4.636978078008951,60,0.46733577042579844,
0.0,0.7991227968555202,11.466383934020996,0.4819631640432003,0.4819631640432003,0.028280114755034447,1800.379029536044,0.06346564498376017,1.0111158555186162,8.247689249315908,2.252941393235084,2.0,9.258805104834524,6.507006081410633,25.02461629107968,2.2294470482933626,61,0.4819631640432003,
0.0,0.7195918774001053,8.430723190307617,0.46887959965063575,0.46887959965063575,0.026370873674750328,1087.2907952686314,0.05248561107240578,1.3631455138616824,4.643294212650544,3.692491377391905,4.0,6.006439726512227,2.4616510514916383,26.487409957540546,4.441110137789644,62,0.46887959965063575,
0.0,0.7622838164202036,8.866188049316406,0.509647681947817,0.509647681947817,0.027738718315958977,1643.364492194405,0.04093672884518461,1.024659045029957,3.50737252641788,2.8285889796789525,3.0,4.532031571447837,9.643239812851029,23.23933452719454,3.5218043227630016,63,0.509647681947817,
0.0,0.7497978048055468,10.264716148376465,0.46487688753663853,0.46487688753663853,0.029680103063583374,1728.1570498788205,0.08612187094073738,1.3956242895343594,3.7736850349315465,4.241551336658793,4.0,5.169309324465906,3.2383429093585114,23.915580207222135,1.0872476650979879,64,0.46487688753663853,
0.0,0.7378737664373637,8.838214874267578,0.4346591267728952,0.4346591267728952,0.026801245287060738,1589.7904848181247,0.028752076461565145,0.5964736919310171,3.7445742755247284,4.733028583347242,5.0,4.341047967455745,5.448095363184329,27.153335200463054,0.26265415868391484,65,0.4346591267728952,
0.0,0.8333945436024658,16.6697998046875,0.4440725538059078,0.4440725538059078,0.02653760462999344,2470.5978894993664,0.09237834375030432,0.5535697686692798,1.8883974896986744,4.837698227941646,5.0,2.441967258367954,8.867346640115603,21.077182931955374,0.021715951007560963,66,0.4440725538059078,ood:cond:pp:2470.6 outside [505.725,2097.14]
0.0,0.7135462792519545,7.771937847137451,0.48200371621820126,0.48200371621820126,0.02463865466415882,1069.5503118629247,0.046436917754406434,0.8931892454982416,7.724169033850249,2.176134211169423,2.0,8.61735827934849,9.847443548082968,27.08216010677995,4.744950108150409,67,0.48200371621820126,
0.0,0.7316335105997166,8.524981498718262,0.40667326365321127,0.40667326365321127,0.02628624439239502,1562.8702118650713,0.06963880585905788,0.9068817515072756,9.205451320638172,2.484855898657101,2.0,10.112333072145448,9.640213809588719,29.864879953879615,0.10647492235912603,68,0.40667326365321127,
0.0,0.7449408797891051,12.16535758972168,0.49086290843986247,0.49086290843986247,0.029339781031012535,2496.9443877005215,0.04999348058560043,0.6818666887552529,2.469472970674155,5.74724897225618,6.0,3.1513396594294076,4.3710536677525615,23.27909162432901,4.87383568786988,69,0.49086290843986247,ood:cond:pp:2496.94 outside [505.725,2097.14]
0.0,0.7408505840778499,8.701881408691406,0.45086622787358477,0.45086622787358477,0.028788607567548752,1493.4417437102325,0.0963587459065539,0.5006367229449743,5.889124436301088,2.5361657746611903,3.0,6.389761159246063,6.551552862612794,25.72083634035098,2.557663447397438,70,0.45086622787358477,
0.0,0.7962193068468355,13.534036636352539,0.49413131537642113,0.49413131537642113,0.0287126787006855,2451.0628580067046,0.06489060053840089,0.9818853224696866,5.899963617682391,2.8894864399063556,3.0,6.881848940152078,2.4282675755472107,23.073814396003442,0.7087213069046977,71,0.49413131537642113,ood:cond:pp:2451.06 outside [505.725,2097.14]
0.0,0.7032627723642552,8.971569061279297,0.3748036388592554,0.3748036388592554,0.02836100570857525,2077.9144621195096,0.07867774598985838,1.2863202187216305,3.6570210647680805,5.249919354943655,5.0,4.943341283489711,4.928851125275246,29.6455575427238,2.962668627723677,72,0.3748036388592554,
0.0,0.8165926701056153,17.079265594482422,0.34629262379502557,0.34629262379502557,0.027295947074890137,2532.0224202654745,0.09766444076164106,1.2229762799574713,2.6185546544266165,5.0849921427638485,5.0,3.8415309343840875,8.401826649398073,27.60948132131851,4.643637019568208,73,0.34629262379502557,ood:cond:pp:2532.02 outside [505.725,2097.14]
0.0,0.701471814928819,8.444426536560059,0.43082298715639555,0.43082298715639555,0.02633475326001644,1261.6822995837747,0.058244081774906475,0.8438857699716219,5.274229465262354,4.451951899347149,4.0,6.118115235233976,4.1705962529596246,28.64305719389553,2.297632606250402,74,0.43082298715639555,
0.0,0.6960000956145758,10.720544815063477,0.48523487045078434,0.48523487045078434,0.025507112964987755,2974.9647716809623,0.031202225218144173,1.2780082178713252,4.632765478732457,3.3945119332476072,3.0,5.9107736966037825,6.933342820226069,24.665663910037416,0.5231990965354216,75,0.48523487045078434,ood:cond:pp:2974.96 outside [505.725,2097.14]
0.0,0.8670067451160242,15.617732048034668,0.4422607063613769,0.4422607063613769,0.02980509214103222,2195.1763531152787,0.0949849644581191,0.7436321221615463,11.476130309057009,2.4467538258231505,2.0,12.219762431218555,2.5485433418232484,26.988068204260358,4.8316189913401235,76,0.4422607063613769,ood:cond:pp:2195.18 outside [505.725,2097.14]
0.0,0.8543763767477635,12.044085502624512,0.4647516740880889,0.4647516740880889,0.027144964784383774,796.5158083961467,0.02026741943299154,1.290458809170545,3.1005659190037917,3.578551814192455,4.0,4.391024728174337,9.299263043171772,26.863361955869117,3.8925289641574827,77,0.4647516740880889,
0.0,0.7016459659711946,9.737323760986328,0.4759409735082105,0.4759409735082105,0.025744669139385223,2853.5337234964595,0.0416721575271249,0.6130106862015745,4.685615561014279,2.599272647058941,3.0,5.298626247215854,9.426400062786481,25.322278804434042,1.101697802658304,78,0.4759409735082105,ood:cond:pp:2853.53 outside [505.725,2097.14]
0.0,0.7052504416758045,11.636641502380371,0.5588860237803489,0.5588860237803489,0.02113846316933632,2991.0382984813346,0.018762047751535876,0.6114482229472907,6.6942914632031645,2.7387031003811857,3.0,7.3057396861504555,2.3579213446884975,24.275140403139865,1.7641487120882104,79,0.5588860237803489,ood:cond:pp:2991.04 outside [505.725,2097.14]
0.0,0.6336029060434458,10.012845039367676,0.4600024755912042,0.4600024755912042,0.020812321454286575,2607.532274765331,0.019788816065955925,0.6618128440035392,5.135923513751221,4.493618749392378,4.0,5.7977363577547605,5.051554207065525,28.242499638084567,0.47238119614209484,80,0.4600024755912042,ood:cond:pp:2607.53 outside [505.725,2097.14]
0.0,0.7102715043145891,7.554417610168457,0.45435076495770577,0.45435076495770577,0.023298919200897217,645.1708828332754,0.054586041829432275,0.8544651278171344,4.900206192180838,3.6692207954172034,4.0,5.754671319997972,5.027957517627399,28.04664279761929,1.4623754774528068,81,0.45435076495770577,
0.0,0.8701078772889759,15.422830581665039,0.6212430934846971,0.6212430934846971,0.026199569925665855,2992.745742594704,0.023577684620473494,0.7548192670125028,4.9955974770651785,3.278176954800117,3.0,5.750416744077682,3.3107056699654995,20.561955902198545,3.8234745157955223,82,0.6212430934846971,ood:cond:pp:2992.75 outside [505.725,2097.14]
0.0,0.7587279769518664,33.52745056152344,0.6946535618236179,0.6946535618236179,0.025271685793995857,2537.3122600155766,0.005940766957302257,0.7222909096169147,2.4689117997770405,4.759403132177249,5.0,3.1912027093939552,4.548304973824573,20.50431852079435,2.8504261746941157,83,0.6946535618236179,ood:cond:pp:2537.31 outside [505.725,2097.14]
0.0,0.6937491503769948,8.572869300842285,0.5536246001190896,0.5536246001190896,0.021686837077140808,2961.2199586487563,0.01950760972431124,1.1897571259960424,1.2961837765214443,4.535893447608769,5.0,2.485940902517487,8.893526137693097,21.323230650280532,2.9385967289825214,84,0.5536246001190896,ood:cond:pp:2961.22 outside [505.725,2097.14]
0.0,0.6914875478709479,6.829777240753174,0.45272399862101587,0.45272399862101587,0.024532902985811234,1007.3373381533136,0.06248831909102683,0.6717983130819676,5.746647363102771,3.070883150772051,3.0,6.418445676184739,9.048425326427106,28.303762354981323,0.9339152497191766,85,0.45272399862101587,
0.0,0.7296981813831216,8.153157234191895,0.4299542919066902,0.4299542919066902,0.0270302202552557,1916.1215815908527,0.0617972816746544,0.7842478905116647,4.041182910748184,4.333363218781589,4.0,4.825430801259849,9.347500578507868,28.649223783547264,1.5562506712442403,86,0.4299542919066902,
0.0,0.731424208700037,9.149441719055176,0.47620076565743114,0.47620076565743114,0.027608981356024742,1126.5105174799617,0.08070353311112775,1.3430467404685555,2.1760406300070914,5.22287432255701,5.0,3.519087370475647,6.096136813826431,23.691573666204665,3.272609369531438,87,0.47620076565743114,
0.0,0.7319734640847937,8.317051887512207,0.4349920925244598,0.4349920925244598,0.02726178988814354,1326.5917266202143,0.0332567186234895,1.4402615411822681,2.7525391180254166,5.941873123800034,6.0,4.192800659207685,3.43948131657908,28.59628527182519,2.0770346496635588,88,0.4349920925244598,
0.0,0.7339205311483101,8.875677108764648,0.44876166604710793,0.44876166604710793,0.029751006513834,1693.4526439962533,0.08833633743292274,0.8412203835263957,3.5416229747294268,3.8354657799945224,4.0,4.382843358255823,7.089744659776617,24.621118092799907,3.446148837613449,89,0.44876166604710793,
0.0,0.8323905323903373,13.59111213684082,0.530292733853556,0.530292733853556,0.028909962624311447,2474.969657747033,0.0541522159757687,1.1655588804362567,4.204998893152263,3.284022488643566,3.0,5.370557773588519,4.832797629764973,20.94447095053053,1.6882328393770552,90,0.530292733853556,ood:cond:pp:2474.97 outside [505.725,2097.14]
