bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_main,objective_total,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.6956991075389474,11.581841468811035,0.5511182207623003,0.5511182207623003,0.02231511101126671,2613.4032236978405,0.01858783911753423,1.0577445473656921,5.655157008433588,3.472319766657085,3.0,6.71290155579928,3.7195357084941474,23.858240375891985,2.140822495468042,0,0.5511182207623003,ood:cond:pp:2613.4 outside [505.725,2097.14]
0.0,0.8634354131812828,13.523659706115723,0.5214428457103186,0.5214428457103186,0.030168814584612846,2030.4593406433778,0.07429009780916818,0.5152896565967116,4.1527770468566185,3.016163655170557,3.0,4.66806670345333,6.833166836511441,20.83736694687143,4.988818404614882,1,0.5214428457103186,
0.0,0.7867103753861213,28.88359260559082,0.6907918705070214,0.6907918705070214,0.02654184401035309,2581.656995771844,0.006565195331627712,1.0675398131484446,3.866316712606106,4.437360548180414,4.0,4.933856525754551,2.055412636114146,21.790838739132347,0.8246110676319784,2,0.6907918705070214,ood:cond:pp:2581.66 outside [505.725,2097.14]
0.0,0.7236486963113676,8.641961097717285,0.477091181654656,0.477091181654656,0.027123913168907166,1657.8817493048532,0.05789321806526683,0.9519092238371517,1.6301352578372077,5.679102720433051,6.0,2.5820444816743593,8.51939365495326,24.011660544999415,1.0158077823091538,3,0.477091181654656,
0.0,0.761815211116153,10.174603462219238,0.5010935963907296,0.5010935963907296,0.02969413436949253,1399.4150508216196,0.08645343964792208,0.8488155545829247,1.7915690814542091,5.964262488165591,6.0,2.6403846360371337,6.526150716060495,22.3684585322833,3.2934865252559042,4,0.5010935963907296,
0.0,0.7315391252800467,9.9966402053833,0.42555932017685155,0.42555932017685155,0.02790648117661476,2152.378114709005,0.05282107151738755,0.779092971659151,3.360779340217353,4.519672787338006,5.0,4.139872311876504,5.833526589384837,26.532888148767352,2.7112013854441304,5,0.42555932017685155,ood:cond:pp:2152.38 outside [505.725,2097.14]
0.0,0.7987294137425285,9.647894859313965,0.5467164095976127,0.5467164095976127,0.026856625452637672,808.034443601717,0.09097447585084681,0.5172132603875571,6.16931715094267,3.2430425155748397,3.0,6.686530411330227,3.3709084914166088,23.43049972540729,3.0875736731245498,6,0.5467164095976127,
0.0,0.7144920408176799,9.846990585327148,0.4305789429087889,0.4305789429087889,0.029047612100839615,1879.553502435253,0.07232588739955495,0.9894537339227958,3.1499151836886456,5.365991992433937,5.0,4.139368917611441,4.783605637029907,25.480450225087115,2.5221964539789936,7,0.4305789429087889,
0.0,0.9675750809529141,13.64686107635498,0.6232242139177138,0.6232242139177138,0.026348792016506195,560.7334536078225,0.02507427280779568,0.5836572359774456,6.376136267660048,2.995279163448616,3.0,6.959793503637493,2.052702417481253,22.932082928393733,1.8694362648120162,8,0.6232242139177138,
0.0,0.79012436914561,12.343626976013184,0.45445620098797757,0.45445620098797757,0.029726993292570114,2118.9502136465594,0.08468052867406536,0.9154901010574061,2.314339529287418,4.526673930189853,5.0,3.229829630344824,6.158122776537513,22.307270928261634,0.9946252621709012,9,0.45445620098797757,ood:cond:pp:2118.95 outside [505.725,2097.14]
0.0,0.7032309638957613,7.707672119140625,0.42996717817988156,0.42996717817988156,0.027119750156998634,1633.7623996843372,0.07990255896050324,1.0932773814789916,2.580894400456004,4.797288230171307,5.0,3.6741717819349957,7.841794003164031,26.21265291283901,1.2214445575637711,10,0.42996717817988156,
0.0,0.8827970449883765,12.571455955505371,0.6011275385775211,0.6011275385775211,0.029430843889713287,1607.3658518922393,0.05272894063186174,0.5111123046850858,4.565306812370333,3.1820182363465275,3.0,5.076419117055419,4.874146319113957,20.103403670280215,2.8108370146147275,11,0.6011275385775211,
0.0,0.7349864753088537,15.307232856750488,0.5372995432475998,0.5372995432475998,0.023214703425765038,1874.728117691936,0.011667369192050293,0.7492314950977337,2.100507103541128,5.617143237077062,6.0,2.8497385986388615,5.506108685431379,22.604540277264547,4.3134248076553385,12,0.5372995432475998,
0.0,0.7122750306461372,9.225537300109863,0.43511808961872517,0.43511808961872517,0.028655581176280975,1642.203146348665,0.06354123937041328,1.4038509374768768,4.565944546774669,4.17991020021358,4.0,5.969795484251546,3.2600961894860108,27.139278126492194,4.677538240852698,13,0.43511808961872517,
0.0,0.7438160139563154,9.02653980255127,0.46640010587700764,0.46640010587700764,0.028365375474095345,1549.060287796698,0.06706435660477116,1.3742693156268353,4.118647501909308,2.6245133302384667,3.0,5.492916817536144,8.259683112423044,24.738433565031475,2.762942339041264,14,0.46640010587700764,
0.0,0.7879211670026648,13.628811836242676,0.35715088401958417,0.35715088401958417,0.02658896893262863,2810.8752584855924,0.08172155881792739,0.6339331171426752,4.543811448952614,3.65906350251063,4.0,5.1777445660952885,7.406231972276549,28.117210236657705,0.8036035711619183,15,0.35715088401958417,ood:cond:pp:2810.88 outside [505.725,2097.14]
0.0,0.7535473960798522,11.1531982421875,0.45895240611751353,0.45895240611751353,0.028742769733071327,2254.7068149170914,0.053238455421083165,0.577758051776523,4.134270383087946,4.077828456303036,4.0,4.712028434864469,5.590416798420411,24.438530537878286,1.3377450446707022,16,0.45895240611751353,ood:cond:pp:2254.71 outside [505.725,2097.14]
0.0,0.7054045693495067,7.719311237335205,0.43429266732758937,0.43429266732758937,0.026506148278713226,1416.5883777412562,0.07675767182701264,0.8422851877813836,3.139178460671022,5.435361299687102,5.0,3.9814636484524057,7.616501704562703,27.52381994682473,2.0132586959468766,17,0.43429266732758937,
0.0,2.3040425061053655,155.86285400390625,3.094956056805693,3.094956056805693,0.06440269201993942,936.5113284014776,0.003941291758652748,0.9070434118548033,3.0813133549751344,3.8627255791258985,4.0,3.988356766829938,5.080619542686258,21.03404661000601,0.21713111213104042,18,3.094956056805693,
0.0,0.6823861526447307,9.295509338378906,0.4332129202102135,0.4332129202102135,0.025420386344194412,2694.5785692470004,0.040841481463527333,1.367606287546253,3.0414234714790744,5.331753762829605,5.0,4.409029759025327,6.597190437113348,28.642339232239983,4.759205138805668,19,0.4332129202102135,ood:cond:pp:2694.58 outside [505.725,2097.14]
0.0,1.2483686970747556,79.82058715820312,0.27419760525694276,0.27419760525694276,0.0582105778157711,2094.677985067169,0.0032763827794618982,1.1409726957353605,2.675417257551363,3.9733448188374165,4.0,3.8163899532867234,8.325736679529925,23.59129649267682,3.4672351654188684,20,0.27419760525694276,
0.0,0.8667519545914706,12.062602996826172,0.5866114913985868,0.5866114913985868,0.029151784256100655,1416.3213764509114,0.05953901528925548,0.9516839380421973,4.406809621768524,2.8429949669128614,3.0,5.3584935598107215,4.5624869909999335,20.637967670432097,3.1183724003138775,21,0.5866114913985868,
0.0,0.7609991795649408,13.76836109161377,0.4590453060389585,0.4590453060389585,0.027965037152171135,2731.077136741787,0.06064915978236229,0.6700738619451149,4.2689803857013455,4.152395295893022,4.0,4.93905424764646,4.079012160413454,23.835229150999297,0.01260528261679661,22,0.4590453060389585,ood:cond:pp:2731.08 outside [505.725,2097.14]
0.0,0.6974426092014112,12.306078910827637,0.4405262606971167,0.4405262606971167,0.026539498940110207,2897.584780205153,0.05362591052792424,1.0715117886728078,11.812377585821435,2.378842169566693,2.0,12.883889374494244,3.0541790461828704,28.821957795171357,4.229524357229268,23,0.4405262606971167,ood:cond:pp:2897.58 outside [505.725,2097.14]
0.0,0.7607940846895394,11.578714370727539,0.4678487583983062,0.4678487583983062,0.028959129005670547,2185.8494160711266,0.07027735739272253,1.4315138008962505,1.5029584097495645,4.7053346789442205,5.0,2.934472210645815,6.812073291551793,21.48443434478087,1.1473361060843679,24,0.4678487583983062,ood:cond:pp:2185.85 outside [505.725,2097.14]
0.0,1.2041765908388402,53.020721435546875,0.267901278032965,0.267901278032965,0.03534769266843796,1052.198358593611,0.007229036286195673,0.9137706043065142,7.567711187152256,2.183843836293375,2.0,8.481481791458771,9.266730742283077,26.22969432520062,1.6677001859714802,25,0.267901278032965,
0.0,0.7504282914657475,10.24236011505127,0.4864028276966259,0.4864028276966259,0.028650570660829544,1165.60652496584,0.0743776014134137,1.3983429430491892,2.2316952514291932,5.979340832408462,6.0,3.630038194478382,2.6725143847260178,24.45274355159631,4.865806656294481,26,0.4864028276966259,
0.0,0.7233210826366347,8.960770606994629,0.4586906697191651,0.4586906697191651,0.028249064460396767,1970.0884087869122,0.08051717836028333,0.8851032335263366,1.70816393475502,5.499396971152436,5.0,2.5932671682813564,9.7184152261065,22.684751067513282,1.6692954196913363,27,0.4586906697191651,
0.0,0.6985836804449544,7.453195095062256,0.4168838172859576,0.4168838172859576,0.0279235877096653,1549.5837479963316,0.09619628381130624,0.5671021193070725,4.699233230436254,4.427409239473931,4.0,5.2663353497433265,6.602366653092464,27.66770805206577,0.3950896489784933,28,0.4168838172859576,
0.0,0.7010938370163542,7.965184211730957,0.44638473371204,0.44638473371204,0.025688234716653824,902.3065980674128,0.07960451267572244,1.4452980968770945,3.8001483574915826,4.157404560509704,4.0,5.245446454368677,6.120245379950524,27.102031197425234,0.9968030665206395,29,0.44638473371204,
0.0,0.6989658997517698,39.2879524230957,0.6219823483030276,0.6219823483030276,0.028968483209609985,2569.069838234488,0.0054006705563036245,1.129112672510865,2.9869452145196504,5.3682268329057585,5.0,4.116057887030515,3.0252786464471315,23.605568081599706,1.3673360082333512,30,0.6219823483030276,ood:cond:pp:2569.07 outside [505.725,2097.14]
0.0,0.6962348284784203,11.372967720031738,0.5398730709008549,0.5398730709008549,0.023922400549054146,2442.47074830455,0.02032761044410081,0.8993176973675244,4.461287403778708,4.333446869858106,4.0,5.360605101146232,2.31170598686297,23.754126391447898,0.8802344167933457,31,0.5398730709008549,ood:cond:pp:2442.47 outside [505.725,2097.14]
0.0,0.8917440182918004,14.681742668151855,0.6600928101073923,0.6600928101073923,0.027065254747867584,1174.1893625063803,0.019467579995322424,0.8900601334223975,8.208515709583851,2.1587493300144085,2.0,9.098575843006248,3.9592440494509606,22.156395735463455,3.3916876168759864,32,0.6600928101073923,
0.0,0.7485767658281756,10.708189010620117,0.45876721341291776,0.45876721341291776,0.028425736352801323,2222.221361384709,0.042669117657580066,0.6069117936361603,4.146126665179817,4.112451660789869,4.0,4.753038458815977,6.160988113125087,25.173141948388995,1.8979285139326922,33,0.45876721341291776,ood:cond:pp:2222.22 outside [505.725,2097.14]
0.0,1.6380178951044317,103.31336975097656,1.0605805092130942,1.0605805092130942,0.05303911864757538,1178.3324278795026,0.004806158688145246,0.6299730027040958,5.452673847935812,2.5611649250358663,3.0,6.082646850639908,4.46846847158457,22.716409023504298,2.1561944534245048,34,1.0605805092130942,
0.0,0.8253533584530822,14.706814765930176,0.360370609345995,0.360370609345995,0.02631363831460476,2662.3242788134276,0.09201340612327723,0.890451606464185,3.4208879831609016,4.261492526392997,4.0,4.311339589625087,9.496790966351108,26.742149324851457,0.2383829266587345,35,0.360370609345995,ood:cond:pp:2662.32 outside [505.725,2097.14]
0.0,0.717185304258557,9.505584716796875,0.43294214149707916,0.43294214149707916,0.02882511541247368,1563.8360254583322,0.07780703777558909,0.8948151918601872,3.102278182235633,5.7508511843142145,6.0,3.99709337409582,3.7784293368622626,27.760989581437183,3.344356870486405,36,0.43294214149707916,
0.0,0.7360489606882488,9.716443061828613,0.4944519350966693,0.4944519350966693,0.027693476527929306,2173.0373887361648,0.03464725079261953,0.8089784782003888,3.233396757615829,3.7165323569381687,4.0,4.042375235816218,7.529439837939198,23.69894078120407,4.790914802165835,37,0.4944519350966693,ood:cond:pp:2173.04 outside [505.725,2097.14]
0.0,0.8083083284403648,11.078527450561523,0.5338218681161915,0.5338218681161915,0.029888208955526352,1985.1213064929766,0.04545995951097923,1.1334826034623469,3.4891424812865965,2.5185062440360753,3.0,4.622625084748943,7.618456804847905,21.486332059094735,4.099038287945879,38,0.5338218681161915,
0.0,0.7050201694118009,7.44502592086792,0.46292023069630317,0.46292023069630317,0.023938996717333794,636.6097377269323,0.06795931390020961,1.2567086070913378,6.950298194233842,2.8023060579560104,3.0,8.20700680132518,2.9559622380203434,27.576982641995883,1.448389421685254,39,0.46292023069630317,
0.0,0.7433971646132133,9.485942840576172,0.47792789158585935,0.47792789158585935,0.027630515396595,1760.1285774956282,0.03529156151330269,0.663596001271544,2.7128678650977656,5.803848213692808,6.0,3.3764638663693094,4.49444841575858,24.753231613974435,1.829336737651281,40,0.47792789158585935,
