bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_density_floor_penalty,objective_density_ratio,objective_main,objective_total,objective_uniformity,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.7032309638957613,7.707672119140625,2.492443538765108,0.7007556461234892,0.5561229327869865,3.0485664715520944,0.42996717817988156,0.027119750156998634,1633.7623996843372,0.07990255896050324,1.0932773814789916,2.580894400456004,4.797288230171307,5.0,3.6741717819349957,7.841794003164031,26.21265291283901,1.2214445575637711,10,3.0485664715520944,
0.0,0.8827970449883765,12.571455955505371,4.590084631839796,0.49099153681602037,0.983479892675262,5.573564524515057,0.6011275385775211,0.029430843889713287,1607.3658518922393,0.05272894063186174,0.5111123046850858,4.565306812370333,3.1820182363465275,3.0,5.076419117055419,4.874146319113957,20.103403670280215,2.8108370146147275,11,5.573564524515057,
0.0,0.7349864753088537,15.307232856750488,8.811915471004156,0.06880845289958451,6.756599519835353,15.568514990839509,0.5372995432475998,0.023214703425765038,1874.728117691936,0.011667369192050293,0.7492314950977337,2.100507103541128,5.617143237077062,6.0,2.8497385986388615,5.506108685431379,22.604540277264547,4.3134248076553385,12,15.568514990839509,
0.0,0.7122750306461372,9.225537300109863,4.3501763454790545,0.5149823654520945,0.762922647039452,5.113098992518506,0.43511808961872517,0.028655581176280975,1642.203146348665,0.06354123937041328,1.4038509374768768,4.565944546774669,4.17991020021358,4.0,5.969795484251546,3.2600961894860108,27.139278126492194,4.677538240852698,13,5.113098992518506,
0.0,0.7438160139563154,9.02653980255127,3.9475385584059772,0.5552461441594022,0.7321440437694191,4.679682602175396,0.46640010587700764,0.028365375474095345,1549.060287796698,0.06706435660477116,1.3742693156268353,4.118647501909308,2.6245133302384667,3.0,5.492916817536144,8.259683112423044,24.738433565031475,2.762942339041264,14,4.679682602175396,
0.0,0.7879211670026648,13.628811836242676,0.0,0.9860693715865445,0.3567695171000217,0.3567695171000217,0.35715088401958417,0.02658896893262863,2810.8752584855924,0.08172155881792739,0.6339331171426752,4.543811448952614,3.65906350251063,4.0,5.1777445660952885,7.406231972276549,28.117210236657705,0.8036035711619183,15,0.3567695171000217,ood:cond:pp:2810.88 outside [505.725,2097.14]
0.0,0.7535473960798522,11.1531982421875,3.3293823427107307,0.6170617657289269,0.6645592894776634,3.993941632188394,0.45895240611751353,0.028742769733071327,2254.7068149170914,0.053238455421083165,0.577758051776523,4.134270383087946,4.077828456303036,4.0,4.712028434864469,5.590416798420411,24.438530537878286,1.3377450446707022,16,3.993941632188394,ood:cond:pp:2254.71 outside [505.725,2097.14]
0.0,0.7054045693495067,7.719311237335205,3.712790092592205,0.5787209907407794,0.6730332237413459,4.385823316333551,0.43429266732758937,0.026506148278713226,1416.5883777412562,0.07675767182701264,0.8422851877813836,3.139178460671022,5.435361299687102,5.0,3.9814636484524057,7.616501704562703,27.52381994682473,2.0132586959468766,17,4.385823316333551,
0.0,2.3040425061053655,155.86285400390625,9.49866883604362,0.00013311639563787998,2182.5709889486493,2192.069657784693,3.094956056805693,0.06440269201993942,936.5113284014776,0.003941291758652748,0.9070434118548033,3.0813133549751344,3.8627255791258985,4.0,3.988356766829938,5.080619542686258,21.03404661000601,0.21713111213104042,18,2192.069657784693,
0.0,0.6823861526447307,9.295509338378906,4.668644198468535,0.48313558015314645,0.804184594801275,5.4728287932698105,0.4332129202102135,0.025420386344194412,2694.5785692470004,0.040841481463527333,1.367606287546253,3.0414234714790744,5.331753762829605,5.0,4.409029759025327,6.597190437113348,28.642339232239983,4.759205138805668,19,5.4728287932698105,ood:cond:pp:2694.58 outside [505.725,2097.14]
0.0,1.2483686970747556,79.82058715820312,9.462820934547642,0.0037179065452356917,66.10721187493156,75.5700328094792,0.27419760525694276,0.0582105778157711,2094.677985067169,0.0032763827794618982,1.1409726957353605,2.675417257551363,3.9733448188374165,4.0,3.8163899532867234,8.325736679529925,23.59129649267682,3.4672351654188684,20,75.5700328094792,
0.0,0.8667519545914706,12.062602996826172,4.528691913202082,0.4971308086797917,0.958326239048086,5.487018152250168,0.5866114913985868,0.029151784256100655,1416.3213764509114,0.05953901528925548,0.9516839380421973,4.406809621768524,2.8429949669128614,3.0,5.3584935598107215,4.5624869909999335,20.637967670432097,3.1183724003138775,21,5.487018152250168,
0.0,0.7609991795649408,13.76836109161377,1.466163096098495,0.8033836903901505,0.5174163087523826,1.9835794048508777,0.4590453060389585,0.027965037152171135,2731.077136741787,0.06064915978236229,0.6700738619451149,4.2689803857013455,4.152395295893022,4.0,4.93905424764646,4.079012160413454,23.835229150999297,0.01260528261679661,22,1.9835794048508777,ood:cond:pp:2731.08 outside [505.725,2097.14]
0.0,0.6974426092014112,12.306078910827637,2.6939375920539064,0.6806062407946093,0.5829958575310675,3.276933449584974,0.4405262606971167,0.026539498940110207,2897.584780205153,0.05362591052792424,1.0715117886728078,11.812377585821435,2.378842169566693,2.0,12.883889374494244,3.0541790461828704,28.821957795171357,4.229524357229268,23,3.276933449584974,ood:cond:pp:2897.58 outside [505.725,2097.14]
0.0,0.7607940846895394,11.578714370727539,1.617318054938185,0.7882681945061815,0.5232388170695952,2.14055687200778,0.4678487583983062,0.028959129005670547,2185.8494160711266,0.07027735739272253,1.4315138008962505,1.5029584097495645,4.7053346789442205,5.0,2.934472210645815,6.812073291551793,21.48443434478087,1.1473361060843679,24,2.14055687200778,ood:cond:pp:2185.85 outside [505.725,2097.14]
0.0,1.2041765908388402,53.020721435546875,9.468675885753028,0.0031324114246972486,81.09225000133922,90.56092588709225,0.267901278032965,0.03534769266843796,1052.198358593611,0.007229036286195673,0.9137706043065142,7.567711187152256,2.183843836293375,2.0,8.481481791458771,9.266730742283077,26.22969432520062,1.6677001859714802,25,90.56092588709225,
0.0,0.7504282914657475,10.24236011505127,4.7032377141169555,0.47967622858830444,0.8898427948369783,5.593080508953934,0.4864028276966259,0.028650570660829544,1165.60652496584,0.0743776014134137,1.3983429430491892,2.2316952514291932,5.979340832408462,6.0,3.630038194478382,2.6725143847260178,24.45274355159631,4.865806656294481,26,5.593080508953934,
0.0,0.7233210826366347,8.960770606994629,1.3980014086398285,0.8101998591360171,0.495034049881172,1.8930354585210005,0.4586906697191651,0.028249064460396767,1970.0884087869122,0.08051717836028333,0.8851032335263366,1.70816393475502,5.499396971152436,5.0,2.5932671682813564,9.7184152261065,22.684751067513282,1.6692954196913363,27,1.8930354585210005,
0.0,0.6985836804449544,7.453195095062256,1.2776756102371256,0.8222324389762874,0.469094126451474,1.7467697366885997,0.4168838172859576,0.0279235877096653,1549.5837479963316,0.09619628381130624,0.5671021193070725,4.699233230436254,4.427409239473931,4.0,5.2663353497433265,6.602366653092464,27.66770805206577,0.3950896489784933,28,1.7467697366885997,
0.0,0.7010938370163542,7.965184211730957,5.239287936784985,0.4260712063215016,0.916550270946039,6.155838207731024,0.44638473371204,0.025688234716653824,902.3065980674128,0.07960451267572244,1.4452980968770945,3.8001483574915826,4.157404560509704,4.0,5.245446454368677,6.120245379950524,27.102031197425234,0.9968030665206395,29,6.155838207731024,
0.0,0.6989658997517698,39.2879524230957,9.103429587801878,0.039657041219812214,11.164774635113739,20.268204222915617,0.6219823483030276,0.028968483209609985,2569.069838234488,0.0054006705563036245,1.129112672510865,2.9869452145196504,5.3682268329057585,5.0,4.116057887030515,3.0252786464471315,23.605568081599706,1.3673360082333512,30,20.268204222915617,ood:cond:pp:2569.07 outside [505.725,2097.14]
0.0,0.6962348284784203,11.372967720031738,6.615809430804274,0.28841905691957254,1.5926129753344702,8.208422406138745,0.5398730709008549,0.023922400549054146,2442.47074830455,0.02032761044410081,0.8993176973675244,4.461287403778708,4.333446869858106,4.0,5.360605101146232,2.31170598686297,23.754126391447898,0.8802344167933457,31,8.208422406138745,ood:cond:pp:2442.47 outside [505.725,2097.14]
0.0,0.8917440182918004,14.681742668151855,8.493693124734401,0.10063068752655982,5.017627909482321,13.51132103421672,0.6600928101073923,0.027065254747867584,1174.1893625063803,0.019467579995322424,0.8900601334223975,8.208515709583851,2.1587493300144085,2.0,9.098575843006248,3.9592440494509606,22.156395735463455,3.3916876168759864,32,13.51132103421672,
0.0,0.7485767658281756,10.708189010620117,4.633137150154434,0.48668628498455657,0.8315961101304565,5.464733260284891,0.45876721341291776,0.028425736352801323,2222.221361384709,0.042669117657580066,0.6069117936361603,4.146126665179817,4.112451660789869,4.0,4.753038458815977,6.160988113125087,25.173141948388995,1.8979285139326922,33,5.464733260284891,ood:cond:pp:2222.22 outside [505.725,2097.14]
0.0,1.6380178951044317,103.31336975097656,9.492350818592177,0.0007649181407821871,486.6839824283949,496.1763332469871,1.0605805092130942,0.05303911864757538,1178.3324278795026,0.004806158688145246,0.6299730027040958,5.452673847935812,2.5611649250358663,3.0,6.082646850639908,4.46846847158457,22.716409023504298,2.1561944534245048,34,496.1763332469871,
0.0,0.8253533584530822,14.706814765930176,0.0,1.0609936507265931,0.33003806153906956,0.33003806153906956,0.360370609345995,0.02631363831460476,2662.3242788134276,0.09201340612327723,0.890451606464185,3.4208879831609016,4.261492526392997,4.0,4.311339589625087,9.496790966351108,26.742149324851457,0.2383829266587345,35,0.33003806153906956,ood:cond:pp:2662.32 outside [505.725,2097.14]
0.0,0.717185304258557,9.505584716796875,3.228366352814299,0.62716336471857,0.6345829819405525,3.8629493347548514,0.43294214149707916,0.02882511541247368,1563.8360254583322,0.07780703777558909,0.8948151918601872,3.102278182235633,5.7508511843142145,6.0,3.99709337409582,3.7784293368622626,27.760989581437183,3.344356870486405,36,3.8629493347548514,
0.0,0.7360489606882488,9.716443061828613,5.868139928537948,0.36318600714620525,1.1465301844290319,7.01467011296698,0.4944519350966693,0.027693476527929306,2173.0373887361648,0.03464725079261953,0.8089784782003888,3.233396757615829,3.7165323569381687,4.0,4.042375235816218,7.529439837939198,23.69894078120407,4.790914802165835,37,7.01467011296698,ood:cond:pp:2173.04 outside [505.725,2097.14]
0.0,0.8083083284403648,11.078527450561523,4.861687411258254,0.46383125887417453,0.9580222272828881,5.819709638541142,0.5338218681161915,0.029888208955526352,1985.1213064929766,0.04545995951097923,1.1334826034623469,3.4891424812865965,2.5185062440360753,3.0,4.622625084748943,7.618456804847905,21.486332059094735,4.099038287945879,38,5.819709638541142,
0.0,0.7050201694118009,7.44502592086792,6.747238275998773,0.27527617240012264,1.4748759362852075,8.22211421228398,0.46292023069630317,0.023938996717333794,636.6097377269323,0.06795931390020961,1.2567086070913378,6.950298194233842,2.8023060579560104,3.0,8.20700680132518,2.9559622380203434,27.576982641995883,1.448389421685254,39,8.22211421228398,
0.0,0.7433971646132133,9.485942840576172,6.18692299045342,0.331307700954658,1.2712590408566862,7.4581820313101055,0.47792789158585935,0.027630515396595,1760.1285774956282,0.03529156151330269,0.663596001271544,2.7128678650977656,5.803848213692808,6.0,3.3764638663693094,4.49444841575858,24.753231613974435,1.829336737651281,40,7.4581820313101055,
0.0,0.9061145268327517,18.42714500427246,0.12814859806488665,0.9371851401935113,0.44983523433759215,0.5779838324024789,0.4788692885280084,0.02810458093881607,2554.1025120172717,0.08148244510557992,1.367876424163315,2.998441075876203,3.158626634542442,3.0,4.366317500039518,7.01216925293279,20.111121753051343,1.3898870384759843,41,0.5779838324024789,ood:cond:pp:2554.1 outside [505.725,2097.14]
0.0,0.7513969858945753,8.653064727783203,6.306257378481963,0.3193742621518037,1.2887363363366002,7.594993714818563,0.5022948904444519,0.0279223695397377,1804.342115234564,0.03523088457569867,1.4867155301720882,1.0790943716361876,4.6325393840271945,5.0,2.565809901808276,9.378610500118508,22.207660009159888,3.170424509221734,42,7.594993714818563,
0.0,0.6930972686732726,8.732635498046875,4.32772224875929,0.5172277751240709,0.7389734146124153,5.066695663371705,0.413026054083541,0.026824453845620155,1449.784316481463,0.06807979566764327,1.244202103848378,3.668534713790901,4.876877916676373,5.0,4.912736817639279,4.200329305637208,28.7640133938336,1.8867675719522619,43,5.066695663371705,
0.0,0.7830911867025607,10.521374702453613,0.23089076165517475,0.9269109238344825,0.43656150236052343,0.6674522640156981,0.4513876575378374,0.029432281851768494,1959.7538630896597,0.09426405979105104,1.2885997581925999,3.6145096873692424,2.699412330543017,3.0,4.903109445561842,8.367038303926769,23.076366640612296,1.5879221485699824,44,0.6674522640156981,
0.0,0.7756983756695309,10.124156951904297,6.156777446954984,0.3343222553045016,1.3235636180749453,7.480341065029929,0.5154424961328227,0.028423288837075233,1437.8315468110447,0.043793018206019683,1.3882793630701746,3.111799989123541,4.4052132762582294,4.0,4.5000793521937155,4.60089553689042,22.60121294566528,4.474778287638671,45,7.480341065029929,
0.0,1.0532519280444383,19.49578857421875,9.301431788206946,0.01985682117930531,20.952317127069836,30.25374891527678,0.44877878613295663,0.024531487375497818,598.7252164591849,0.014698315427255755,1.4363036057021694,2.1974713645657693,4.7917311717555675,5.0,3.6337749702679387,7.522759118081564,25.691633969421257,0.42485683413798436,46,30.25374891527678,
0.0,0.8157538080595862,10.389055252075195,6.463899493570388,0.3036100506429612,1.5208307859334356,7.9847302795038235,0.5670536641624565,0.028632206842303276,1418.048142043364,0.03757907902946794,0.9070073840554774,2.175467888325719,3.7426225939766242,4.0,3.0824752723811963,7.670696594462865,20.00059768398765,2.9386520167129726,47,7.9847302795038235,
0.0,0.8863866199158521,15.499363899230957,1.1131549499171856,0.8386845050082814,0.5175745774371238,1.6307295273543092,0.4928586169404898,0.028633978217840195,2319.252215838167,0.0745891075244998,0.5717387790163824,9.722992193437703,2.4852509220147296,2.0,10.294730972454085,3.0013651656451996,23.59082711055337,1.4429449191120391,48,1.6307295273543092,ood:cond:pp:2319.25 outside [505.725,2097.14]
0.0,0.7905030462834591,10.223203659057617,7.525851614711052,0.19741483852889477,2.268106769299561,9.793958384010613,0.5139013541905786,0.02785174362361431,1279.9911962601027,0.029666442116249254,0.7338262551370293,4.062231351200895,4.340285910885897,4.0,4.796057606337924,4.7383764037308795,23.922606829082575,1.8862315296059555,49,9.793958384010613,
0.0,0.7295693964739249,11.08621883392334,3.0567186265474433,0.6443281373452556,0.614758658834093,3.6714772853815365,0.43685886898960324,0.029513580724596977,2429.816807615612,0.057767891910416765,1.133633635272202,4.272765581653585,4.499090453766258,4.0,5.406399216925788,4.125130242309338,25.75072711001249,4.037837589858133,50,3.6714772853815365,ood:cond:pp:2429.82 outside [505.725,2097.14]
0.0,0.7329058432045201,8.131885528564453,7.024808879138924,0.24751911208610758,1.6157418515053967,8.640550730644321,0.46707975579580985,0.026366082951426506,1523.4293234555294,0.035809747537898076,0.9482770328317621,5.309494818157809,3.064942369828896,3.0,6.257771850989571,8.085897938682347,26.85921349165106,4.663087798320966,51,8.640550730644321,
0.0,0.7547675149108677,9.695002555847168,4.698681224953481,0.48013187750465186,0.9087300109219247,5.607411235875406,0.5093006630356226,0.0262229535728693,1217.522058390583,0.06305462492527154,1.0536037576432848,11.32187197072157,2.171684188812743,2.0,12.375475728364854,2.4792148201470843,27.230166276876794,0.7074757247557828,52,5.607411235875406,
0.0,0.7723489795828703,11.303853988647461,3.481183697548642,0.6018816302451357,0.7055359314649221,4.186719629013564,0.46345647259561595,0.027637308463454247,2095.242434902675,0.053104252400640595,1.2411295302072678,8.039138807931028,2.4740868878014743,2.0,9.280268338138296,6.9454006125430565,25.50593728881965,0.41125287914653585,53,4.186719629013564,
0.0,0.7018321670631975,10.294675827026367,7.102115860946505,0.23978841390534938,1.883877652716305,8.985993513662809,0.5449813160988541,0.018167831003665924,2919.634276978957,0.0156507459845033,1.469148934250561,9.760128783475398,2.0060670144240413,2.0,11.22927771772596,3.469379413319176,25.9279348487711,4.483747891266873,54,8.985993513662809,ood:cond:pp:2919.63 outside [505.725,2097.14]
0.0,0.6952371513967326,9.155851364135742,3.8962894031837414,0.5603710596816258,0.7070483667203779,4.603337769904119,0.4426704440864353,0.023985106498003006,2874.149660406237,0.0411582513094149,0.6099961775636165,3.4885295311897315,4.668392737563925,5.0,4.098525708753348,9.238677813314737,29.73130635708148,1.39455137953761,55,4.603337769904119,ood:cond:pp:2874.15 outside [505.725,2097.14]
0.0,0.7283697083362505,8.008355140686035,8.117225373393284,0.13827746266067154,2.8183890820216644,10.935614455414948,0.44326694036447445,0.022595848888158798,570.390334404819,0.0501049299822792,1.430089224734673,4.536425252949968,4.4762308877212185,4.0,5.966514477684641,6.083764048201871,29.949821958940436,1.1926960848546426,56,10.935614455414948,
0.0,0.7192255181892102,7.2752580642700195,7.547289283649986,0.19527107163500138,1.9740595507584335,9.52134883440842,0.4301395248415983,0.023636601865291595,778.4877579693596,0.04909565078618806,1.4019927845820674,6.262266958501101,2.9808779593174632,3.0,7.664259743083169,6.480252567592387,29.473031796841894,0.5664394673160439,57,9.52134883440842,
0.0,0.6356225682294341,8.529269218444824,6.732507820912213,0.27674921790877866,1.5437737066212804,8.276281527533493,0.5156150918461595,0.018303783610463142,2870.7732285425604,0.015987862576475022,0.5671633949978805,3.666307910627797,3.5052255647825903,4.0,4.233471305625677,8.730962190309814,25.664847412812524,0.18750696295080027,58,8.276281527533493,ood:cond:pp:2870.77 outside [505.725,2097.14]
0.0,0.700637968885487,10.81482982635498,8.049111372602148,0.1450888627397851,2.710571246193036,10.759682618795184,0.4426312895460869,0.02357255481183529,1951.0037488735848,0.017542492945724426,0.6885158447398432,3.4621641594501487,5.17206619491473,5.0,4.150680004189992,6.697053622241023,27.450453643190983,0.2454044154449364,59,10.759682618795184,
0.0,0.7388857416807559,6.5106611251831055,3.907073693278418,0.5592926306721582,0.702629250845917,4.609702944124335,0.46733577042579844,0.027412353083491325,1055.8688569509873,0.0984786031597667,1.4355295076887808,2.9337811841797556,3.9170436972281224,4.0,4.369310691868536,8.997294388044393,26.47453715551854,4.636978078008951,60,4.609702944124335,
0.0,0.7991227968555202,11.466383934020996,3.350652150297897,0.6149347849702103,0.7064608015460501,4.057112951843947,0.4819631640432003,0.028280114755034447,1800.379029536044,0.06346564498376017,1.0111158555186162,8.247689249315908,2.252941393235084,2.0,9.258805104834524,6.507006081410633,25.02461629107968,2.2294470482933626,61,4.057112951843947,
0.0,0.7195918774001053,8.430723190307617,6.547207127837778,0.29527928721622215,1.396120477544385,7.943327605382163,0.46887959965063575,0.026370873674750328,1087.2907952686314,0.05248561107240578,1.3631455138616824,4.643294212650544,3.692491377391905,4.0,6.006439726512227,2.4616510514916383,26.487409957540546,4.441110137789644,62,7.943327605382163,
0.0,0.7622838164202036,8.866188049316406,6.072530435183713,0.3427469564816287,1.2316706096921637,7.304201044875876,0.509647681947817,0.027738718315958977,1643.364492194405,0.04093672884518461,1.024659045029957,3.50737252641788,2.8285889796789525,3.0,4.532031571447837,9.643239812851029,23.23933452719454,3.5218043227630016,63,7.304201044875876,
0.0,0.7497978048055468,10.264716148376465,1.4032118927764892,0.809678810722351,0.518133966929673,1.9213458597061621,0.46487688753663853,0.029680103063583374,1728.1570498788205,0.08612187094073738,1.3956242895343594,3.7736850349315465,4.241551336658793,4.0,5.169309324465906,3.2383429093585114,23.915580207222135,1.0872476650979879,64,1.9213458597061621,
0.0,0.7378737664373637,8.838214874267578,7.238770383284585,0.22612296167154142,1.7185333911439185,8.957303774428503,0.4346591267728952,0.026801245287060738,1589.7904848181247,0.028752076461565145,0.5964736919310171,3.7445742755247284,4.733028583347242,5.0,4.341047967455745,5.448095363184329,27.153335200463054,0.26265415868391484,65,8.957303774428503,
0.0,0.8333945436024658,16.6697998046875,0.0,1.0474795819324016,0.38235612035210415,0.38235612035210415,0.4440725538059078,0.02653760462999344,2470.5978894993664,0.09237834375030432,0.5535697686692798,1.8883974896986744,4.837698227941646,5.0,2.441967258367954,8.867346640115603,21.077182931955374,0.021715951007560963,66,0.38235612035210415,ood:cond:pp:2470.6 outside [505.725,2097.14]
0.0,0.7135462792519545,7.771937847137451,7.063966643571734,0.24360333564282652,1.6968112125851893,8.760777856156924,0.48200371621820126,0.02463865466415882,1069.5503118629247,0.046436917754406434,0.8931892454982416,7.724169033850249,2.176134211169423,2.0,8.61735827934849,9.847443548082968,27.08216010677995,4.744950108150409,67,8.760777856156924,
0.0,0.7316335105997166,8.524981498718262,3.43161660486866,0.6068383395131339,0.6432419620256945,4.074858566894354,0.40667326365321127,0.02628624439239502,1562.8702118650713,0.06963880585905788,0.9068817515072756,9.205451320638172,2.484855898657101,2.0,10.112333072145448,9.640213809588719,29.864879953879615,0.10647492235912603,68,4.074858566894354,
0.0,0.7449408797891051,12.16535758972168,3.504545874103421,0.5995454125896579,0.7076704303410323,4.212216304444453,0.49086290843986247,0.029339781031012535,2496.9443877005215,0.04999348058560043,0.6818666887552529,2.469472970674155,5.74724897225618,6.0,3.1513396594294076,4.3710536677525615,23.27909162432901,4.87383568786988,69,4.212216304444453,ood:cond:pp:2496.94 outside [505.725,2097.14]
0.0,0.7408505840778499,8.701881408691406,1.5914177530876317,0.7908582246912368,0.512801458885097,2.1042192119727288,0.45086622787358477,0.028788607567548752,1493.4417437102325,0.0963587459065539,0.5006367229449743,5.889124436301088,2.5361657746611903,3.0,6.389761159246063,6.551552862612794,25.72083634035098,2.557663447397438,70,2.1042192119727288,
0.0,0.7962193068468355,13.534036636352539,1.6591061786178674,0.7840893821382132,0.5549628078935167,2.214068986511384,0.49413131537642113,0.0287126787006855,2451.0628580067046,0.06489060053840089,0.9818853224696866,5.899963617682391,2.8894864399063556,3.0,6.881848940152078,2.4282675755472107,23.073814396003442,0.7087213069046977,71,2.214068986511384,ood:cond:pp:2451.06 outside [505.725,2097.14]
0.0,0.7032627723642552,8.971569061279297,1.8595681025945854,0.7640431897405414,0.4762936357026326,2.335861738297218,0.3748036388592554,0.02836100570857525,2077.9144621195096,0.07867774598985838,1.2863202187216305,3.6570210647680805,5.249919354943655,5.0,4.943341283489711,4.928851125275246,29.6455575427238,2.962668627723677,72,2.335861738297218,
0.0,0.8165926701056153,17.079265594482422,0.0,0.9919372135479918,0.34662092398967426,0.34662092398967426,0.34629262379502557,0.027295947074890137,2532.0224202654745,0.09766444076164106,1.2229762799574713,2.6185546544266165,5.0849921427638485,5.0,3.8415309343840875,8.401826649398073,27.60948132131851,4.643637019568208,73,0.34662092398967426,ood:cond:pp:2532.02 outside [505.725,2097.14]
0.0,0.701471814928819,8.444426536560059,5.658620065657932,0.38413799343420674,1.0059343951114752,6.664554460769407,0.43082298715639555,0.02633475326001644,1261.6822995837747,0.058244081774906475,0.8438857699716219,5.274229465262354,4.451951899347149,4.0,6.118115235233976,4.1705962529596246,28.64305719389553,2.297632606250402,74,6.664554460769407,
0.0,0.6960000956145758,10.720544815063477,4.269890508290695,0.5230109491709305,0.8044909826750888,5.074381490965784,0.48523487045078434,0.025507112964987755,2974.9647716809623,0.031202225218144173,1.2780082178713252,4.632765478732457,3.3945119332476072,3.0,5.9107736966037825,6.933342820226069,24.665663910037416,0.5231990965354216,75,5.074381490965784,ood:cond:pp:2974.96 outside [505.725,2097.14]
0.0,0.8670067451160242,15.617732048034668,0.2811369733169333,0.9218863026683066,0.4397406465614478,0.7208776198783811,0.4422607063613769,0.02980509214103222,2195.1763531152787,0.0949849644581191,0.7436321221615463,11.476130309057009,2.4467538258231505,2.0,12.219762431218555,2.5485433418232484,26.988068204260358,4.8316189913401235,76,0.7208776198783811,ood:cond:pp:2195.18 outside [505.725,2097.14]
0.0,0.8543763767477635,12.044085502624512,8.991032497739104,0.05089675022608955,7.966111867056072,16.957144364795177,0.4647516740880889,0.027144964784383774,796.5158083961467,0.02026741943299154,1.290458809170545,3.1005659190037917,3.578551814192455,4.0,4.391024728174337,9.299263043171772,26.863361955869117,3.8925289641574827,77,16.957144364795177,
