coil,dr_center,dz_center,width_ratio,height_ratio
1,2.7263965862328137,-0.2515670894454125,1.7920698043986947,1.7920698043986947
2,3.2436048546477174,-0.2515670894454125,1.7920698043986947,1.7920698043986947
3,3.7608131270626206,-0.2515670894454125,1.7920698043986947,1.7920698043986947
