coil,dr_center,dz_center,width_ratio,height_ratio
1,2.672231248690295,1.6143186833495218,1.447613777789823,1.447613777789823
2,2.454979839050546,1.6143186833495218,1.447613777789823,1.447613777789823
3,2.2377284334107976,1.6143186833495218,1.447613777789823,1.447613777789823
4,2.0204770207710467,1.6143186833495218,1.447613777789823,1.447613777789823
5,1.803225608131303,1.6143186833495218,1.447613777789823,1.447613777789823
