seed,dataset_size,model_id,family,role,input_contract,setting_status,protocol_prefix,pod_branch_recipe,epochs,lr,selection_split,test_metrics_used_for_config,config,output_dir
412,78,deeponet_plasma,neural_operator,branch/trunk coordinate-operator reference,table_plus_structure:coord_pack,existing_reference_single_run,gec_ccp_nn_operator_comparison_v2_single_run_additions,not_applicable,160,0.0008,interp_validation_only,False,configs/experimental/gec_ccp_nn_operator_comparison_v2_single_run_additions/seed_412/n78/benchmark_ext0520_deeponet_plasma_n78.yaml,runs/gec_ccp_nn_operator_comparison_v2_single_run_additions/seed_412/n78/deeponet_plasma
412,78,cno,neural_operator,local convolutional-operator reference,table_plus_structure:grid_pack,existing_reference_single_run,gec_ccp_nn_operator_comparison_v2_single_run_additions,not_applicable,80,0.0008,interp_validation_only,False,configs/experimental/gec_ccp_nn_operator_comparison_v2_single_run_additions/seed_412/n78/benchmark_ext0520_cno_n78.yaml,runs/gec_ccp_nn_operator_comparison_v2_single_run_additions/seed_412/n78/cno
412,78,unetpp,convolutional_nn,nested-skip convolutional reference,table_plus_structure:grid_pack,existing_reference_single_run,gec_ccp_nn_operator_comparison_v2_single_run_additions,not_applicable,120,0.0004,interp_validation_only,False,configs/experimental/gec_ccp_nn_operator_comparison_v2_single_run_additions/seed_412/n78/benchmark_ext0520_unetpp_n78.yaml,runs/gec_ccp_nn_operator_comparison_v2_single_run_additions/seed_412/n78/unetpp
