method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.05416876182560097,4.998370156947426,0.19185455388404482,0.05222588906445677,0.0016298430525738539,0.00814544611595519,0.01222588906445677,0.12174985279946114,0.05416876182560097,0.017455083535852758,0.020073419991462647,19.513221499990323,100,0
tpe,tpe,0.05157235431250758,4.976224416275756,0.19799181005076935,0.04319051952949643,0.02377558372424371,0.00200818994923066,0.0031905195294964286,0.03184431864479023,0.05157235431250758,0.014040453944108848,0.01725998412118473,19.77969640000083,100,0
random,random,0.06236800239732943,4.970192008468853,0.1847568720444675,0.06470201803386721,0.029807991531146882,0.01524312795553251,0.024702018033867214,0.24486694858585978,0.06236800239732943,0.0306357483482342,0.03148456932080937,19.833035200004815,100,0
