trial,value,objective_uniformity,objective_density_ratio,objective_main,boundary_gamma_uniformity,poisson_residual_norm,pp,pp0,series.nncoil_effective,series.nncoil,series.llcoil,series.rrc,series.rrce,series.zzc,series.pitch_effective,series.min_gap_effective,warnings
362,0.1323982968063745,0.2446074651143339,1.8475121736049167,0.1323982968063745,0.6395481920808241,0.0310524385422468,2727.494225770628,0.0997569140493407,2.0,2.023743829981127,0.8891480687977719,5.04697345550105,24.09002128372403,3.2660528770634407,9.52152391411149,8.63237584531372,"ood:cond:pp:2727.49 outside [505.725,2097.14]"
374,0.1342377668428139,0.265291727355793,1.9762823354059305,0.1342377668428139,0.6012981249249245,0.0313956998288631,2944.0176755472044,0.097443935472212,4.0,3.775265371823749,0.5290216512175101,5.479990722807298,23.01922776942623,2.4278733439190145,4.384809261654733,3.855787610437223,"ood:cond:pp:2944.02 outside [505.725,2097.14]"
352,0.1348361155796144,0.2463748887562309,1.827217342305876,0.1348361155796144,0.6127932008102984,0.0363436304032802,2201.2835444355405,0.0997831575567437,5.0,4.949949871432474,0.9015810416514414,2.0775266172289326,21.505516241485093,1.2003594200968362,3.885597924851232,2.98401688319979,"ood:cond:pp:2201.28 outside [505.725,2097.14]"
359,0.1373495198649473,0.2494409536932219,1.8161035723932024,0.1373495198649473,0.6094875529532147,0.0358653552830219,2203.211912248298,0.0995888781311373,5.0,5.25525046697718,0.9251257125811536,3.0277084789879343,21.779906099807256,0.3595621427641333,3.750439524163865,2.825313811582711,"ood:cond:pp:2203.21 outside [505.725,2097.14]"
368,0.1379109948896056,0.2559895428925133,1.8561938669025384,0.1379109948896056,0.5983473876263576,0.03132925927639,2998.7874841271973,0.095608293971097,4.0,3.8406315692980657,0.5177050822481816,5.170709102655502,23.59928016437012,2.1565895275421743,4.607142765428655,4.089437683180473,"ood:cond:pp:2998.79 outside [505.725,2097.14]"
350,0.1428273383906624,0.2607681853476508,1.8257582076786705,0.1428273383906624,0.6041441166285576,0.0330369994044303,2655.814703327292,0.0944926644741829,6.0,5.628360694760302,0.9966651986806084,3.9707082421476416,20.77869950135145,2.920016492172183,2.8013318765339688,1.8046666778533604,"ood:cond:pp:2655.81 outside [505.725,2097.14]"
408,0.143558216878421,0.2867934497102822,1.997750152839852,0.143558216878421,0.6464315001757939,0.0305599570274353,2908.5379283949683,0.0909514486780618,4.0,4.455633150451806,0.6468559155627909,6.866029939185387,21.044808240804088,0.3009881096966724,3.544694575404675,2.897838659841884,"ood:cond:pp:2908.54 outside [505.725,2097.14]"
207,0.1448007505795931,0.2813389964009988,1.9429387988313933,0.1448007505795931,0.6048670626112695,0.0302647557109594,2912.642825887749,0.0984226551195636,6.0,5.9791654365180165,0.6876628745030187,5.451443770825679,24.159739343490173,0.7663503159110763,3.1180492621107487,2.4303863876077303,"ood:cond:pp:2912.64 outside [505.725,2097.14]"
154,0.1474995510534009,0.3114974892542802,2.111853812636388,0.1474995510534009,0.5978990025411045,0.0355265811085701,2438.855656874931,0.0997282699131636,4.0,3.783901681047052,0.8992037815386683,8.210750029150255,20.603645585353306,4.062973347153329,3.0982238890507627,2.1990201075120943,"ood:cond:pp:2438.86 outside [505.725,2097.14]"
397,0.148816062586361,0.2620799078518508,1.761099597026097,0.148816062586361,0.5885457283094926,0.0358714535832405,2262.3635488490563,0.0972047573983338,3.0,2.8255706666388267,0.8601576482327534,4.029133960581887,22.89209581344884,1.9563401494378196,6.28765395095565,5.427496302722896,"ood:cond:pp:2262.36 outside [505.725,2097.14]"
485,0.1520356287012887,0.2963353934042995,1.9491180845939933,0.1520356287012887,0.6139263016186101,0.033920019865036,2478.109444747004,0.0959706145219035,3.0,2.704539146379325,0.8592732412768976,8.448951106509034,21.18848511982084,2.38659098726192,4.246511337770601,3.387238096493703,"ood:cond:pp:2478.11 outside [505.725,2097.14]"
342,0.1522832258776533,0.242396623772795,1.5917486799730665,0.1522832258776533,0.5954777730573706,0.0357658453285694,1990.2876603066657,0.0998042261173218,2.0,2.434669889687384,1.0041504596433106,2.677815013684789,25.89050808998856,0.9329739291209176,11.606346538151884,10.602196078508571,
360,0.153584018213206,0.2314283314445269,1.5068516512131944,0.153584018213206,0.6212757727091565,0.03347734734416,2522.390892154453,0.0935544272576955,2.0,2.168456781871932,0.8555468230536885,6.313133254122206,24.124697267533428,2.5662575316568272,8.90578200670561,8.050235183651923,"ood:cond:pp:2522.39 outside [505.725,2097.14]"
234,0.1544262240804271,0.247699948789714,1.604001847903169,0.1544262240804271,0.6043365785874919,0.0355061963200569,2066.473797469688,0.0983738344373408,2.0,2.4000862400936502,1.1178539857765626,3.0837084784892586,24.7679755303734,1.5257927320680382,10.84213352594207,9.724279540165508,
370,0.1548779686566181,0.2535411900860871,1.6370384521778971,0.1548779686566181,0.5800698844622186,0.0347204133868217,2632.308651904224,0.091748490980681,4.0,4.309304466099072,0.5914449580979784,4.997506897131984,22.720607128317774,2.3232971145450296,4.430775057796447,3.839330099698469,"ood:cond:pp:2632.31 outside [505.725,2097.14]"
345,0.1550045125800548,0.2573440377392981,1.6602357793060267,0.1550045125800548,0.6153870740610475,0.0334314107894897,2917.659382946272,0.0866439869224547,5.0,5.107655860744223,0.9742901321206174,3.432673301001148,20.41185493463086,2.810304270614425,3.3958363267259424,2.421546194605325,"ood:cond:pp:2917.66 outside [505.725,2097.14]"
