case_id,coil_index,active,order,r_min,r_max,z_min,z_max,r_center,z_center,width,height,pitch
best,1,1,1,5.04697345550105,5.936121524298821,17.26605287706344,18.155200945861214,5.4915474898999355,17.710626911462327,0.8891480687977719,0.8891480687977719,9.52152391411149
best,2,1,2,14.56849736961254,15.457645438410312,17.26605287706344,18.155200945861214,15.013071404011427,17.710626911462327,0.8891480687977719,0.8891480687977719,9.52152391411149
best,3,0,3,nan,nan,nan,nan,nan,nan,0.0,0.0,9.52152391411149
best,4,0,4,nan,nan,nan,nan,nan,nan,0.0,0.0,9.52152391411149
best,5,0,5,nan,nan,nan,nan,nan,nan,0.0,0.0,9.52152391411149
best,6,0,6,nan,nan,nan,nan,nan,nan,0.0,0.0,9.52152391411149
