coil,dr_center,dz_center,width_ratio,height_ratio
1,1.4685974898999357,2.5321769114623276,1.6040917712389895,1.6040917712389895
2,6.664454737011427,2.5321769114623276,1.6040917712389895,1.6040917712389895
