model_id,objective,mid_height_row,sample_count,n_trials,invalid_trial_count,base_uniformity,best_uniformity,absolute_improvement,relative_improvement,base_boundary_gamma_uniformity,best_boundary_gamma_uniformity
ffno,ne_uniformity_plasma_mid_height,119,600,80,0,0.339565246249552,0.3172126160277952,0.022352630221756764,0.06582720248505483,0.7903564984463768,0.7944174629483591
unet,ne_uniformity_plasma_mid_height,119,600,80,0,0.715546752671346,0.6961141504513099,0.019432602220036177,0.027157697449521737,0.649543951789388,0.6426992215349479
