representation,display_name,epoch,train_loss,val_loss,selected_epoch
dimension,Dimension vector,0,1.65126504772,1.09510589391,97
dimension,Dimension vector,1,0.83778557916,0.928170099854,97
dimension,Dimension vector,2,0.612015885408,0.825975839049,97
dimension,Dimension vector,3,0.472614802089,0.446962362155,97
dimension,Dimension vector,4,0.280750215073,0.349243650213,97
dimension,Dimension vector,5,0.33141578535,0.322169143707,97
dimension,Dimension vector,6,0.280542820462,0.39478399884,97
dimension,Dimension vector,7,0.208450173803,0.362985859625,97
dimension,Dimension vector,8,0.219666753071,0.2760284096,97
dimension,Dimension vector,9,0.195853488661,0.341810965911,97
dimension,Dimension vector,10,0.194517487594,0.266876341309,97
dimension,Dimension vector,11,0.151778269381,0.228368694428,97
dimension,Dimension vector,12,0.170875681967,0.259661046788,97
dimension,Dimension vector,13,0.166977627583,0.228717673104,97
dimension,Dimension vector,14,0.118356828893,0.266773875803,97
dimension,Dimension vector,15,0.140938078319,0.197558322456,97
dimension,Dimension vector,16,0.0864432610698,0.137237322051,97
dimension,Dimension vector,17,0.124579609782,0.294844073709,97
dimension,Dimension vector,18,0.104764613066,0.138850462623,97
dimension,Dimension vector,19,0.0670676243943,0.284436798654,97
dimension,Dimension vector,20,0.170331748679,0.21669801604,97
dimension,Dimension vector,21,0.169066750921,0.314227158669,97
dimension,Dimension vector,22,0.122785069634,0.171753465198,97
dimension,Dimension vector,23,0.0817073749213,0.16815020144,97
dimension,Dimension vector,24,0.0673201340153,0.140596666373,97
dimension,Dimension vector,25,0.0771267499226,0.154138765298,97
dimension,Dimension vector,26,0.0766183732399,0.188647085335,97
dimension,Dimension vector,27,0.119582347393,0.129084069747,97
dimension,Dimension vector,28,0.0929468923365,0.148881486617,97
dimension,Dimension vector,29,0.0500377895074,0.100179877132,97
dimension,Dimension vector,30,0.0492129615664,0.116730978712,97
dimension,Dimension vector,31,0.0719305940389,0.156627016142,97
dimension,Dimension vector,32,0.124974340508,0.161856042221,97
dimension,Dimension vector,33,0.0902362568158,0.141250819899,97
dimension,Dimension vector,34,0.0706383992037,0.140048082452,97
dimension,Dimension vector,35,0.0763030277195,0.148362240056,97
dimension,Dimension vector,36,0.0548177191731,0.074809323065,97
dimension,Dimension vector,37,0.0368027730629,0.0986586101353,97
dimension,Dimension vector,38,0.0796308135695,0.119496082887,97
dimension,Dimension vector,39,0.0586616143536,0.0859758036677,97
dimension,Dimension vector,40,0.0393769693511,0.201532365056,97
dimension,Dimension vector,41,0.0584904905084,0.0759831760079,97
dimension,Dimension vector,42,0.0608368080194,0.104601366445,97
dimension,Dimension vector,43,0.0478353562087,0.163051816868,97
dimension,Dimension vector,44,0.0555350711498,0.106516860658,97
dimension,Dimension vector,45,0.0384014020674,0.0750970614608,97
dimension,Dimension vector,46,0.0324773035452,0.165836246219,97
dimension,Dimension vector,47,0.0343716686493,0.0886304085143,97
dimension,Dimension vector,48,0.021377589294,0.0937973639229,97
dimension,Dimension vector,49,0.0205435923792,0.0894463052973,97
dimension,Dimension vector,50,0.0161901802828,0.0653346222825,97
dimension,Dimension vector,51,0.0133278355135,0.078023240203,97
dimension,Dimension vector,52,0.0147277949392,0.0830203202786,97
dimension,Dimension vector,53,0.0153588478243,0.0770849091932,97
dimension,Dimension vector,54,0.0131590204108,0.0438492618268,97
dimension,Dimension vector,55,0.0131289361691,0.0774380229414,97
dimension,Dimension vector,56,0.0105794812127,0.0717882649042,97
dimension,Dimension vector,57,0.0132324573992,0.106788879028,97
dimension,Dimension vector,58,0.0195001328022,0.0555167668499,97
dimension,Dimension vector,59,0.0171033418401,0.0565635729581,97
dimension,Dimension vector,60,0.00835952859957,0.0555245084688,97
dimension,Dimension vector,61,0.00736227887561,0.0615675563458,97
dimension,Dimension vector,62,0.00647720577559,0.0601333337836,97
dimension,Dimension vector,63,0.00706190626043,0.0544828060083,97
dimension,Dimension vector,64,0.00944848826341,0.073202846339,97
dimension,Dimension vector,65,0.00930272242544,0.0490914359689,97
dimension,Dimension vector,66,0.00850608290787,0.0805693119764,97
dimension,Dimension vector,67,0.0106750582752,0.0623608101159,97
dimension,Dimension vector,68,0.00975275822049,0.0636930528563,97
dimension,Dimension vector,69,0.00805893266137,0.0554244709201,97
dimension,Dimension vector,70,0.00869620199849,0.055723206955,97
dimension,Dimension vector,71,0.00624045714061,0.0638687356841,97
dimension,Dimension vector,72,0.00540868247407,0.0521189665888,97
dimension,Dimension vector,73,0.00493605260637,0.060785964597,97
dimension,Dimension vector,74,0.00442818723431,0.0583761611488,97
dimension,Dimension vector,75,0.00427764852816,0.058239245438,97
dimension,Dimension vector,76,0.00408919454627,0.0515455395216,97
dimension,Dimension vector,77,0.00392452427598,0.0582211293513,97
dimension,Dimension vector,78,0.00412738362482,0.0559168448672,97
dimension,Dimension vector,79,0.00367566991966,0.0565183311701,97
dimension,Dimension vector,80,0.00372026328849,0.0522795964498,97
dimension,Dimension vector,81,0.00401775064681,0.0598257384263,97
dimension,Dimension vector,82,0.00369342030737,0.0570098648313,97
dimension,Dimension vector,83,0.00380871758349,0.0559819624759,97
dimension,Dimension vector,84,0.0034448277432,0.0580909053097,97
dimension,Dimension vector,85,0.00341678513281,0.0550385684473,97
dimension,Dimension vector,86,0.0032889560797,0.0576271450846,97
dimension,Dimension vector,87,0.00330984253246,0.0550174446544,97
dimension,Dimension vector,88,0.00332970963852,0.0556539332028,97
dimension,Dimension vector,89,0.00330693803564,0.0516773776617,97
dimension,Dimension vector,90,0.00317425586973,0.0567400830332,97
dimension,Dimension vector,91,0.00318062011928,0.0555842166068,97
dimension,Dimension vector,92,0.00305130420324,0.0530532989651,97
dimension,Dimension vector,93,0.00312560378829,0.0521111419657,97
dimension,Dimension vector,94,0.00306349241468,0.0531493715243,97
dimension,Dimension vector,95,0.00302674938291,0.0534065357642,97
dimension,Dimension vector,96,0.00301506902551,0.0519213053631,97
dimension,Dimension vector,97,0.00301723623626,0.052454262157,97
dimension,Dimension vector,98,0.0029450595739,0.0521663327236,97
dimension,Dimension vector,99,0.00289540711223,0.0545730818994,97
dimension,Dimension vector,100,0.00294506795636,0.0528696309775,97
dimension,Dimension vector,101,0.00290910774695,0.0539841536665,97
dimension,Dimension vector,102,0.00288510989611,0.0521046523936,97
dimension,Dimension vector,103,0.00285204349573,0.053784776479,97
dimension,Dimension vector,104,0.00291034844832,0.0531491144793,97
dimension,Dimension vector,105,0.00280534348621,0.0527428064961,97
dimension,Dimension vector,106,0.00282411412003,0.0532165538752,97
dimension,Dimension vector,107,0.0028072663934,0.0530489176745,97
dimension,Dimension vector,108,0.00279591945121,0.0530844406458,97
dimension,Dimension vector,109,0.00277847856762,0.0526943256846,97
dimension,Dimension vector,110,0.00279622919126,0.0529628935037,97
dimension,Dimension vector,111,0.00276511281216,0.0531005669618,97
dimension,Dimension vector,112,0.00278194690284,0.0527625355171,97
dimension,Dimension vector,113,0.00276372430822,0.0529022238916,97
dimension,Dimension vector,114,0.00275744578557,0.0528503149981,97
dimension,Dimension vector,115,0.00276048302917,0.0528221639106,97
dimension,Dimension vector,116,0.00275472665358,0.0528248467017,97
dimension,Dimension vector,117,0.00275335983721,0.0528269384522,97
dimension,Dimension vector,118,0.0027525587634,0.0528276681434,97
dimension,Dimension vector,119,0.00275237157669,0.0528276681434,97
sdf,Union SDF,0,1.85629852975,1.24380317703,102
sdf,Union SDF,1,0.830950393494,0.686697024852,102
sdf,Union SDF,2,0.428433019097,0.390449285507,102
sdf,Union SDF,3,0.198094676563,0.218017740175,102
sdf,Union SDF,4,0.226256917659,0.327143139206,102
sdf,Union SDF,5,0.20644540083,0.405104621314,102
sdf,Union SDF,6,0.295054499183,0.274075815454,102
sdf,Union SDF,7,0.138055710677,0.236768445931,102
sdf,Union SDF,8,0.110422670418,0.150858902838,102
sdf,Union SDF,9,0.0901506336565,0.183755876496,102
sdf,Union SDF,10,0.12092693288,0.15834027715,102
sdf,Union SDF,11,0.323714685802,0.575230807997,102
sdf,Union SDF,12,0.28323728361,0.305095488206,102
sdf,Union SDF,13,0.177129967287,0.208404019475,102
sdf,Union SDF,14,0.146971325194,0.168505059555,102
sdf,Union SDF,15,0.105555554034,0.139769930393,102
sdf,Union SDF,16,0.112612544663,0.151172887534,102
sdf,Union SDF,17,0.159983649086,0.297634037677,102
sdf,Union SDF,18,0.12039932905,0.151638290845,102
sdf,Union SDF,19,0.0603303902309,0.140378871234,102
sdf,Union SDF,20,0.0864767763124,0.207446546294,102
sdf,Union SDF,21,0.0705479487699,0.104747665813,102
sdf,Union SDF,22,0.0709085475511,0.220473908819,102
sdf,Union SDF,23,0.0657759197989,0.120439961087,102
sdf,Union SDF,24,0.0384210969828,0.0595528848935,102
sdf,Union SDF,25,0.02994517624,0.0916639661882,102
sdf,Union SDF,26,0.0526734538431,0.123828513315,102
sdf,Union SDF,27,0.084354938682,0.231090174289,102
sdf,Union SDF,28,0.250247567584,0.48104114458,102
sdf,Union SDF,29,0.221553288231,0.221911975183,102
sdf,Union SDF,30,0.108877490982,0.117797526531,102
sdf,Union SDF,31,0.0540658218035,0.0916175292805,102
sdf,Union SDF,32,0.043687318072,0.0571050173603,102
