method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.05720703885789091,4.8579449256125224,0.1965095857408083,0.08829966833574303,0.14205507438747755,0.003490414259191721,0.04829966833574303,0.46540978160138896,0.05720703885789091,0.02324832936337485,0.024951701497673062,18.759877700009383,100,0
tpe,tpe,0.05046057658553898,4.990928145229023,0.1988546369301051,0.06064984779215716,0.009071854770977161,0.0011453630698949058,0.02064984779215716,0.19875646461945823,0.05046057658553898,0.013603953695942165,0.01667231553892336,19.120416199992178,100,0
random,random,0.056881740069373354,4.90538734422905,0.19473119086345508,0.04660936099510452,0.09461265577095013,0.0052688091365449274,0.006609360995104521,0.06813617119456217,0.056881740069373354,0.022259285864693095,0.02438494189479192,19.15017470001476,100,0
