method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.05493880777311972,2.268402067287425,0.08358495615541699,0.050927346110837185,0.731597932712575,0.033584956155416984,0.04907265388916282,0.5008349731834835,0.05493880777311972,0.018485725246969044,0.04912374345395456,18.63354119998985,100,0
tpe,tpe,0.054842441619538954,2.641530301294703,0.062181752327189185,0.09586053566475666,0.3584696987052971,0.012181752327189183,0.0041394643352433425,0.08038737085531775,0.054842441619538954,0.02076177172917292,0.03612760752393064,18.96025259999442,100,0
random,random,0.05579193848069671,2.579703201688687,0.06848667982977916,0.09721858371681419,0.42029679831131306,0.018486679829779154,0.002781416283185817,0.09726041990349736,0.05579193848069671,0.012813366470731492,0.031159168421079134,19.077126799995312,100,0
