method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.04258771753567274,1.3327939251096828,0.06584008541072031,0.07989169933557212,0.33279392510968275,0.034159914589279694,0.009891699335572116,0.16927646473370034,0.04258771753567274,0.019098855481609285,0.04930740074118601,18.666030299995327,100,0
tpe,tpe,0.04381817556691637,1.0523748767614016,0.0958975776537136,0.04899294784957897,0.05237487676140162,0.004102422346286411,0.021007052150421035,0.2028971238236281,0.04381817556691637,0.012549805054516635,0.03358313867027888,19.441148899990367,100,0
random,random,0.04624014499641918,1.152783325243036,0.07962469584992116,0.09913239110336924,0.15278332524303595,0.02037530415007885,0.029132391103369237,0.2919241422234446,0.04624014499641918,0.015104948977926058,0.03661060005064057,19.16583250000258,100,0
