model_id,trial,value,best_so_far,pp,pp0,boundary_gamma_uniformity,poisson_residual_norm
ffno,0,0.39615110912806173,0.39615110912806173,1850.5854852047805,0.018587838914755555,0.6988522107375422,0.024495167657732964
ffno,1,0.410131737993643,0.39615110912806173,1144.1446783643817,0.022671851038994797,0.7717551325059646,0.027473729103803635
ffno,2,0.3937049254028212,0.3937049254028212,1844.893338354996,0.03668801949805242,0.7060951418015264,0.02645763009786606
ffno,3,0.6309257946813687,0.3937049254028212,1323.1620597691244,0.004080715588457946,2.992126017104267,0.06394284963607788
ffno,4,0.4002912824389258,0.3937049254028212,1385.1198216818866,0.09247622315986562,0.6988049115393147,0.027423253282904625
ffno,5,0.39670811573519255,0.3937049254028212,1118.5411008170036,0.01301498469618439,0.8139111322480711,0.024718740954995155
ffno,6,0.42665952243499017,0.3937049254028212,776.38225136442,0.055095117727772376,0.6954593824109796,0.02411159686744213
ffno,7,0.39485752596582085,0.3937049254028212,926.7800674679768,0.07437760025497737,0.6873101703046793,0.025034360587596893
ffno,8,0.4147645034349295,0.3937049254028212,1635.9493554938065,0.022303904543859315,0.7259019938788455,0.02647136151790619
ffno,9,0.3958789509302723,0.3937049254028212,1346.1691824119243,0.05335503586454242,0.6966341332929081,0.026035668328404427
ffno,10,0.42493635792727436,0.3937049254028212,1025.9079990558732,0.032915352155506845,0.7398574198594159,0.026388486847281456
ffno,11,0.4001743212640199,0.3937049254028212,1087.9699629764868,0.08250994369517689,0.697604958418521,0.026025477796792984
ffno,12,0.40615122845189866,0.3937049254028212,1772.296062424627,0.03278545918180469,0.7089343580030651,0.0265034232288599
ffno,13,0.393168875984445,0.393168875984445,619.890816680692,0.014748557426665245,0.9568690312764185,0.024350352585315704
ffno,14,0.43052294039779954,0.393168875984445,959.9061625091367,0.06305462396079356,0.697028373260319,0.025156058371067047
ffno,15,0.4170907599296046,0.393168875984445,2054.3748346395305,0.030004629950607747,0.6913355457363907,0.02562066726386547
ffno,16,0.40146102750541335,0.393168875984445,1767.7394748199415,0.05984169644648574,0.6894997136747125,0.02692236937582493
ffno,17,0.41301936876655065,0.393168875984445,1129.303915450499,0.05379409338923138,0.6918171111891166,0.02544974721968174
ffno,18,0.4365310820015494,0.393168875984445,512.6368024380093,0.02488910071181873,0.9660683508369982,0.025623584166169167
ffno,19,0.38511400667917234,0.38511400667917234,1411.1483508233796,0.05838498322464483,0.6894575872676824,0.026252154260873795
ffno,20,0.41180069202743486,0.38511400667917234,1052.9882605534017,0.0623446869637833,0.6913011813226371,0.02544056624174118
ffno,21,0.4013247941937052,0.38511400667917234,2003.8071750125387,0.04167215692892053,0.7016070549501847,0.026477521285414696
ffno,22,0.39861372463232275,0.38511400667917234,1786.2757905062156,0.031317758723030886,0.7051562360042246,0.026278534904122353
ffno,23,0.40228993194941387,0.38511400667917234,931.7785458264759,0.08829446926560414,0.7032453360358707,0.025523170828819275
ffno,24,0.39895919690915127,0.38511400667917234,1908.5300969739371,0.036036497505221574,0.7084476911993295,0.026571616530418396
ffno,25,0.3955990940091957,0.38511400667917234,1157.9759997848714,0.07002116882653954,0.6902287200429839,0.025891970843076706
ffno,26,0.3987535215152483,0.38511400667917234,1574.6454103814249,0.01557808728751738,0.7325153452917155,0.024894898757338524
ffno,27,0.40522305287917076,0.38511400667917234,1961.467429705488,0.052694330873163824,0.699963655977502,0.026924630627036095
ffno,28,0.384977541506956,0.384977541506956,1808.7805843453375,0.08389692865801052,0.6778212323055463,0.027371475473046303
ffno,29,0.4119656538705065,0.384977541506956,935.1428242434051,0.04649472558162696,0.7012433612636944,0.024745525792241096
ffno,30,0.384549829397005,0.384549829397005,866.389613607625,0.013495035628100657,0.8587138970325208,0.024442091584205627
ffno,31,0.4091770353148918,0.384549829397005,751.228831409274,0.06979657318751836,0.6844402962572367,0.024143122136592865
ffno,32,0.4093283662434444,0.384549829397005,1137.523148225471,0.06442625471560687,0.6944088793935275,0.025817250832915306
ffno,33,0.4237891745517008,0.384549829397005,927.9443256098041,0.019386863822611778,0.8216438283291909,0.027378307655453682
