model_id,objective,space_mode,condition_mode,base_pp,base_pp0,best_pp,best_pp0,mid_height_row,sample_count,n_trials,invalid_trial_count,base_uniformity,best_uniformity,absolute_improvement,relative_improvement,base_boundary_gamma_uniformity,best_boundary_gamma_uniformity
ffno,ne_uniformity_plasma_mid_height,process_plus_coil_layout_rectangles_v1,train_bounds,2823.804,0.08349,1061.8467973626869,0.007460421255231402,119,600,80,0,0.339565246249552,0.25378476183776494,0.08578048441178704,0.25261856258618876,0.7903564984463768,1.145926086402187
unet,ne_uniformity_plasma_mid_height,process_plus_coil_layout_rectangles_v1,train_bounds,2823.804,0.08349,1323.1620597691244,0.004080715588457946,119,600,80,0,0.715546752671346,0.3936991727974615,0.3218475798738845,0.4497925239298942,0.649543951789388,0.7113649830502399
