bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,layout.coil_01.height,layout.coil_01.r_center,layout.coil_01.width,layout.coil_01.z_center,layout.coil_02.height,layout.coil_02.r_center,layout.coil_02.width,layout.coil_02.z_center,layout.coil_03.height,layout.coil_03.r_center,layout.coil_03.width,layout.coil_03.z_center,layout.coil_04.height,layout.coil_04.r_center,layout.coil_04.width,layout.coil_04.z_center,layout.coil_05.height,layout.coil_05.r_center,layout.coil_05.width,layout.coil_05.z_center,layout.coil_06.height,layout.coil_06.r_center,layout.coil_06.width,layout.coil_06.z_center,poisson_residual_norm,pp,pp0,trial,value,warnings
0.0,0.5848128881340067,13.418309211730957,0.5703039013024016,3.904221947497844,0.47529616520114415,15.075691633830278,0.5343907909237936,8.448825464649081,0.6198143440127574,14.742210690937041,0.48613243925763,12.768014599107536,0.43893262493254176,15.626437312830678,0.64640972840537,16.583049621900592,0.5730186592140915,15.276856123340593,0.4176447015123794,21.036792156521912,0.4614331914788406,15.144212118580478,0.5728700522373942,25.608001631453433,0.670640829742005,15.461881786182241,0.3740413784980774,1850.5854852047805,0.018587838914755555,0,2.791397627321765,
0.0,0.5461863893317511,11.0548095703125,0.515034922999532,4.34878153261363,0.5123992309526576,15.620409059837257,0.5725278338695208,8.111777934905497,0.5982829580949348,15.322653859806069,0.5583484889162014,12.475467004493236,0.5903068282526821,15.159721741305795,0.5967839950430872,17.03796624937994,0.44931866878764815,15.54631422323212,0.42049565511641146,21.155301236004338,0.46321841104951417,15.037194975286656,0.5868692087012938,25.69703692349615,0.6141908066070272,15.168958360530516,0.41769400238990784,1144.1446783643817,0.022671851038994797,1,3.3775130179312187,
0.0,0.5317349070721255,10.415298461914062,0.5676156779882894,4.026945361716218,0.42183772922541085,14.933631041351763,0.43891060295114903,8.122554478775939,0.41755080937561617,14.992337463555437,0.5193478521585301,12.806424547310762,0.6495621634644975,15.102391090951665,0.5907919199380295,17.01773881236047,0.47967101377677124,14.907482547190762,0.5410764092500556,21.590543770785636,0.5801518262769025,15.357839851788544,0.6181066509971139,25.76042209215551,0.48342967182575985,15.125983178340416,0.2111855149269104,1844.893338354996,0.03668801949805242,2,4.44636457121939,
0.0,0.7113649830502399,39.73176956176758,0.49762408855086004,3.89629146090032,0.41859083272181613,15.23440066263065,0.5678533515231191,7.979151895635647,0.48479950886633694,15.542307228342338,0.5371897527709134,12.458691954953808,0.6548181370883355,15.13855440821652,0.589040345869076,17.363415843729186,0.5667655279972985,14.870210821317176,0.6135900932757312,21.717573553353482,0.5316640182295606,15.324018581301331,0.6580287408259775,25.341798829303652,0.6325838968260059,15.154909020852832,0.38529273867607117,1323.1620597691244,0.004080715588457946,3,2.6176773504385547,
0.0,0.5867184958851425,9.132153511047363,0.6410906282425166,3.6934898054284075,0.5306773624302052,15.336651096881111,0.6406934817089682,8.043265309809145,0.6100778958471833,15.195477291010443,0.43727564404986335,12.691794732668182,0.5401105019602771,15.127917748409045,0.48987620782609703,16.878640074415273,0.6268790121984273,15.036506669003245,0.6537525960520701,21.507473111763304,0.6242476698262474,15.090836565270438,0.4635954636618373,25.20998816226713,0.5285370815955588,15.147563255303327,0.1297028362751007,1385.1198216818866,0.09247622315986562,4,1.2840220121806456,
0.0,0.574127326650968,14.13943862915039,0.42776057754542357,4.362809884743671,0.5240509042768543,15.509295658791627,0.6465738888420562,8.415800591175252,0.6552474318215311,15.58510692498502,0.5922949399381517,12.226806412739512,0.5933705826230552,15.17245258423842,0.6348722400914648,16.873166684340912,0.6079138452191679,15.057043725526807,0.5775819722058713,21.282132214237976,0.4741340137699749,15.016729786487492,0.43340627398602555,25.762590362056496,0.663013810190394,15.264375620884737,0.4569118618965149,1118.5411008170036,0.01301498469618439,5,2.3101881119815735,
0.0,0.5793540869190968,9.78255558013916,0.4877497775323236,3.9181206235899366,0.41642371081544904,15.591565795802543,0.560652744233856,8.412977276805526,0.44197402682385223,14.847045142695574,0.6602255602931741,12.985597714301267,0.6024262240275697,15.353890288143571,0.6738940499183959,17.158650302762446,0.5824332640941975,14.86204909103028,0.4793218403602565,21.07281459593651,0.42781842234534867,15.100843543875863,0.42846307980717724,26.018790538506845,0.5883809782229352,15.028636033474866,0.15198048949241638,776.38225136442,0.055095117727772376,6,3.1691682822066745,
0.0,0.5203302151493628,8.925573348999023,0.6647007466660828,4.468301687291904,0.439023420215852,15.129196919643668,0.6854366629584031,8.427040280867043,0.6376424851509497,15.075042910173703,0.6581894676387244,13.092605042936981,0.49013287583613063,15.02892317554444,0.5317221869336557,17.41636208452311,0.4343223523659552,15.274617078881635,0.5751682397380721,21.56571039468592,0.4376248192428779,14.871558657309016,0.6350295219007115,26.05205161718938,0.5652061684863161,15.191977605244434,0.12607954442501068,926.7800674679768,0.07437760025497737,7,2.8340735691498726,
0.0,0.5733408961615543,11.78327465057373,0.6450110000155121,3.595222876127776,0.5900835771863862,15.486301037403795,0.4512444971078528,8.223117794343974,0.49151643493637465,15.427335386864817,0.46531966018534915,12.583669257630772,0.5774036999952936,14.763516923522085,0.5197706129389784,16.7083921950228,0.49000706715226194,14.881504853061756,0.5238301659780175,20.911335269253243,0.48360056103816673,14.922525616191711,0.6037262446034359,25.82069051064236,0.5292834294946316,14.824670614272545,0.37837162613868713,1635.9493554938065,0.022303904543859315,8,3.7366601857645483,
0.0,0.5430599328207489,9.979951858520508,0.559098629099601,3.914577132507884,0.49046745887622545,14.745195618149362,0.45174701769944015,8.02487877513307,0.5012420046124579,14.972926812115388,0.5352428585533203,13.002504076117729,0.670556202812552,15.079856445817766,0.5724181634224548,17.393338983714496,0.6025836685382582,14.771358926798573,0.5333059491966662,21.571061424328644,0.5251480304240509,15.572391516470697,0.47733646133892205,25.899772392329343,0.6011027013310615,15.330108872800654,0.13490645587444305,1346.1691824119243,0.05335503586454242,9,3.273564245666263,
