measurement_id,case_id,method,trial,PP0,PA,gamma,best_PP0,best_PA,best_gamma,loss,best_loss,feasible
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,1,3.0,0.125,0.07,3.0,0.125,0.07,0.5628434392461068,0.5628434392461068,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,2,2.6341583421288997,0.09142592607144959,0.09796478780216777,2.6341583421288997,0.09142592607144959,0.09796478780216777,0.20380514096805263,0.20380514096805263,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,3,4.374305569951224,0.14981912897870428,0.07071691525881688,2.6341583421288997,0.09142592607144959,0.09796478780216777,1.266894880107109,0.20380514096805263,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,4,3.5621588268666216,0.14960019758147824,0.09813528013779668,2.6341583421288997,0.09142592607144959,0.09796478780216777,0.9496896119872184,0.20380514096805263,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,5,2.7973360297757477,0.08649856147847142,0.08307713559540261,2.6341583421288997,0.09142592607144959,0.09796478780216777,0.2312718086798956,0.20380514096805263,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,6,2.070791779205593,0.10739867767837752,0.07445027698893164,2.070791779205593,0.10739867767837752,0.07445027698893164,0.07220233575706089,0.07220233575706089,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,7,3.499904043136034,0.1823703180026327,0.0766256567720971,2.070791779205593,0.10739867767837752,0.07445027698893164,1.0782604020250977,0.07220233575706089,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,8,2.9865245409471624,0.063443736234415,0.0774418642397801,2.070791779205593,0.10739867767837752,0.07445027698893164,0.12262001280921446,0.07220233575706089,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,9,2.8927804828561356,0.12017356396279145,0.07313309376760915,2.070791779205593,0.10739867767837752,0.07445027698893164,0.4880598342774116,0.07220233575706089,True
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,10,1.247752705377948,0.1749804138951457,0.06687399761326152,2.070791779205593,0.10739867767837752,0.07445027698893164,0.17079433823940876,0.07220233575706089,True
