method,n_measurements,mean_sensor_loss,max_sensor_loss,mean_profile_truth_rel_l2,max_profile_truth_rel_l2,mean_fullfield_truth_rel_l2,max_fullfield_truth_rel_l2,mean_condition_normalized_rmse,mean_last_improvement_trial,mean_final_relative_regret,true_input_1p10_success_cases,true_input_1p10_median_hit_trial,true_input_1p00_success_cases,true_input_1p00_median_hit_trial,regret_10pct_success_cases,regret_10pct_median_hit_trial,profile_truth_improved_cases,fullfield_truth_improved_cases,optimizer_wall_s,invalid_trials
cmaes,3,0.049573369370969865,0.05479009075234865,0.01543546899637864,0.016863755958918796,0.03437092692422774,0.04733479542446646,0.2231505885614382,76.66666666666667,0.012985076707267154,3,53.0,1,31.0,3,53.0,3,3,56.438574300002074,0
tpe,3,0.04891600773621895,0.05396328698837466,0.012375915354857825,0.013681093855928786,0.028867223775987817,0.038588477185698446,0.24338709539367742,65.0,0.0,3,24.0,2,30.0,3,27.0,3,3,57.35167270002421,0
random,3,0.05855961524252338,0.07349195024139947,0.03023301399030442,0.046460166116016985,0.04039230598634855,0.04696754534734332,0.2559193832708871,50.666666666666664,0.18987956085082422,2,33.5,1,62.0,2,33.5,3,3,57.38615639999625,0
