measurement_id,case_id,method,true_input_sensor_loss,case_global_best_loss,final_loss,final_ratio_to_true_input,final_relative_regret,hit_true_input_1p10,first_hit_true_input_1p10,hit_true_input_1p00,first_hit_true_input_1p00,hit_regret_2pct,first_hit_regret_2pct,hit_regret_5pct,first_hit_regret_5pct,hit_regret_10pct,first_hit_regret_10pct,last_improvement_trial
M1,case_td003_pa050_pp0_3_gamma_010__steady,cmaes,0.05425676600499663,0.05396328698837466,0.05479009075234865,1.009829644975576,0.015321597517810703,True,53,False,,True,99,True,53,True,53,99
M1,case_td003_pa050_pp0_3_gamma_010__steady,tpe,0.05425676600499663,0.05396328698837466,0.05396328698837466,0.9945909231561102,0.0,True,32,True,33,True,32,True,32,True,32,33
M1,case_td003_pa050_pp0_3_gamma_010__steady,random,0.05425676600499663,0.05396328698837466,0.059134330165302035,1.0898978048167525,0.09582520757198076,True,5,False,,False,,False,,True,5,5
M2,case_td016_pp0_1_gamma_007__steady,cmaes,0.04631699798266529,0.04236115332339359,0.04260500486453202,0.9198567852017843,0.005756489661101094,True,28,True,31,True,31,True,31,True,31,31
M2,case_td016_pp0_1_gamma_007__steady,tpe,0.04631699798266529,0.04236115332339359,0.04236115332339359,0.9145919461198193,0.0,True,24,True,27,True,32,True,32,True,27,74
M2,case_td016_pp0_1_gamma_007__steady,random,0.04631699798266529,0.04236115332339359,0.04305256532086865,0.9295197701928266,0.016321840725078696,True,62,True,62,True,62,True,62,True,62,62
M3,case_td030_pa200_pp0_5_gamma_004__steady,cmaes,0.050309085967164796,0.0504235828968886,0.05132501249602892,1.0201936987988052,0.017877142942889668,True,100,False,,True,100,True,100,True,59,100
M3,case_td030_pa200_pp0_5_gamma_004__steady,tpe,0.050309085967164796,0.0504235828968886,0.0504235828968886,1.002275869806073,0.0,True,21,False,,True,44,True,27,True,21,88
M3,case_td030_pa200_pp0_5_gamma_004__steady,random,0.050309085967164796,0.0504235828968886,0.07349195024139947,1.4608086954584192,0.45749163425541317,False,,False,,False,,False,,False,,85
