coil,dr_center,dz_center,width_ratio,height_ratio
1,-0.6248724588435142,-6.026216352362054,3.3206546627505302,3.3206546627505302
2,5.688368099650157,-6.026216352362054,3.3206546627505302,3.3206546627505302
