model_id,family,n_seeds,validation_selected_seed,seconds_mean,seconds_std,validation_selection_value_mean,validation_selection_value_std,surrogate_quality_score_mean,surrogate_quality_score_std,test_r2_plasma_mean_mean,test_r2_plasma_mean_std,score_spatial_huber_component_mean,score_spatial_huber_component_std,score_avgpool_huber_component_mean,score_avgpool_huber_component_std,score_gradient_huber_component_mean,score_gradient_huber_component_std,test_rmse_ne_plasma_mean,test_rmse_ne_plasma_std,test_r2_ne_plasma_mean,test_r2_ne_plasma_std,score_total_ne_mean,score_total_ne_std,score_physical_rel_l2_median_ne_mean,score_physical_rel_l2_median_ne_std,score_physical_rel_l2_p90_ne_mean,score_physical_rel_l2_p90_ne_std,score_physical_rel_l2_worst_ne_mean,score_physical_rel_l2_worst_ne_std,score_physical_gradient_rel_l2_median_ne_mean,score_physical_gradient_rel_l2_median_ne_std,score_physical_gradient_rel_l2_p90_ne_mean,score_physical_gradient_rel_l2_p90_ne_std,score_physical_gradient_rel_l2_worst_ne_mean,score_physical_gradient_rel_l2_worst_ne_std,test_rmse_ne_boundary_to_deep_ratio_mean,test_rmse_ne_boundary_to_deep_ratio_std,test_neg_ratio_ne_plasma_mean,test_neg_ratio_ne_plasma_std,test_rmse_ni_plasma_mean,test_rmse_ni_plasma_std,test_r2_ni_plasma_mean,test_r2_ni_plasma_std,score_total_ni_mean,score_total_ni_std,score_physical_rel_l2_median_ni_mean,score_physical_rel_l2_median_ni_std,score_physical_rel_l2_p90_ni_mean,score_physical_rel_l2_p90_ni_std,score_physical_rel_l2_worst_ni_mean,score_physical_rel_l2_worst_ni_std,score_physical_gradient_rel_l2_median_ni_mean,score_physical_gradient_rel_l2_median_ni_std,score_physical_gradient_rel_l2_p90_ni_mean,score_physical_gradient_rel_l2_p90_ni_std,score_physical_gradient_rel_l2_worst_ni_mean,score_physical_gradient_rel_l2_worst_ni_std,test_rmse_ni_boundary_to_deep_ratio_mean,test_rmse_ni_boundary_to_deep_ratio_std,test_neg_ratio_ni_plasma_mean,test_neg_ratio_ni_plasma_std,test_rmse_Te_plasma_mean,test_rmse_Te_plasma_std,test_r2_Te_plasma_mean,test_r2_Te_plasma_std,score_total_Te_mean,score_total_Te_std,score_physical_rel_l2_median_Te_mean,score_physical_rel_l2_median_Te_std,score_physical_rel_l2_p90_Te_mean,score_physical_rel_l2_p90_Te_std,score_physical_rel_l2_worst_Te_mean,score_physical_rel_l2_worst_Te_std,score_physical_gradient_rel_l2_median_Te_mean,score_physical_gradient_rel_l2_median_Te_std,score_physical_gradient_rel_l2_p90_Te_mean,score_physical_gradient_rel_l2_p90_Te_std,score_physical_gradient_rel_l2_worst_Te_mean,score_physical_gradient_rel_l2_worst_Te_std,test_rmse_Te_boundary_to_deep_ratio_mean,test_rmse_Te_boundary_to_deep_ratio_std,test_neg_ratio_Te_plasma_mean,test_neg_ratio_Te_plasma_std,test_rmse_phi_plasma_mean,test_rmse_phi_plasma_std,test_r2_phi_plasma_mean,test_r2_phi_plasma_std,score_total_phi_mean,score_total_phi_std,score_physical_rel_l2_median_phi_mean,score_physical_rel_l2_median_phi_std,score_physical_rel_l2_p90_phi_mean,score_physical_rel_l2_p90_phi_std,score_physical_rel_l2_worst_phi_mean,score_physical_rel_l2_worst_phi_std,score_physical_gradient_rel_l2_median_phi_mean,score_physical_gradient_rel_l2_median_phi_std,score_physical_gradient_rel_l2_p90_phi_mean,score_physical_gradient_rel_l2_p90_phi_std,score_physical_gradient_rel_l2_worst_phi_mean,score_physical_gradient_rel_l2_worst_phi_std,test_rmse_phi_boundary_to_deep_ratio_mean,test_rmse_phi_boundary_to_deep_ratio_std
deeponet_pod,pod_operator,3,412,435.5333333333333,1.662327685305563,0.06308018788759603,0.005480639541484417,0.0011685294289734808,0.00024217854395435257,0.9990098288991472,0.00016616130483513964,0.0005253386948930307,7.49911448168042e-05,0.00034967089353206876,3.702509025766082e-05,5.333912843575995e-05,3.2145866995951074e-06,47334209619191.35,1031298217641.4902,0.999441535611861,2.4331964571762206e-05,0.0004834684317597748,1.600359706217184e-05,0.021868583081159035,0.0009784904092128472,0.04337482613139009,0.00521923708271007,0.05176020358695119,0.009523761745190767,0.05580095612397942,0.0015283051922151164,0.10041123063140871,0.010848212799282716,0.11565493074398571,0.012028897827588602,0.4911523576523333,0.03765439319288958,3.1422826699175252e-06,5.442593236040337e-06,52385819205841.35,10720178446586.842,0.9992836645252465,0.0002947774285310437,0.0006071973482869453,0.0002510656748598951,0.024740311692482465,0.005156105114010269,0.054701113848533024,0.019044205491550312,0.06838521895507609,0.035742894296643714,0.08346876748038777,0.007926514267368949,0.12108614147087214,0.01826849988544855,0.1306346575766261,0.02569472236063433,0.5022657482183794,0.01883935299390561,2.0948550930673566e-05,4.79991560018963e-06,0.28872257822922304,0.015766592980500017,0.9977916172600944,0.00024254453265717482,0.0022583274825349994,0.00031497355492454265,0.03601625481730341,0.0003116693793073782,0.07078725567312982,0.0028364800896814534,0.08644064158730175,0.0039872516434824035,0.14799394931274773,0.010187541469800372,0.34407448091539017,0.01254695436022676,0.4042097741610209,0.016800781610082936,10.181455903796415,0.2611110239547761,0.0001895843840126569,3.748853926076035e-05,0.5130172480869857,0.0802994869983951,0.9995224981993877,0.00015132036473706234,0.0007019279143620832,0.00028332837099675546,0.014143060299516959,0.0015837911228681965,0.025538898680563027,0.003722786396266859,0.03098074064666041,0.0022586767799072094,0.027715292536183406,0.0036054783986480712,0.05644455630884974,0.012157990253346069,0.07837742417795647,0.009824574437639469,11.177966035657377,1.4666091464927813
