model_id,trial,value,best_so_far,poisson_residual_norm,boundary_gamma_uniformity
unet,32,0.7191999871617223,0.6993914564626688,0.13462650775909424,0.6509267088186141
unet,33,0.7128927497169784,0.6993914564626688,0.1338893324136734,0.6488023587826119
unet,34,0.7077788693533551,0.6993914564626688,0.13648918271064758,0.6513488873257905
unet,35,0.708972424463222,0.6993914564626688,0.1347074657678604,0.6525317742746926
unet,36,0.7191192433434671,0.6993914564626688,0.13432438671588898,0.649663687269024
unet,37,0.7220739167398448,0.6993914564626688,0.13453800976276398,0.648543623659829
unet,38,0.7135029118982593,0.6993914564626688,0.13339221477508545,0.6483505049035658
unet,39,0.7029113560070966,0.6993914564626688,0.13432520627975464,0.6489619972675499
unet,40,0.7137051351388884,0.6993914564626688,0.13328400254249573,0.6468060920465778
unet,41,0.7031956352556855,0.6993914564626688,0.13507026433944702,0.6491786061678595
unet,42,0.7164131684571914,0.6993914564626688,0.13486559689044952,0.6508694418591798
unet,43,0.7119857103940977,0.6993914564626688,0.13417744636535645,0.6466412641625819
unet,44,0.7172031726041971,0.6993914564626688,0.13695615530014038,0.6544697478787656
unet,45,0.7099901545653206,0.6993914564626688,0.13315449655056,0.6465603125308567
unet,46,0.7267116743714173,0.6993914564626688,0.1343659907579422,0.6519318042214525
unet,47,0.721778732360455,0.6993914564626688,0.1341986507177353,0.6502729138196393
unet,48,0.7073588665559726,0.6993914564626688,0.13357509672641754,0.6452789207343397
unet,49,0.724939335311592,0.6993914564626688,0.13470157980918884,0.6526436851043412
unet,50,0.7174265746065268,0.6993914564626688,0.13264484703540802,0.6442937202514643
unet,51,0.715498206580039,0.6993914564626688,0.13302718102931976,0.6483928889307174
unet,52,0.7078413401768463,0.6993914564626688,0.13439229130744934,0.6459245919987084
unet,53,0.7143444412506587,0.6993914564626688,0.13389813899993896,0.6453310616191923
unet,54,0.7200847337316383,0.6993914564626688,0.1338188499212265,0.6525745300291059
unet,55,0.7132682736521727,0.6993914564626688,0.13381539285182953,0.6458101979669257
unet,56,0.7182835694817699,0.6993914564626688,0.13373549282550812,0.6459119498590975
unet,57,0.7149765454973976,0.6993914564626688,0.13349470496177673,0.6463711436046224
unet,58,0.7143603894342213,0.6993914564626688,0.13468793034553528,0.6501852162543064
unet,59,0.7196327841274476,0.6993914564626688,0.13510507345199585,0.649952673937294
unet,60,0.7209363854025106,0.6993914564626688,0.13493841886520386,0.6533551132101657
unet,61,0.7185929954258315,0.6993914564626688,0.1338430941104889,0.6507553662983536
unet,62,0.7184224616018036,0.6993914564626688,0.13269944489002228,0.6469418666778383
unet,63,0.7216033789151511,0.6993914564626688,0.13285139203071594,0.6478304356509559
unet,64,0.714603003455944,0.6993914564626688,0.13509945571422577,0.6497211805627899
unet,65,0.7099903286731198,0.6993914564626688,0.1352659910917282,0.648557560983833
unet,66,0.7101508720365172,0.6993914564626688,0.1352531462907791,0.6513950321917102
unet,67,0.715129717222965,0.6993914564626688,0.13551950454711914,0.6526540452358709
unet,68,0.7070760199123856,0.6993914564626688,0.13540244102478027,0.6476215502345448
unet,69,0.726567757546509,0.6993914564626688,0.13457627594470978,0.6497056906635766
unet,70,0.7124732923283174,0.6993914564626688,0.13702215254306793,0.6532514631757995
unet,71,0.7232441191798786,0.6993914564626688,0.1328199952840805,0.6481046194438502
unet,72,0.7101917656438256,0.6993914564626688,0.13550026714801788,0.6527354834618192
