method,trial,PP0,PA,gamma,best_PP0,best_PA,best_gamma,loss,best_loss,feasible
cmaes,1,3.0,0.125,0.07,3.0,0.125,0.07,0.5628434392461068,0.5628434392461068,True
cmaes,2,2.952377638231467,0.1379881607004041,0.05643110950204995,3.0,0.125,0.07,0.6103686286378484,0.5628434392461068,True
cmaes,3,2.828704899870286,0.10072212483785926,0.08289266505455867,2.828704899870286,0.10072212483785926,0.08289266505455867,0.34071017638144363,0.34071017638144363,True
cmaes,4,4.647774487105887,0.1383378000021553,0.043280846041267036,2.828704899870286,0.10072212483785926,0.08289266505455867,1.274327593559393,0.34071017638144363,True
cmaes,5,2.5666024324253756,0.11613554134179309,0.06909788023495814,2.5666024324253756,0.11613554134179309,0.06909788023495814,0.3199666854915952,0.3199666854915952,True
cmaes,6,3.9542355376115337,0.10371267398048528,0.061105807012278496,2.5666024324253756,0.11613554134179309,0.06909788023495814,0.7758235410824712,0.3199666854915952,True
cmaes,7,4.112534295348555,0.1477826535873767,0.09307126040317734,2.5666024324253756,0.11613554134179309,0.06909788023495814,1.1595228561330233,0.3199666854915952,True
cmaes,8,2.901093223869884,0.08783219355175235,0.04495687299632324,2.901093223869884,0.08783219355175235,0.04495687299632324,0.274593713777191,0.274593713777191,True
cmaes,9,2.3795788420822133,0.09678071421895101,0.06129879994475396,2.3795788420822133,0.09678071421895101,0.06129879994475396,0.1333124348684367,0.1333124348684367,True
cmaes,10,2.2387472079247575,0.11370451182252585,0.08433431077383047,2.3795788420822133,0.09678071421895101,0.06129879994475396,0.1635166727079324,0.1333124348684367,True
cmaes,11,2.627348207084254,0.11307902432852475,0.0626058889154251,2.3795788420822133,0.09678071421895101,0.06129879994475396,0.32906409046879137,0.1333124348684367,True
cmaes,12,1.8983523058036789,0.08734783564206039,0.043120447377514616,2.3795788420822133,0.09678071421895101,0.06129879994475396,0.14498749257494667,0.1333124348684367,True
cmaes,13,2.993385725384944,0.07533366255805328,0.07343242313036899,2.3795788420822133,0.09678071421895101,0.06129879994475396,0.21676412847151655,0.1333124348684367,True
cmaes,14,2.6329385482156855,0.08062937593429394,0.07427106377957965,2.6329385482156855,0.08062937593429394,0.07427106377957965,0.1313377709337762,0.1313377709337762,True
cmaes,15,1.5655019053144792,0.06454427907639931,0.07047519618583058,2.6329385482156855,0.08062937593429394,0.07427106377957965,0.36796064718220717,0.1313377709337762,True
