bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_density_reward,objective_density_reward_ratio,objective_main,objective_total,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.6956991075389474,11.581841468811035,0.09492141879519102,0.33526861936402985,0.5511182207623003,0.6460396395574913,0.02231511101126671,2613.4032236978405,0.01858783911753423,1.0577445473656921,5.655157008433588,3.472319766657085,3.0,6.71290155579928,3.7195357084941474,23.858240375891985,2.140822495468042,0,0.6460396395574913,ood:cond:pp:2613.4 outside [505.725,2097.14]
0.0,0.8634354131812828,13.523659706115723,0.012313628524131795,0.8678244013311003,0.5214428457103186,0.5337564742344504,0.030168814584612846,2030.4593406433778,0.07429009780916818,0.5152896565967116,4.1527770468566185,3.016163655170557,3.0,4.66806670345333,6.833166836511441,20.83736694687143,4.988818404614882,1,0.5337564742344504,
0.0,0.7867103753861213,28.88359260559082,0.18177719572677672,0.12334286198805924,0.6907918705070214,0.8725690662337982,0.02654184401035309,2581.656995771844,0.006565195331627712,1.0675398131484446,3.866316712606106,4.437360548180414,4.0,4.933856525754551,2.055412636114146,21.790838739132347,0.8246110676319784,2,0.8725690662337982,ood:cond:pp:2581.66 outside [505.725,2097.14]
0.0,0.7236486963113676,8.641961097717285,0.04087952787623508,0.6246005475563869,0.477091181654656,0.5179707095308911,0.027123913168907166,1657.8817493048532,0.05789321806526683,0.9519092238371517,1.6301352578372077,5.679102720433051,6.0,2.5820444816743593,8.51939365495326,24.011660544999415,1.0158077823091538,3,0.5179707095308911,
0.0,0.761815211116153,10.174603462219238,0.018898854966172534,0.8044623534593384,0.5010935963907296,0.5199924513569021,0.02969413436949253,1399.4150508216196,0.08645343964792208,0.8488155545829247,1.7915690814542091,5.964262488165591,6.0,2.6403846360371337,6.526150716060495,22.3684585322833,3.2934865252559042,4,0.5199924513569021,
0.0,0.7315391252800467,9.9966402053833,0.043036017671037444,0.6092841937272985,0.42555932017685155,0.468595337847889,0.02790648117661476,2152.378114709005,0.05282107151738755,0.779092971659151,3.360779340217353,4.519672787338006,5.0,4.139872311876504,5.833526589384837,26.532888148767352,2.7112013854441304,5,0.468595337847889,ood:cond:pp:2152.38 outside [505.725,2097.14]
0.0,0.7987294137425285,9.647894859313965,0.04482938561056966,0.5968333351458338,0.5467164095976127,0.5915457952081824,0.026856625452637672,808.034443601717,0.09097447585084681,0.5172132603875571,6.16931715094267,3.2430425155748397,3.0,6.686530411330227,3.3709084914166088,23.43049972540729,3.0875736731245498,6,0.5915457952081824,
0.0,0.7144920408176799,9.846990585327148,0.024208010917952865,0.7567630962220241,0.4305789429087889,0.4547869538267418,0.029047612100839615,1879.553502435253,0.07232588739955495,0.9894537339227958,3.1499151836886456,5.365991992433937,5.0,4.139368917611441,4.783605637029907,25.480450225087115,2.5221964539789936,7,0.4547869538267418,
0.0,0.9675750809529141,13.64686107635498,0.21456306676303988,0.08456383422689606,0.6232242139177138,0.8377872806807536,0.026348792016506195,560.7334536078225,0.02507427280779568,0.5836572359774456,6.376136267660048,2.995279163448616,3.0,6.959793503637493,2.052702417481253,22.932082928393733,1.8694362648120162,8,0.8377872806807536,
0.0,0.79012436914561,12.343626976013184,-0.0004691076052060684,1.0054154115101028,0.45445620098797757,0.4539870933827715,0.029726993292570114,2118.9502136465594,0.08468052867406536,0.9154901010574061,2.314339529287418,4.526673930189853,5.0,3.229829630344824,6.158122776537513,22.307270928261634,0.9946252621709012,9,0.4539870933827715,ood:cond:pp:2118.95 outside [505.725,2097.14]
0.0,0.7032309638957613,7.707672119140625,0.02234709994159858,0.7731513175065794,0.42996717817988156,0.4523142781214801,0.027119750156998634,1633.7623996843372,0.07990255896050324,1.0932773814789916,2.580894400456004,4.797288230171307,5.0,3.6741717819349957,7.841794003164031,26.21265291283901,1.2214445575637711,10,0.4523142781214801,
0.0,0.8827970449883765,12.571455955505371,0.04275977220760196,0.6112250418687605,0.6011275385775211,0.6438873107851231,0.029430843889713287,1607.3658518922393,0.05272894063186174,0.5111123046850858,4.565306812370333,3.1820182363465275,3.0,5.076419117055419,4.874146319113957,20.103403670280215,2.8108370146147275,11,0.6438873107851231,
0.0,0.7349864753088537,15.307232856750488,0.21990234132253783,0.07952218296648324,0.5372995432475998,0.7572018845701376,0.023214703425765038,1874.728117691936,0.011667369192050293,0.7492314950977337,2.100507103541128,5.617143237077062,6.0,2.8497385986388615,5.506108685431379,22.604540277264547,4.3134248076553385,12,0.7572018845701376,
0.0,0.7122750306461372,9.225537300109863,0.048774673578114464,0.5703305457076364,0.43511808961872517,0.4838927631968396,0.028655581176280975,1642.203146348665,0.06354123937041328,1.4038509374768768,4.565944546774669,4.17991020021358,4.0,5.969795484251546,3.2600961894860108,27.139278126492194,4.677538240852698,13,0.4838927631968396,
0.0,0.7438160139563154,9.02653980255127,0.0391675786519218,0.6370332584770646,0.46640010587700764,0.5055676845289294,0.028365375474095345,1549.060287796698,0.06706435660477116,1.3742693156268353,4.118647501909308,2.6245133302384667,3.0,5.492916817536144,8.259683112423044,24.738433565031475,2.762942339041264,14,0.5055676845289294,
0.0,0.7879211670026648,13.628811836242676,-9.279777646962015e-05,1.0010689447984862,0.35715088401958417,0.3570580862431145,0.02658896893262863,2810.8752584855924,0.08172155881792739,0.6339331171426752,4.543811448952614,3.65906350251063,4.0,5.1777445660952885,7.406231972276549,28.117210236657705,0.8036035711619183,15,0.3570580862431145,ood:cond:pp:2810.88 outside [505.725,2097.14]
0.0,0.7535473960798522,11.1531982421875,0.03215321641627651,0.6906116781216696,0.45895240611751353,0.49110562253379003,0.028742769733071327,2254.7068149170914,0.053238455421083165,0.577758051776523,4.134270383087946,4.077828456303036,4.0,4.712028434864469,5.590416798420411,24.438530537878286,1.3377450446707022,16,0.49110562253379003,ood:cond:pp:2254.71 outside [505.725,2097.14]
0.0,0.7054045693495067,7.719311237335205,0.03805080132565851,0.6452767144441786,0.43429266732758937,0.4723434686532479,0.026506148278713226,1416.5883777412562,0.07675767182701264,0.8422851877813836,3.139178460671022,5.435361299687102,5.0,3.9814636484524057,7.616501704562703,27.52381994682473,2.0132586959468766,17,0.4723434686532479,
0.0,2.3040425061053655,155.86285400390625,0.569662778210916,0.0014180322530065984,3.094956056805693,3.6646188350166087,0.06440269201993942,936.5113284014776,0.003941291758652748,0.9070434118548033,3.0813133549751344,3.8627255791258985,4.0,3.988356766829938,5.080619542686258,21.03404661000601,0.21713111213104042,18,3.6646188350166087,
0.0,0.6823861526447307,9.295509338378906,0.0537308697518596,0.5386983573308394,0.4332129202102135,0.4869437899620731,0.025420386344194412,2694.5785692470004,0.040841481463527333,1.367606287546253,3.0414234714790744,5.331753762829605,5.0,4.409029759025327,6.597190437113348,28.642339232239983,4.759205138805668,19,0.4869437899620731,ood:cond:pp:2694.58 outside [505.725,2097.14]
0.0,1.2483686970747556,79.82058715820312,0.47643703666559906,0.004147771437943836,0.27419760525694276,0.7506346419225418,0.0582105778157711,2094.677985067169,0.0032763827794618982,1.1409726957353605,2.675417257551363,3.9733448188374165,4.0,3.8163899532867234,8.325736679529925,23.59129649267682,3.4672351654188684,20,0.7506346419225418,
0.0,0.8667519545914706,12.062602996826172,0.04263256260175574,0.6121208702177175,0.5866114913985868,0.6292440540003426,0.029151784256100655,1416.3213764509114,0.05953901528925548,0.9516839380421973,4.406809621768524,2.8429949669128614,3.0,5.3584935598107215,4.5624869909999335,20.637967670432097,3.1183724003138775,21,0.6292440540003426,
