case_id,coil_index,active,order,r_min,r_max,z_min,z_max,r_center,z_center,width,height,pitch
best,1,1,1,8.16095453914673,8.735609203666886,14.446400130387016,15.021054794907172,8.448281871406808,14.733727462647094,0.574654664520157,0.574654664520157,5.016976352774297
best,2,1,2,13.177930891921026,13.752585556441183,14.446400130387016,15.021054794907172,13.465258224181104,14.733727462647094,0.574654664520157,0.574654664520157,5.016976352774297
best,3,1,3,18.194907244695322,18.76956190921548,14.446400130387016,15.021054794907172,18.4822345769554,14.733727462647094,0.574654664520157,0.574654664520157,5.016976352774297
best,4,1,4,23.211883597469622,23.78653826198978,14.446400130387016,15.021054794907172,23.4992109297297,14.733727462647094,0.574654664520157,0.574654664520157,5.016976352774297
best,5,0,5,nan,nan,nan,nan,nan,nan,0.0,0.0,5.016976352774297
best,6,0,6,nan,nan,nan,nan,nan,nan,0.0,0.0,5.016976352774297
