coil,dr_center,dz_center,width_ratio,height_ratio
1,4.425331871406808,-0.4447225373529058,1.036721386469704,1.036721386469704
2,5.116641557181104,-0.4447225373529058,1.036721386469704,1.036721386469704
3,5.807951246955399,-0.4447225373529058,1.036721386469704,1.036721386469704
4,6.499260929729701,-0.4447225373529058,1.036721386469704,1.036721386469704
