group,feature,count,q10,median,q90,min,max
all,pp,512,641.7349813983243,1781.618535726577,2894.7315957769215,507.0813493593,2998.8207201043365
all,pp0,512,0.007645845152229051,0.04905678671830885,0.09579753127660746,0.0030273849783713,0.0997489519426822
all,series.nncoil_effective,512,2.0,4.0,6.0,2.0,6.0
all,series.llcoil,512,0.5611911408603192,1.0280221104621887,1.443583643436432,0.5002667429216672,1.49941086769104
all,series.rrc,512,2.699169808626175,6.076079607009888,9.75698356628418,2.022098317742348,9.991912364959717
all,series.rrce,512,20.62269503623247,25.36911576986313,29.52239912748337,20.005393216270026,29.999064207077023
all,series.zzc,512,0.21786637790501118,2.4358510226011276,4.717059314250947,0.001621865958441,4.999435842037201
all,series.pitch_effective,512,2.813340860139579,4.721369513869286,9.126808963343509,1.7306262754524748,13.630595475435255
all,series.min_gap_effective,512,1.7876299853126207,3.728970737755298,8.208258062601091,0.4999065473675728,12.726084202528
all,span_r,512,12.826300793886185,18.820154018700123,24.616916084289553,10.383757652714849,27.496788658201694
all,fill_ratio,512,0.09152948469292321,0.19619500037984416,0.4053461521777389,0.0410321763727988,0.7436161163553576
all,area_proxy,512,1.1033488273620606,3.691469430923462,9.839461994171144,0.5005335807800293,13.200284004211426
all,value,512,0.1995295922962273,0.7388121252115292,35.96824461574891,0.1174223501836472,80255.90023599876
all,objective_uniformity,512,0.17633059876206833,0.24472783902701228,0.33619736929083044,0.0790773549363536,0.9609991863556756
all,objective_density_ratio,512,0.0060418875212001405,0.3511495834748689,1.3380951696111798,7.741710841548138e-06,2.390118375845653
top10pct,pp,52,2015.8376514716208,2656.959025516212,2923.122914670956,1565.8497330126463,2994.45715199095
top10pct,pp0,52,0.08573721234745975,0.094564237537384,0.09937877445056431,0.081730836197853,0.0997489519426822
top10pct,series.nncoil_effective,52,2.0,4.0,5.0,2.0,6.0
top10pct,series.llcoil,52,0.6099175170063973,1.0441216230392456,1.4672790348529818,0.5143994335085154,1.496784269809723
top10pct,series.rrc,52,2.5996633887290956,4.365768194198608,9.421427059173585,2.0539820231497288,9.98037815093994
top10pct,series.rrce,52,20.675803914666176,23.408627212047577,28.178081452846527,20.129204457625747,29.56138849258423
top10pct,series.zzc,52,0.1888018567115068,2.2119297832250595,4.320566326379776,0.0182190141640603,4.984467923641205
top10pct,series.pitch_effective,52,3.037872737273574,5.033069171011448,10.536432689428331,2.7138512022793293,13.34205237030983
top10pct,series.min_gap_effective,52,2.133354871198535,4.033209613524377,9.486371916532516,1.305811288456122,11.86451569199562
top10pct,span_r,52,12.716309750080109,18.381347179412842,24.00527632236481,10.716465413570406,26.975711166858673
top10pct,fill_ratio,52,0.09853438657479432,0.18333138023778886,0.34124262960269697,0.0621375490698282,0.5291695260683051
top10pct,area_proxy,52,1.2082160830497741,2.9999266862869263,8.673724937438964,0.7954082489013672,12.9232759475708
top10pct,value,52,0.13741971604261347,0.163124550693855,0.19583314258480128,0.1174223501836472,0.1994953907582886
top10pct,objective_uniformity,52,0.21911511580530343,0.26085540803809204,0.3027733482016286,0.1718000153963031,0.3229943041018153
top10pct,objective_density_ratio,52,1.1554687532619676,1.6096526311326036,2.0278261779663618,0.8920195839137413,2.390118375845653
pareto,pp,15,1302.2734131392986,2597.4284978651403,2928.666919160902,572.8983685631231,2994.45715199095
pareto,pp0,15,0.01794758055361502,0.0954110611257553,0.0995278975433826,0.0128813194088041,0.0996542206075191
pareto,series.nncoil_effective,15,2.0,3.0,6.0,2.0,6.0
pareto,series.llcoil,15,0.521395654603839,0.9322004616260527,1.4794970154762268,0.5123131740838289,1.4962235689163208
pareto,series.rrc,15,2.1921121381223205,3.4557164907455444,6.118470096588134,2.022098317742348,9.924814701080322
pareto,series.rrce,15,20.805522590875626,26.605857014656067,29.698015689849854,20.169169884175066,29.980229139328003
pareto,series.zzc,15,0.23878620192408556,1.0863928496837616,4.115282416343689,0.097122685983777,4.296838045120239
pareto,series.pitch_effective,15,3.2886911210914453,6.82219597697258,12.163987445831298,2.8696249475081763,12.569408237934113
pareto,series.min_gap_effective,15,2.5480451000233493,6.081246544917424,11.021753638982773,1.9374244858821237,11.251455783843994
pareto,span_r,15,17.57672495543957,22.739696502685543,26.189598527550697,11.078792512416836,27.28878390789032
pareto,fill_ratio,15,0.06732055097121528,0.1169053501322674,0.2994013886083067,0.0574603056303681,0.3420500023725855
pareto,area_proxy,15,0.9620464324951172,2.7918996810913086,6.100849533081054,0.8737581968307495,11.193424224853516
pareto,value,15,0.12035460814863022,0.1544392207371635,1.697410478962692,0.1174223501836472,5.791019320728871
pareto,objective_uniformity,15,0.0949193035909057,0.2329644378651316,0.2668706223547964,0.0790773549363536,0.3211982021137521
pareto,objective_density_ratio,15,0.0713184077218896,1.402156654051947,2.2686627039492295,0.0136551702829409,2.390118375845653
