epoch,train_loss,train_data_loss,train_phys_loss,train_rho_loss,train_poisson_loss,train_boundary_loss,train_boundary_operator_loss,train_physics_scale,val_loss,val_data_loss,val_phys_loss,val_balance_score,selection_score_Te,selection_score_phi,selection_valid_flag,train_lr,selected_epoch_flag,selected_epoch_score,selection_mode_effective,unet_optimizer_effective
0.0,1.3885615486627871,1.3885615486627871,0.0,0.0,0.0,0.0,0.0,1.0,1.857083109021187,1.857083109021187,0.0,-0.10935547268193965,-0.13333387176542866,0.015217595175144205,1.0,0.0008,0.0,0.9279528658163616,best_val_allvars_balance,adamw
1.0,1.0754704455181112,1.0754704455181112,0.0,0.0,0.0,0.0,0.0,1.0,1.5436441879719496,1.5436441879719496,0.0,0.1773367095480675,0.40625300195688396,0.28626381134984813,1.0,0.0007996837588909207,0.0,0.9279528658163616,best_val_allvars_balance,adamw
2.0,0.6503234637022695,0.6503234637022695,0.0,0.0,0.0,0.0,0.0,1.0,0.8651658135466278,0.8651658135466278,0.0,0.5663379746412265,0.45543483063380896,0.628615370961249,1.0,0.0007987355356058784,0.0,0.9279528658163616,best_val_allvars_balance,adamw
3.0,0.44668458359985386,0.44668458359985386,0.0,0.0,0.0,0.0,0.0,1.0,0.5477953192545102,0.5477953192545102,0.0,0.7302659866613014,0.576203265083898,0.7387568525759792,1.0,0.0007971568294807893,0.0,0.9279528658163616,best_val_allvars_balance,adamw
4.0,0.356180664691239,0.356180664691239,0.0,0.0,0.0,0.0,0.0,1.0,0.4841097299940884,0.4841097299940884,0.0,0.7667680883951198,0.5704441162120162,0.771244474291112,1.0,0.0007949501367745334,0.0,0.9279528658163616,best_val_allvars_balance,adamw
5.0,0.3083737120191781,0.3083737120191781,0.0,0.0,0.0,0.0,0.0,1.0,0.40727929919958117,0.40727929919958117,0.0,0.7914649650840755,0.5772668901793312,0.8210994540700634,1.0,0.0007921189467218545,0.0,0.9279528658163616,best_val_allvars_balance,adamw
6.0,0.2637656860448244,0.2637656860448244,0.0,0.0,0.0,0.0,0.0,1.0,0.45468918243423107,0.45468918243423107,0.0,0.7933539144167228,0.727267198985974,0.8369620553065376,1.0,0.000788667736016164,0.0,0.9279528658163616,best_val_allvars_balance,adamw
7.0,0.27066266646130394,0.27066266646130394,0.0,0.0,0.0,0.0,0.0,1.0,0.5067112064221874,0.5067112064221874,0.0,0.7782253800314979,0.7117164328366931,0.8454820704878734,1.0,0.0007846019617309682,0.0,0.9279528658163616,best_val_allvars_balance,adamw
8.0,0.2538371855534206,0.2538371855534206,0.0,0.0,0.0,0.0,0.0,1.0,0.48817621932830657,0.48817621932830657,0.0,0.7893093090563982,0.7641913517987037,0.8642254025175715,1.0,0.0007799280526911131,0.0,0.9279528658163616,best_val_allvars_balance,adamw
9.0,0.24323726956244138,0.24323726956244138,0.0,0.0,0.0,0.0,0.0,1.0,0.302553468151018,0.302553468151018,0.0,0.8634258477900438,0.7605397607556166,0.8776942062754285,1.0,0.0007746533993074912,0.0,0.9279528658163616,best_val_allvars_balance,adamw
