case_id,case_index,var,n_points,integral_true,integral_pred,integral_rel_error,p95_true,p95_pred,p95_rel_error,p99_true,p99_pred,p99_rel_error,peak_location_error_px,center_of_mass_error_px,profile_rmse_r,profile_rmse_z,grad_rmse,top10_rmse,shape_corr,distribution_error_score
case_g008_op06,24.0,ne,128000.0,6.92220771531173e+21,1.177568705413808e+22,0.7011461571848804,1.328924870645383e+17,2.4832909316676643e+17,0.8686465928368633,1.3826272098382774e+17,2.568976580630859e+17,0.8580399418953616,131.06105447462264,9.955319506653028,4.8262311107356584e+16,4.224295358128119e+16,1065802652625254.6,1.1394577838973334e+17,0.9942689123717215,0.7313117794665049
case_g006_op05,25.0,ne,128000.0,1.2192748528631447e+23,1.328991105585662e+23,0.08998484014074244,2.1630355802679145e+18,2.4090792895537213e+18,0.11374926586058828,2.3298333303859523e+18,2.5973989572396605e+18,0.11484324795430079,9.219544457292887,3.341358847154381,1.0863437731318858e+17,9.981373856651648e+16,3638826656404069.5,2.457819223639378e+17,0.9987053129249143,0.09962714574417549
case_g021_op05,26.0,ne,128000.0,1.8822045942622726e+22,2.1627698350981216e+22,0.149062031668144,3.247880296737014e+17,3.780489931164483e+17,0.16398684242228886,3.488751717783175e+17,4.0521069924221715e+17,0.16147760580594256,17.72004514666935,6.957730994120783,2.7697922163700696e+16,2.4348340070836612e+16,797408542442263.0,5.314199473124722e+16,0.9959845288874424,0.14468740384293435
case_g056_op02,27.0,ne,128000.0,1.1765470098305172e+21,1.6165336238338296e+21,0.37396432979477195,1.94809686724182e+16,2.6435257741030196e+16,0.3569786074579602,2.0061808839664596e+16,2.809818779578531e+16,0.4005809755415391,61.07372593840988,7.949019645767622,3671590978082651.0,3652213546774447.5,134604558078415.16,7062077291042207.0,0.9900651846782242,0.34035183629329196
case_g038_op01,28.0,ne,128000.0,1.0921043987116509e+23,1.1115493430438078e+23,0.0178050233614076,2.0528558771265336e+18,2.1193731901268948e+18,0.032402329721007116,2.2261828860059738e+18,2.3060701408282015e+18,0.035885306335075896,12.649110640673518,3.800888291683629,4.520090245151363e+16,2.0360750231417204e+16,2774982075607019.0,7.87440584835159e+16,0.9976371379639675,0.03349916203349511
case_g015_op03,29.0,ne,128000.0,1.8465980090870748e+23,1.7397161086019307e+23,0.05788043740932253,3.346467268107173e+18,3.150198134101193e+18,0.058649649998517184,3.6127871372914954e+18,3.390886507077173e+18,0.06142089798865952,7.280109889280518,4.949336317260189,1.129088406190754e+17,9.013423995199614e+16,4495891980701410.5,2.0946048471797072e+17,0.998041322683655,0.056394977906947315
case_g052_op04,30.0,ne,128000.0,5.619318528507025e+22,6.502644221514079e+22,0.15719445134243729,9.286626150526746e+17,1.1311048746294309e+18,0.21799333395721293,9.656982417411407e+17,1.1922511083750397e+18,0.2346000612214301,9.219544457292887,2.0773640380366567,8.544069818605029e+16,7.707103637987171e+16,2248797393053354.5,1.9721073267828848e+17,0.9964093328267123,0.17412405288893218
case_g034_op01,31.0,ne,128000.0,8.734859833808949e+21,1.3259834671968457e+22,0.5180363422255779,1.4986240836868506e+17,2.4280005893056102e+17,0.6201531896727214,1.5976744631303926e+17,2.6315200095003344e+17,0.6470939920666213,16.492422502470642,6.252712556395465,4.280914019557745e+16,3.970605469075964e+16,964455980727535.6,9.424253504398755e+16,0.9954805971935488,0.5229970021679718
case_g007_op03,32.0,ne,128000.0,2.432978294932345e+21,2.7424114940813467e+21,0.12718288518788698,3.9827657152318664e+16,4.662080291345531e+16,0.17056352913646514,4.1529526733494024e+16,4.939750670061273e+16,0.18945508379157835,63.00793600809346,2.8554810301381863,3073751229704606.5,2654772549903816.5,168066212523742.97,6722751525711878.0,0.9920389071448014,0.15950369277467277
case_g039_op03,33.0,ne,128000.0,6.845571032428285e+21,8.28546982013452e+21,0.21034020111474458,1.145934262831153e+17,1.5412001889813786e+17,0.34492897103336356,1.2274051066269533e+17,1.667789230429962e+17,0.3587928072201309,18.0,5.445189565486415,1.3930823507573274e+16,1.3224336839702044e+16,467882760294440.4,3.8684587869462344e+16,0.9875524062740502,0.28198867858609517
case_g004_op01,34.0,ne,128000.0,5.465899591064456e+22,5.7767889643091584e+22,0.05687798834668274,9.917958752168837e+17,1.1202353363234584e+18,0.1295019109436081,1.0769123599243747e+18,1.2351160241068232e+18,0.1469048643787116,8.602325267042627,5.694961108836557,4.7231991626764536e+16,2.950164099880373e+16,1902337641939543.2,1.3119575233072282e+17,0.9947831812238527,0.11055672057226644
case_g055_op06,35.0,ne,128000.0,9.474004995372548e+22,1.0032827905428057e+23,0.05898486546380955,1.794990005788501e+18,1.8716047250542298e+18,0.04268253250361333,1.9645403599020544e+18,2.0079105507048238e+18,0.02207650791400982,28.284271247461902,9.174383334834431,8.227858227374634e+16,5.079549614867008e+16,2774329547901975.5,9.03173824627352e+16,0.9935024802374072,0.05083507137680937
case_g040_op04,36.0,ne,128000.0,3.058481725045155e+22,3.944637311160396e+22,0.2897370871497222,5.737780470108651e+17,7.656504195599565e+17,0.3344017317300013,6.132133750068216e+17,8.238144472303534e+17,0.343438484558803,13.416407864998739,6.727947919491836,8.904225198651651e+16,7.569246326034206e+16,1944327314320801.8,1.9332377583517587e+17,0.9979798908013707,0.27788043656162714
case_g019_op06,37.0,ne,128000.0,2.759409804474556e+21,4.834455099765341e+21,0.7519888100440788,5.045589367293214e+16,9.961040967819589e+16,0.9742076183189964,5.2175006345210104e+16,1.048773912951993e+17,1.0101078781148534,25.019992006393608,4.996641177113628,1.9690842666935988e+16,1.8260473941067188e+16,464537947695242.44,4.833130213712188e+16,0.9906813281189879,0.7953904046518376
case_g045_op03,38.0,ne,128000.0,7.629535384995501e+21,1.3126954555005395e+22,0.7205444227732795,1.5418523110458e+17,2.8376878044550262e+17,0.8404407374985827,1.6012580103254966e+17,2.975020165428674e+17,0.8579267964591946,108.01851693112621,8.378028988463285,5.538422730689365e+16,4.736376408616111e+16,1151374283628994.2,1.2996805728817861e+17,0.9954734997883167,0.7209066994675349
case_g028_op02,39.0,ne,128000.0,9.089996353479594e+22,9.351107806756542e+22,0.02872514389700457,1.766134319549933e+18,1.8473038069654093e+18,0.04595884158808532,1.8892098317346614e+18,1.9900004628634688e+18,0.05335068102851342,5.0,0.6562269125853748,3.5818257932444668e+16,2.571371685352308e+16,2428831421440325.0,8.478635506571056e+16,0.9991171792677765,0.03879897632582977
case_g035_op06,40.0,ne,128000.0,1.8379886654500951e+22,2.158438223915326e+22,0.17434795137148335,3.347688808345763e+17,4.058112201951543e+17,0.21221309215919343,3.586441109707948e+17,4.317732172293e+17,0.2039043832632741,4.47213595499958,7.314214000784376,3.3513231053358616e+16,2.8685534753616892e+16,931183603857693.5,6.919109203155539e+16,0.9945048773859582,0.17079890317405935
case_g049_op01,41.0,ne,128000.0,4.4037855907201784e+21,8.511136236265924e+21,0.9326863356383446,8.458160442693386e+16,1.9417806647140026e+17,1.2957482041989605,8.75466277123837e+16,2.0591537216756384e+17,1.352065151430574,102.0,13.288961095104538,4.132747613852921e+16,3.676831596693892e+16,928207568801583.8,1.0851910820860744e+17,0.9869822005449946,1.0691171698913804
case_g018_op01,42.0,ne,128000.0,9.954879672280587e+22,1.0857922112384498e+23,0.09071354650508108,1.7636158469348257e+18,1.9881628188433974e+18,0.12732192914847956,1.8901222545870236e+18,2.149270722731531e+18,0.13710672286705033,13.601470508735444,1.6454668204680454,9.69751995587045e+16,7.822173128949822e+16,3189281603193909.5,2.274712231138163e+17,0.9977765625283356,0.10845047801277219
case_g060_op05,43.0,ne,128000.0,1.6091333476956944e+21,3.523506438698515e+21,1.1896920126254509,2.8580503496320612e+16,6.4522131684406056e+16,1.2575575581694174,2.9515137922377972e+16,6.927341554738659e+16,1.3470469875346387,124.4025723206719,7.079449884588417,1.7127550260667692e+16,1.6438535623149012e+16,395311832615339.2,3.3674761911235504e+16,0.9748520115778039,1.0711669809994044
case_g002_op01,44.0,ne,128000.0,2.2087886593859767e+23,2.1229032026951024e+23,0.03888351034668464,3.6768811912605435e+18,3.565376528504062e+18,0.030325881353336425,3.9056459928524815e+18,3.769758436543378e+18,0.03479259424888593,35.014282800023196,6.124234677616047,1.1134771275495451e+17,7.433517511451701e+16,7187425471111445.0,1.6021029025259552e+17,0.9954579206766675,0.04769691146418886
case_g050_op01,45.0,ne,128000.0,8.384490085313008e+22,8.713995734966336e+22,0.039299426238277486,1.509793154730033e+18,1.6362007698880855e+18,0.08372512139297363,1.6320319468123612e+18,1.7700098011697034e+18,0.08454359893311933,11.704699910719626,3.5751303535525465,4.893070226668318e+16,3.074386640475365e+16,2462535248565206.0,1.2467699281954494e+17,0.9973176112933418,0.0686779410994182
case_g057_op03,46.0,ne,128000.0,4.888595212932897e+22,5.7139155286100705e+22,0.1688256604870391,8.489407137225637e+17,1.0482218842414121e+18,0.23474097460234902,9.130233829359037e+17,1.1424809139618552e+18,0.25131616047785266,7.280109889280518,2.5924456230686146,8.189182560665954e+16,7.110809918389609e+16,2114325153543221.5,2.009220360566126e+17,0.9978932414024878,0.19894594355043024
case_g013_op06,47.0,ne,128000.0,3.168313825215115e+21,4.782019602259805e+21,0.5093263691879153,5.187014630236487e+16,9.179372940175603e+16,0.7696832560807904,5.493010790715752e+16,1.0227353103657595e+17,0.8618847647166096,26.019223662515376,4.236978774208103,1.5418046632114486e+16,1.4169487381080058e+16,412046156254338.44,3.968970150445366e+16,0.9742999915757483,0.6383897610935065
case_g001_op05,48.0,ne,128000.0,8.985571139214394e+21,1.356478610229417e+22,0.509618686684855,1.6545090025721686e+17,2.628292678302826e+17,0.5885635401298951,1.761536560495539e+17,2.8314569201640538e+17,0.607379025597706,17.0,3.162228012043255,4.396389485921311e+16,4.02473870809374e+16,1068508025359708.6,9.729271332228886e+16,0.9958149366059764,0.4853032293096897
case_g044_op06,49.0,ne,128000.0,8.500178994269134e+22,9.464177632309484e+22,0.11340921628712555,1.4624557500523866e+18,1.691414553599095e+18,0.15655776493648232,1.567564937124779e+18,1.8231046321850652e+18,0.16301697557040032,11.704699910719626,2.151265185606293,9.727927768562915e+16,8.345158404237659e+16,2905602976687451.0,2.296560729768972e+17,0.9987446216069482,0.13174881250243167
case_g051_op01,50.0,ne,128000.0,2.3072817615020322e+23,2.0657482395555987e+23,0.10468314965970865,4.1913288692821125e+18,3.555752214604334e+18,0.1516408457794531,4.5402780763322895e+18,3.798251249585042e+18,0.1634320220638708,2.23606797749979,6.982811127002844,2.501235419864792e+17,2.2300442673725888e+17,9074584013199286.0,6.588636893328269e+17,0.9959313745719837,0.13186519722865223
case_g014_op02,51.0,ne,128000.0,2.896964733761482e+22,3.5818039428821847e+22,0.23639887677593258,5.437339828351925e+17,7.060241788635708e+17,0.29847352041921016,5.873973182126147e+17,7.805864061011859e+17,0.32888997259371966,7.615773105863909,1.3468304430658735,6.949193025574946e+16,5.901527083320849e+16,1740300911788630.0,1.6405168609055264e+17,0.9972031695527559,0.24887882355399474
case_g048_op06,52.0,ne,128000.0,1.973347468766039e+21,4.1672709054980576e+21,1.111777561456984,3.799363503521792e+16,9.434040449011549e+16,1.4830581333601627,3.981940557525024e+16,1.0230766958412824e+17,1.5692917336696155,73.00684899377592,8.756487921399788,2.1494086151465868e+16,1.9271851823738892e+16,495084090986670.6,5.621123738473684e+16,0.9845818076605177,1.2431825238118854
case_g058_op05,53.0,ne,128000.0,8.479087458735079e+21,1.2119171229895795e+22,0.42930135924128654,1.490742913187971e+17,2.3723333635633306e+17,0.5913765831628663,1.598659671934527e+17,2.6180148146915504e+17,0.6376311110190881,13.0,3.2994602968449405,3.627571731042901e+16,3.2225511489309388e+16,905768894239297.6,8.906050425350837e+16,0.9907661400430865,0.48923812201713107
case_g037_op02,54.0,ne,128000.0,8.287067404874621e+21,1.4272383697854027e+22,0.7222478110240449,1.767008721633804e+17,3.3256984039915514e+17,0.8821063887656186,1.847703357465035e+17,3.456409476736955e+17,0.870651727060231,28.460498941515414,5.896300087218373,6.1705052909754584e+16,5.3296939512932584e+16,1341393279288301.2,1.5447981486650976e+17,0.9947277893367418,0.7154067295969435
case_g043_op05,55.0,ne,128000.0,9.453638439836812e+22,1.0478387676892476e+23,0.1083973375518001,1.6161553603717233e+18,1.862545999935832e+18,0.15245479834775155,1.731854396105383e+18,2.0022989292296786e+18,0.1561589321437616,18.439088914585774,2.4988544082079325,1.0411665870056338e+17,8.912993882055395e+16,3157690045829779.0,2.459836522415261e+17,0.9986277691307243,0.13033046866562234
case_g053_op04,56.0,ne,128000.0,2.008587782712609e+23,1.8773566398667215e+23,0.06533502990278023,3.4663088815740027e+18,3.293529411618131e+18,0.049845376121649895,3.703739943106359e+18,3.51151347696071e+18,0.05190063803033283,17.26267650163207,3.3458071135824365,1.2194860557690626e+17,1.0874925628876427e+17,5038130943327299.0,1.8136580775931514e+17,0.9982443112357915,0.05294308747372135
case_g047_op03,57.0,ne,128000.0,4.846550936286707e+21,6.641072636537797e+21,0.3702677891643089,7.875994032495656e+16,1.236307126427582e+17,0.5697156718589274,8.373695358152211e+16,1.3787566591845597e+17,0.6465331018309272,40.01249804748511,2.5782936618856267,1.728928901762977e+16,1.6175032714220574e+16,524966255375044.56,4.560260675563612e+16,0.9845718188806611,0.4891370308008381
case_g020_op02,58.0,ne,128000.0,2.8347789179105048e+23,2.3372390235065015e+23,0.1755127679483155,5.125269521541208e+18,4.0032872983234084e+18,0.2189118481481167,5.516045629755123e+18,4.266242840597375e+18,0.22657586123217602,9.0,8.997013631853612,4.9128040464729274e+17,4.3862712436880966e+17,1.3768955179212454e+16,1.1406484697022164e+18,0.9945824109579823,0.1884059687618008
case_g027_op03,59.0,ne,128000.0,1.876933613423482e+21,6.5748864842328e+21,2.5029936259921115,4.199738121471917e+16,1.952795262963417e+17,3.6498024554897834,4.580789904895639e+16,2.242204176423164e+17,3.8947981090048414,114.0701538527936,14.321920273859863,5.11345358530568e+16,4.21345754575706e+16,1192057216266359.2,1.5225716346810774e+17,0.956733017524378,2.9883017364931312
case_g041_op04,60.0,ne,128000.0,1.1093088769758156e+23,1.127372742852835e+23,0.016283891936630733,2.1357623249079368e+18,2.2019886177962685e+18,0.031008269092482704,2.301861041267162e+18,2.393743532266944e+18,0.03991661066960023,11.704699910719626,4.724853644440009,6.026216382885524e+16,1.817419004905409e+16,3166272902173748.5,9.086982456360747e+16,0.9963142224980016,0.03561439749685424
case_g031_op03,61.0,ne,128000.0,2.2163480786905362e+23,1.853763191365593e+23,0.16359564222383602,4.2984282837263304e+18,3.448009008614264e+18,0.19784423956349775,4.61911849163127e+18,3.6942168255080745e+18,0.20023337089076507,30.066592756745816,18.88527555458804,4.424173812019477e+17,3.1400225885218323e+17,1.1015713460271242e+16,9.079164904941007e+17,0.9821472994033517,0.18179482745706665
case_g054_op02,62.0,ne,128000.0,1.48577562103391e+22,2.1920061985795317e+22,0.4753278809718089,2.785711201160526e+17,4.33123028899568e+17,0.5548023381574125,3.0010839751779674e+17,4.786931820095392e+17,0.5950676021358323,7.280109889280518,4.741791285358503,7.073031533089007e+16,6.0517170527497976e+16,1538740587717217.0,1.5693933655642653e+17,0.9959449421192517,0.46388172264004573
case_g059_op06,63.0,ne,128000.0,1.0555708401030273e+22,1.2984190302681723e+22,0.23006337513211536,1.790300329280012e+17,2.4214777709335674e+17,0.3525539437885205,1.9259194570050634e+17,2.5675585988960714e+17,0.3331599042510328,13.416407864998739,2.6619646446137866,2.4102059162745416e+16,2.1438840947890624e+16,722478332013275.6,6.131966532622666e+16,0.9915652576487456,0.28338467191211797
case_g016_op02,64.0,ne,128000.0,2.990600323101362e+22,3.911721433715055e+22,0.30800542068371656,5.889084780602982e+17,8.016956645856772e+17,0.36132471250242676,6.250455797233772e+17,8.664520973446491e+17,0.3862222619478564,27.65863337187866,2.8108882445833507,9.354598114829157e+16,8.026563901538709e+16,2093820023629800.2,2.1482269643247318e+17,0.9984365490812109,0.3024277316108872
case_g042_op06,65.0,ne,128000.0,3.113597775791473e+23,2.5307171728857854e+23,0.18720484946310056,5.48107934579766e+18,4.2384919532631224e+18,0.22670487218675794,5.868730564999622e+18,4.5052392520951844e+18,0.2323315575324125,9.055385138137417,7.554931789148432,5.454374082422234e+17,5.226960330786927e+17,1.686848317691022e+16,1.2565137003466388e+18,0.9935060567562357,0.19490565627416534
case_g003_op04,66.0,ne,128000.0,3.0785071537188044e+22,4.0935180117590655e+22,0.329708786550695,5.6649539910253926e+17,7.894929890468686e+17,0.39364413249888613,6.072607035789987e+17,8.603234772557862e+17,0.41672838730600753,15.811388300841896,4.707316692456535,9.997197309502003e+16,8.720599453860237e+16,2243583798743268.5,2.251875829348794e+17,0.9980881356732487,0.328758404530311
case_g030_op03,67.0,ne,128000.0,3.056524511994662e+21,4.747401227886767e+21,0.553202406608103,4.9805184867500024e+16,8.588930901092595e+16,0.724505375081387,5.219381297620713e+16,1.0008993229707411e+17,0.9176589444174298,6.4031242374328485,4.496187073479669,1.570918544207859e+16,1.5025766435989256e+16,416635733616491.0,3.801252127787416e+16,0.9864280898004126,0.6436631128230408
case_g011_op02,68.0,ne,128000.0,1.6810630700921914e+23,1.6376566825348884e+23,0.025820796571851722,3.3246094442394286e+18,3.1773829681104543e+18,0.04428384103404223,3.632519929538679e+18,3.452248005270852e+18,0.049627236123855424,20.396078054371138,12.744319298301019,1.451923524151584e+17,4.216300691075869e+16,5290141492263716.0,2.178401641800346e+17,0.9902304418759119,0.05658803278495189
case_g036_op02,69.0,ne,128000.0,3.1571574597021323e+23,2.4811689690510005e+23,0.21411301123856813,5.667403520825463e+18,4.1544635225850506e+18,0.26695469851069487,6.100115733697989e+18,4.421507527378647e+18,0.27517645231654353,5.0,8.586841051436819,6.386599683873284e+17,6.146177415440733e+17,1.931790942401275e+16,1.5320606705859779e+18,0.9916014440252024,0.2273537581943351
case_g005_op02,70.0,ne,128000.0,6.676613725222993e+21,1.2268170282973694e+22,0.8374839084410186,1.1786757734861371e+17,2.4677868900030874e+17,1.0936944200559764,1.25743571037512e+17,2.7416452438664675e+17,1.1803462564687113,8.54400374531753,6.0652150015220085,5.51097708045573e+16,4.904025759227357e+16,1209857951727496.0,1.305609473517907e+17,0.9871242278897404,0.9034800603194801
