epoch,train_loss,train_data_loss,train_phys_loss,train_rho_loss,train_poisson_loss,train_boundary_loss,train_boundary_operator_loss,train_physics_scale,val_loss,val_data_loss,val_phys_loss,val_balance_score,selection_score_Te,selection_score_phi,selection_valid_flag,train_lr,selected_epoch_flag,selected_epoch_score,selection_mode_effective,unet_optimizer_effective
33.0,0.07572126125585546,0.07572126125585546,0.0,0.0,0.0,0.0,0.0,1.0,0.12560950400657023,0.12560950400657023,0.0,0.94024285749384,0.883944596287574,0.9468444934706934,1.0,0.00050224665297619,0.0,0.9722061548275239,best_val_allvars_balance,adamw
34.0,0.05013797033397404,0.05013797033397404,0.0,0.0,0.0,0.0,0.0,1.0,0.12048210728680714,0.12048210728680714,0.0,0.9418619793551433,0.8805484358468452,0.95589090777118,1.0,0.0004867915232425272,0.0,0.9722061548275239,best_val_allvars_balance,adamw
35.0,0.04333820117052551,0.04333820117052551,0.0,0.0,0.0,0.0,0.0,1.0,0.1196294701367151,0.1196294701367151,0.0,0.9372329879072233,0.8658497266111036,0.9470804722394085,1.0,0.00047119915827102026,0.0,0.9722061548275239,best_val_allvars_balance,adamw
36.0,0.06192027462001978,0.06192027462001978,0.0,0.0,0.0,0.0,0.0,1.0,0.18398349912604317,0.18398349912604317,0.0,0.9273443824521036,0.8938186886929735,0.9416703073170632,1.0,0.0004554942127956274,0.0,0.9722061548275239,best_val_allvars_balance,adamw
37.0,0.042889644612720046,0.042889644612720046,0.0,0.0,0.0,0.0,0.0,1.0,0.12084073681035079,0.12084073681035079,0.0,0.9425144357296589,0.8963960958288775,0.9468888197861292,1.0,0.0004397015195632247,0.0,0.9722061548275239,best_val_allvars_balance,adamw
38.0,0.04576412127146758,0.04576412127146758,0.0,0.0,0.0,0.0,0.0,1.0,0.1611402397393249,0.1611402397393249,0.0,0.8787124278691185,0.7087081572937516,0.8682126645934957,1.0,0.00042384605006792796,0.0,0.9722061548275239,best_val_allvars_balance,adamw
39.0,0.034273152486876686,0.034273152486876686,0.0,0.0,0.0,0.0,0.0,1.0,0.13647864462109283,0.13647864462109283,0.0,0.9148260245473593,0.814393370729026,0.9112546251772501,1.0,0.00040795287506602805,0.0,0.9722061548275239,best_val_allvars_balance,adamw
40.0,0.03586361483716196,0.03586361483716196,0.0,0.0,0.0,0.0,0.0,1.0,0.09895085512544029,0.09895085512544029,0.0,0.9539636865035569,0.9137238066642374,0.9573943688298806,1.0,0.00039204712493397194,0.0,0.9722061548275239,best_val_allvars_balance,adamw
41.0,0.030674967304054876,0.030674967304054876,0.0,0.0,0.0,0.0,0.0,1.0,0.09999771111179143,0.09999771111179143,0.0,0.9466592368903045,0.8901646509511008,0.9487158976851374,1.0,0.0003761539499320721,0.0,0.9722061548275239,best_val_allvars_balance,adamw
42.0,0.027435442665277265,0.027435442665277265,0.0,0.0,0.0,0.0,0.0,1.0,0.11505389510421082,0.11505389510421082,0.0,0.9290244446822298,0.8395074985379193,0.9339529518866877,1.0,0.00036029848043677543,0.0,0.9722061548275239,best_val_allvars_balance,adamw
43.0,0.025682415548554,0.025682415548554,0.0,0.0,0.0,0.0,0.0,1.0,0.08848920464515686,0.08848920464515686,0.0,0.9595872375085283,0.9242804508291933,0.96362934839004,1.0,0.00034450578720437276,0.0,0.9722061548275239,best_val_allvars_balance,adamw
44.0,0.02729769909743017,0.02729769909743017,0.0,0.0,0.0,0.0,0.0,1.0,0.10841031415038743,0.10841031415038743,0.0,0.9579980805979321,0.9314206305166525,0.9713246206143801,1.0,0.00032880084172898,0.0,0.9722061548275239,best_val_allvars_balance,adamw
45.0,0.02842950892856884,0.02842950892856884,0.0,0.0,0.0,0.0,0.0,1.0,0.09907601703889668,0.09907601703889668,0.0,0.9507930307480624,0.9063639466819201,0.9555396745170323,1.0,0.0003132084767574728,0.0,0.9722061548275239,best_val_allvars_balance,adamw
46.0,0.03471108381019636,0.03471108381019636,0.0,0.0,0.0,0.0,0.0,1.0,0.08269622974912635,0.08269622974912635,0.0,0.9661521463171885,0.9357467918552961,0.9716475289173656,1.0,0.0002977533470238102,0.0,0.9722061548275239,best_val_allvars_balance,adamw
47.0,0.029627582521253894,0.029627582521253894,0.0,0.0,0.0,0.0,0.0,1.0,0.08355915261781774,0.08355915261781774,0.0,0.9647362768396555,0.9368144136213185,0.9655811205868987,1.0,0.00028245989026483173,0.0,0.9722061548275239,best_val_allvars_balance,adamw
48.0,0.03341242328296639,0.03341242328296639,0.0,0.0,0.0,0.0,0.0,1.0,0.0905046638508793,0.0905046638508793,0.0,0.9624911351109269,0.9384016619498432,0.9679749842324255,1.0,0.0002673522885791729,0.0,0.9722061548275239,best_val_allvars_balance,adamw
49.0,0.022819235464096137,0.022819235464096137,0.0,0.0,0.0,0.0,0.0,1.0,0.0999349322868511,0.0999349322868511,0.0,0.944913073228725,0.8875932892990896,0.9453135400611082,1.0,0.0002524544301903969,0.0,0.9722061548275239,best_val_allvars_balance,adamw
50.0,0.02050309706260518,0.02050309706260518,0.0,0.0,0.0,0.0,0.0,1.0,0.09529650262556971,0.09529650262556971,0.0,0.9541125726671684,0.9129124587802517,0.9592584174895551,1.0,0.00023778987167480246,0.0,0.9722061548275239,best_val_allvars_balance,adamw
51.0,0.017930342140365534,0.017930342140365534,0.0,0.0,0.0,0.0,0.0,1.0,0.08699983099359088,0.08699983099359088,0.0,0.9622852866100775,0.9338927464645203,0.9676901356871579,1.0,0.0002233818007136354,0.0,0.9722061548275239,best_val_allvars_balance,adamw
52.0,0.019763645082159952,0.019763645082159952,0.0,0.0,0.0,0.0,0.0,1.0,0.08989713853225112,0.08989713853225112,0.0,0.9567990266275539,0.9188347466384021,0.9604273441678854,1.0,0.00020925299942859766,0.0,0.9722061548275239,best_val_allvars_balance,adamw
53.0,0.01938270840865847,0.01938270840865847,0.0,0.0,0.0,0.0,0.0,1.0,0.08493216952192596,0.08493216952192596,0.0,0.9661028412147874,0.9435256074345437,0.9736225229424936,1.0,0.00019542580835863117,0.0,0.9722061548275239,best_val_allvars_balance,adamw
54.0,0.018713280543463308,0.018713280543463308,0.0,0.0,0.0,0.0,0.0,1.0,0.07617106994730422,0.07617106994730422,0.0,0.9715359058233722,0.9542405298504378,0.9789545709358233,1.0,0.0001819220911349331,0.0,0.9722061548275239,best_val_allvars_balance,adamw
55.0,0.019012024878656785,0.019012024878656785,0.0,0.0,0.0,0.0,0.0,1.0,0.07877697781659664,0.07877697781659664,0.0,0.9692796527858307,0.9492355016468896,0.976452473389654,1.0,0.0001687631999100606,0.0,0.9722061548275239,best_val_allvars_balance,adamw
56.0,0.01621463155218808,0.01621463155218808,0.0,0.0,0.0,0.0,0.0,1.0,0.08305237048771233,0.08305237048771233,0.0,0.9676390891988113,0.9447335164952632,0.9775790435965827,1.0,0.00015596994159579027,0.0,0.9722061548275239,best_val_allvars_balance,adamw
57.0,0.016529024880358904,0.016529024880358904,0.0,0.0,0.0,0.0,0.0,1.0,0.08636011320631952,0.08636011320631952,0.0,0.9590774876053494,0.9220504095963802,0.9648192554925813,1.0,0.0001435625449631121,0.0,0.9722061548275239,best_val_allvars_balance,adamw
58.0,0.015602808963028814,0.015602808963028814,0.0,0.0,0.0,0.0,0.0,1.0,0.08242912919959053,0.08242912919959053,0.0,0.9665223624407978,0.9458834768017323,0.9732110364464099,1.0,0.00013156062865638524,0.0,0.9722061548275239,best_val_allvars_balance,adamw
59.0,0.01497128124236856,0.01497128124236856,0.0,0.0,0.0,0.0,0.0,1.0,0.0856202732946258,0.0856202732946258,0.0,0.9687877217508147,0.9554012716657553,0.978267259406751,1.0,0.00011998317017222991,0.0,0.9722061548275239,best_val_allvars_balance,adamw
60.0,0.01479211696200233,0.01479211696200233,0.0,0.0,0.0,0.0,0.0,1.0,0.07436360844294541,0.07436360844294541,0.0,0.9698265120567544,0.9497228282222667,0.9751030709518357,1.0,0.00010884847585220237,0.0,0.9722061548275239,best_val_allvars_balance,adamw
61.0,0.016244164144433738,0.016244164144433738,0.0,0.0,0.0,0.0,0.0,1.0,0.07380847811000421,0.07380847811000421,0.0,0.9722061548275239,0.9559625782171595,0.9780508825849664,1.0,9.817415193670791e-05,1.0,0.9722061548275239,best_val_allvars_balance,adamw
62.0,0.015658434431490113,0.015658434431490113,0.0,0.0,0.0,0.0,0.0,1.0,0.08099287629593163,0.08099287629593163,0.0,0.9684343783394562,0.9515953277792479,0.975629334980213,1.0,8.79770767259152e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
63.0,0.01585387390164249,0.01585387390164249,0.0,0.0,0.0,0.0,0.0,1.0,0.07743796414579265,0.07743796414579265,0.0,0.9703547577368037,0.9541835372090626,0.9773543586922278,1.0,7.82733738916941e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
64.0,0.013905041638789774,0.013905041638789774,0.0,0.0,0.0,0.0,0.0,1.0,0.0765123779885471,0.0765123779885471,0.0,0.9689509511301376,0.9494082908407475,0.9747085397263037,1.0,6.907838698277718e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
65.0,0.01348069082155071,0.01348069082155071,0.0,0.0,0.0,0.0,0.0,1.0,0.0760925174865406,0.0760925174865406,0.0,0.9692244964615947,0.9503041389116799,0.9749584080320982,1.0,6.040665516345438e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
66.0,0.013411535333316548,0.013411535333316548,0.0,0.0,0.0,0.0,0.0,1.0,0.07439947089296765,0.07439947089296765,0.0,0.9714192066536436,0.9554286099615322,0.977993657857616,1.0,5.227189022416701e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
67.0,0.013127595202252786,0.013127595202252786,0.0,0.0,0.0,0.0,0.0,1.0,0.07483896523481234,0.07483896523481234,0.0,0.9702587725640278,0.9525401751503769,0.97634715496846,1.0,4.468695490034733e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
68.0,0.012981783179360147,0.012981783179360147,0.0,0.0,0.0,0.0,0.0,1.0,0.07595102473860607,0.07595102473860607,0.0,0.9702400284765982,0.952963697522468,0.9769959118664706,1.0,3.7663842533790695e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
69.0,0.01287652485028601,0.01287652485028601,0.0,0.0,0.0,0.0,0.0,1.0,0.0748404701531399,0.0748404701531399,0.0,0.9695353766388006,0.95032808330368,0.9752463030121559,1.0,3.121365810871737e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
70.0,0.01281163930736097,0.01281163930736097,0.0,0.0,0.0,0.0,0.0,1.0,0.07470600800588727,0.07470600800588727,0.0,0.9712075582733704,0.9557233005776584,0.9777235218003646,1.0,2.534660069250889e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
71.0,0.012564507621081912,0.012564507621081912,0.0,0.0,0.0,0.0,0.0,1.0,0.07401688890531659,0.07401688890531659,0.0,0.9707404959785937,0.9535020514262829,0.9768370382244471,1.0,2.007194730888693e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
72.0,0.0124358524265958,0.0124358524265958,0.0,0.0,0.0,0.0,0.0,1.0,0.0739570013131015,0.0739570013131015,0.0,0.9706545246394481,0.9532401923010229,0.9767154730700237,1.0,1.5398038269031834e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
73.0,0.012492969457147752,0.012492969457147752,0.0,0.0,0.0,0.0,0.0,1.0,0.07388964623678476,0.07388964623678476,0.0,0.971111045705233,0.9546281029722877,0.9773931228518361,1.0,1.1332263983835979e-05,0.0,0.9722061548275239,best_val_allvars_balance,adamw
74.0,0.01236931742524037,0.01236931742524037,0.0,0.0,0.0,0.0,0.0,1.0,0.07423540711170062,0.07423540711170062,0.0,0.9706331833282411,0.9535006885200418,0.9767696003589246,1.0,7.881053278145567e-06,0.0,0.9722061548275239,best_val_allvars_balance,adamw
75.0,0.012304959949536572,0.012304959949536572,0.0,0.0,0.0,0.0,0.0,1.0,0.07443833340657875,0.07443833340657875,0.0,0.9703449145725611,0.9526769854010472,0.9764463915478919,1.0,5.0498632254666555e-06,0.0,0.9722061548275239,best_val_allvars_balance,adamw
76.0,0.012272893424167165,0.012272893424167165,0.0,0.0,0.0,0.0,0.0,1.0,0.0743654414312914,0.0743654414312914,0.0,0.9705036777000167,0.9531467248442546,0.9766445752265268,1.0,2.843170519210636e-06,0.0,0.9722061548275239,best_val_allvars_balance,adamw
77.0,0.012255212135567827,0.012255212135567827,0.0,0.0,0.0,0.0,0.0,1.0,0.07431613650987856,0.07431613650987856,0.0,0.9705352265674476,0.9532010659055137,0.9766806803034609,1.0,1.2644643941216671e-06,0.0,0.9722061548275239,best_val_allvars_balance,adamw
78.0,0.012241463659296613,0.012241463659296613,0.0,0.0,0.0,0.0,0.0,1.0,0.07431551798363216,0.07431551798363216,0.0,0.9705339911051895,0.9531930785029243,0.9766776283547616,1.0,3.1624110907926273e-07,0.0,0.9722061548275239,best_val_allvars_balance,adamw
79.0,0.012236870133832903,0.012236870133832903,0.0,0.0,0.0,0.0,0.0,1.0,0.07431551798363216,0.07431551798363216,0.0,0.9705339911051895,0.9531930785029243,0.9766776283547616,1.0,0.0,0.0,0.9722061548275239,best_val_allvars_balance,adamw
