epoch,train_loss,train_data_loss,train_phys_loss,train_rho_loss,train_poisson_loss,train_boundary_loss,train_boundary_operator_loss,train_physics_scale,val_loss,val_data_loss,val_phys_loss,val_balance_score,selection_score_Te,selection_score_phi,selection_valid_flag,train_lr,selected_epoch_flag,selected_epoch_score,selection_mode_effective,unet_optimizer_effective
0.0,1.2077505626542742,1.2077505626542742,0.0,0.0,0.0,0.0,0.0,1.0,0.9392262578941881,0.9392262578941881,0.0,0.43054575823830377,0.07182234401345067,0.4408904530942338,1.0,0.0008,0.0,0.9722061548275239,best_val_allvars_balance,adamw
1.0,0.47706304383968423,0.47706304383968423,0.0,0.0,0.0,0.0,0.0,1.0,0.5076088314410299,0.5076088314410299,0.0,0.6958865146065871,0.33816004450616355,0.731334689784385,1.0,0.0007996837588909207,0.0,0.9722061548275239,best_val_allvars_balance,adamw
2.0,0.30714193833458525,0.30714193833458525,0.0,0.0,0.0,0.0,0.0,1.0,0.48633180228061973,0.48633180228061973,0.0,0.7248395195726833,0.385571983541081,0.7523251051987694,1.0,0.0007987355356058784,0.0,0.9722061548275239,best_val_allvars_balance,adamw
3.0,0.24814194395846367,0.24814194395846367,0.0,0.0,0.0,0.0,0.0,1.0,0.38847537979017943,0.38847537979017943,0.0,0.7974247060785673,0.5527941062589405,0.8137580810749317,1.0,0.0007971568294807893,0.0,0.9722061548275239,best_val_allvars_balance,adamw
4.0,0.21400709035328674,0.21400709035328674,0.0,0.0,0.0,0.0,0.0,1.0,0.36535214501200247,0.36535214501200247,0.0,0.7668444161395921,0.4673774287048602,0.7622095151368274,1.0,0.0007949501367745334,0.0,0.9722061548275239,best_val_allvars_balance,adamw
5.0,0.2167674124647886,0.2167674124647886,0.0,0.0,0.0,0.0,0.0,1.0,0.3822016790509224,0.3822016790509224,0.0,0.8072547516560805,0.571125533701019,0.8230510691205121,1.0,0.0007921189467218545,0.0,0.9722061548275239,best_val_allvars_balance,adamw
6.0,0.19027053402747698,0.19027053402747698,0.0,0.0,0.0,0.0,0.0,1.0,0.27511500786058607,0.27511500786058607,0.0,0.8351736604990122,0.6178248182672907,0.8716384453034771,1.0,0.000788667736016164,0.0,0.9722061548275239,best_val_allvars_balance,adamw
7.0,0.12829083602912644,0.12829083602912644,0.0,0.0,0.0,0.0,0.0,1.0,0.2231866024550982,0.2231866024550982,0.0,0.8972029262144353,0.7939425201567598,0.9007875714900373,1.0,0.0007846019617309682,0.0,0.9722061548275239,best_val_allvars_balance,adamw
8.0,0.15252384473404004,0.15252384473404004,0.0,0.0,0.0,0.0,0.0,1.0,0.24805902150692416,0.24805902150692416,0.0,0.8956238926250651,0.826347477786113,0.9386468489862039,1.0,0.0007799280526911131,0.0,0.9722061548275239,best_val_allvars_balance,adamw
9.0,0.14975942607174703,0.14975942607174703,0.0,0.0,0.0,0.0,0.0,1.0,0.28772034697467463,0.28772034697467463,0.0,0.805658777691299,0.533426988845429,0.7957165483705252,1.0,0.0007746533993074912,0.0,0.9722061548275239,best_val_allvars_balance,adamw
10.0,0.1573126992879201,0.1573126992879201,0.0,0.0,0.0,0.0,0.0,1.0,0.3558519705897197,0.3558519705897197,0.0,0.8576407973432429,0.8107302825770817,0.9157045703954603,1.0,0.0007687863418912827,0.0,0.9722061548275239,best_val_allvars_balance,adamw
11.0,0.1439260746475362,0.1439260746475362,0.0,0.0,0.0,0.0,0.0,1.0,0.20664597692666575,0.20664597692666575,0.0,0.9024409516734082,0.7949095125273353,0.9160941942418732,1.0,0.0007623361574662093,0.0,0.9722061548275239,best_val_allvars_balance,adamw
12.0,0.10251515994151777,0.10251515994151777,0.0,0.0,0.0,0.0,0.0,1.0,0.2441513799945824,0.2441513799945824,0.0,0.8795788803655,0.7866232088620855,0.8825161198030413,1.0,0.0007553130450996528,0.0,0.9722061548275239,best_val_allvars_balance,adamw
13.0,0.11553466950149371,0.11553466950149371,0.0,0.0,0.0,0.0,0.0,1.0,0.3957907276926562,0.3957907276926562,0.0,0.622910447532749,-0.036354333293584284,0.612448015967575,1.0,0.0007477281097758331,0.0,0.9722061548275239,best_val_allvars_balance,adamw
14.0,0.10210104390686352,0.10210104390686352,0.0,0.0,0.0,0.0,0.0,1.0,0.2046430925023742,0.2046430925023742,0.0,0.856701851411765,0.6515676212909354,0.8392434462337839,1.0,0.0007395933448365457,0.0,0.9722061548275239,best_val_allvars_balance,adamw
15.0,0.08755645591036426,0.08755645591036426,0.0,0.0,0.0,0.0,0.0,1.0,0.19004273370373992,0.19004273370373992,0.0,0.9047140329585214,0.8131893455056993,0.9067651011193588,1.0,0.000730921613017223,0.0,0.9722061548275239,best_val_allvars_balance,adamw
16.0,0.0982217587272237,0.0982217587272237,0.0,0.0,0.0,0.0,0.0,1.0,0.16321607021964157,0.16321607021964157,0.0,0.9224740016954923,0.8360016642302615,0.9344873599588389,1.0,0.0007217266261083059,0.0,0.9722061548275239,best_val_allvars_balance,adamw
17.0,0.10275417932859181,0.10275417932859181,0.0,0.0,0.0,0.0,0.0,1.0,0.18042529134545476,0.18042529134545476,0.0,0.8940598565341635,0.7853089990531513,0.8735371929932595,1.0,0.0007120229232740849,0.0,0.9722061548275239,best_val_allvars_balance,adamw
18.0,0.10783150223155287,0.10783150223155287,0.0,0.0,0.0,0.0,0.0,1.0,0.21396762527292595,0.21396762527292595,0.0,0.8848636613763339,0.783908537173431,0.8834186915873009,1.0,0.0007018258480632921,0.0,0.9722061548275239,best_val_allvars_balance,adamw
19.0,0.0699852954018046,0.0699852954018046,0.0,0.0,0.0,0.0,0.0,1.0,0.19305204170523213,0.19305204170523213,0.0,0.9214703142283182,0.892764304042469,0.9331978110045451,1.0,0.0006911515241477977,0.0,0.9722061548275239,best_val_allvars_balance,adamw
20.0,0.06294053051025279,0.06294053051025279,0.0,0.0,0.0,0.0,0.0,1.0,0.13925127203110604,0.13925127203110604,0.0,0.9426788649996497,0.8930285356341487,0.9507458433285803,1.0,0.0006800168298277702,0.0,0.9722061548275239,best_val_allvars_balance,adamw
21.0,0.14143939352883303,0.14143939352883303,0.0,0.0,0.0,0.0,0.0,1.0,0.23320029177702964,0.23320029177702964,0.0,0.8539704223175659,0.6878123282263049,0.8212803433727356,1.0,0.0006684393713436148,0.0,0.9722061548275239,best_val_allvars_balance,adamw
22.0,0.067479706279495,0.067479706279495,0.0,0.0,0.0,0.0,0.0,1.0,0.1986523636383936,0.1986523636383936,0.0,0.8706624652338731,0.7157572152672104,0.8592468278039705,1.0,0.000656437455036888,0.0,0.9722061548275239,best_val_allvars_balance,adamw
23.0,0.07635106721890184,0.07635106721890184,0.0,0.0,0.0,0.0,0.0,1.0,0.1607243531383574,0.1607243531383574,0.0,0.9287391931455029,0.8830968982985704,0.9362855560018636,1.0,0.0006440300584042098,0.0,0.9722061548275239,best_val_allvars_balance,adamw
24.0,0.059885118733645486,0.059885118733645486,0.0,0.0,0.0,0.0,0.0,1.0,0.14228221421362833,0.14228221421362833,0.0,0.9251419495046701,0.8567069477218858,0.9169424926186401,1.0,0.0006312368000899394,0.0,0.9722061548275239,best_val_allvars_balance,adamw
25.0,0.06983867967928349,0.06983867967928349,0.0,0.0,0.0,0.0,0.0,1.0,0.1373817016312387,0.1373817016312387,0.0,0.9398292615114128,0.8902822231417797,0.9512433357791564,1.0,0.000618077908865067,0.0,0.9722061548275239,best_val_allvars_balance,adamw
26.0,0.06626876236566975,0.06626876236566975,0.0,0.0,0.0,0.0,0.0,1.0,0.12970761644537562,0.12970761644537562,0.0,0.9444901456789961,0.8898617235116351,0.9510449563567476,1.0,0.000604574191641369,0.0,0.9722061548275239,best_val_allvars_balance,adamw
27.0,0.06133393947894467,0.06133393947894467,0.0,0.0,0.0,0.0,0.0,1.0,0.13136337470496073,0.13136337470496073,0.0,0.9389681897923002,0.8915074847603922,0.9424929439607741,1.0,0.0005907470005714025,0.0,0.9722061548275239,best_val_allvars_balance,adamw
28.0,0.07891778645765184,0.07891778645765184,0.0,0.0,0.0,0.0,0.0,1.0,0.13903066418133675,0.13903066418133675,0.0,0.939275037327552,0.8752724981079655,0.9521072716021947,1.0,0.0005766181992863648,0.0,0.9722061548275239,best_val_allvars_balance,adamw
29.0,0.07121024249806672,0.07121024249806672,0.0,0.0,0.0,0.0,0.0,1.0,0.11829735936480573,0.11829735936480573,0.0,0.9544837380976442,0.9240266889704244,0.9633070218044669,1.0,0.0005622101283251975,0.0,0.9722061548275239,best_val_allvars_balance,adamw
30.0,0.07342374521017361,0.07342374521017361,0.0,0.0,0.0,0.0,0.0,1.0,0.13038579950807616,0.13038579950807616,0.0,0.9232736903717025,0.8233147352553142,0.9251405561602231,1.0,0.0005475455698096031,0.0,0.9722061548275239,best_val_allvars_balance,adamw
31.0,0.06824687438594952,0.06824687438594952,0.0,0.0,0.0,0.0,0.0,1.0,0.15519998311647215,0.15519998311647215,0.0,0.9075979754169841,0.7893659106921687,0.9130634575509722,1.0,0.0005326477114208272,0.0,0.9722061548275239,best_val_allvars_balance,adamw
32.0,0.08353432901948647,0.08353432901948647,0.0,0.0,0.0,0.0,0.0,1.0,0.13784610742004588,0.13784610742004588,0.0,0.9338300449884742,0.8782475531824425,0.9421418623391273,1.0,0.0005175401097351685,0.0,0.9722061548275239,best_val_allvars_balance,adamw
