case_id,case_index,var,n_points,integral_true,integral_pred,integral_rel_error,p95_true,p95_pred,p95_rel_error,p99_true,p99_pred,p99_rel_error,peak_location_error_px,center_of_mass_error_px,profile_rmse_r,profile_rmse_z,grad_rmse,top10_rmse,shape_corr,distribution_error_score
case_g058_op05,53.0,ne,128000.0,8.479087458735079e+21,6.243288061570558e+21,0.26368396458291277,1.490742913187971e+17,1.0954820508041872e+17,0.2651435461386925,1.598659671934527e+17,1.1425724673745222e+17,0.285293494648612,67.4166151627327,4.568923757764746,2.0464082486497028e+16,1.8909711170514508e+16,1252345454704651.8,4.35780956569379e+16,0.9742996076800112,0.2651858172580697
case_g037_op02,54.0,ne,128000.0,8.287067404874621e+21,4.6399351297431044e+21,0.4400992651497198,1.767008721633804e+17,9.257555174757499e+16,0.47608888052358805,1.847703357465035e+17,9.797829891289251e+16,0.469729280314161,88.56635930193812,21.30514730676935,3.8485812799763944e+16,3.095955216751074e+16,1355589851108688.0,8.622628145654717e+16,0.9770590170055221,0.4312986505560729
case_g043_op05,55.0,ne,128000.0,9.453638439836812e+22,8.592511946858852e+22,0.09108942535280887,1.6161553603717233e+18,1.3773615490096161e+18,0.14775424270299325,1.731854396105383e+18,1.4810737131004308e+18,0.1448047154361885,5.0990195135927845,4.124100410235015,8.989362248215914e+16,8.656230199649411e+16,5372432146916115.0,2.4682700378547494e+17,0.9920347159813375,0.12367311220246209
case_g053_op04,56.0,ne,128000.0,2.008587782712609e+23,1.7351679219696724e+23,0.13612542259600993,3.4663088815740027e+18,2.8900513739949696e+18,0.16624528490298954,3.703739943106359e+18,3.060159522726803e+18,0.17376501327460356,43.56604182158393,20.205914370382335,3.282537097956201e+17,2.652963301594242e+17,1.3073063390773824e+16,6.3577655488498e+17,0.9792479170241357,0.1688251068991707
case_g047_op03,57.0,ne,128000.0,4.846550936286707e+21,2.9350713102605966e+21,0.394399986950438,7.875994032495656e+16,4.8390443470789016e+16,0.3855957321560387,8.373695358152211e+16,5.139765368595677e+16,0.38620105595412446,251.04780421266383,21.068220921597987,1.6923377576584054e+16,1.6182023585504974e+16,972866998794294.6,3.282803067952379e+16,0.9335724780605519,0.43651309251333004
case_g020_op02,58.0,ne,128000.0,2.8347789179105048e+23,1.9895546966519753e+23,0.2981623067387344,5.125269521541208e+18,3.0196780499615084e+18,0.41082551126921657,5.516045629755123e+18,3.2195956411751357e+18,0.4163217896879389,7.0,26.504296271585964,9.284533031933467e+17,7.669009537330253e+17,2.3243603411762944e+16,2.1355909731563464e+18,0.9580951452300803,0.3515972351897509
case_g027_op03,59.0,ne,128000.0,1.876933613423482e+21,8.750429287231167e+20,0.5337912207096877,4.199738121471917e+16,1.5869620905626828e+16,0.6221283221329793,4.580789904895639e+16,1.9580881594681916e+16,0.5725435568709407,615.1430727887619,43.34018015676931,1.1134528810293544e+16,8841804393754342.0,959038316036558.5,2.604785580077276e+16,0.9031757072194799,0.7049159574537202
case_g041_op04,60.0,ne,128000.0,1.1093088769758156e+23,8.212243875936212e+22,0.2596972722039031,2.1357623249079368e+18,1.3738455788299484e+18,0.35674229158941234,2.301861041267162e+18,1.4660354616698967e+18,0.3631086171635921,80.62257748298549,31.38520536246336,3.537810166616728e+17,2.560751604731815e+17,8318945154456143.0,8.011651665666881e+17,0.9517955201248093,0.3287109725546815
case_g031_op03,61.0,ne,128000.0,2.2163480786905362e+23,1.4774626002148647e+23,0.3333797094327441,4.2984282837263304e+18,2.581355444318083e+18,0.3994652756936793,4.61911849163127e+18,2.70527887925431e+18,0.41433005363347497,115.11733144926528,46.85712077464014,9.092980862831354e+17,6.640634469246035e+17,1.9800576868547132e+16,1.9754791263243249e+18,0.8924883497475428,0.4150864793710065
case_g054_op02,62.0,ne,128000.0,1.48577562103391e+22,1.0680213690652044e+22,0.28116913890268436,2.785711201160526e+17,2.0732001785709853e+17,0.25577347080799656,3.0010839751779674e+17,2.3785124917804006e+17,0.20744887132345158,48.54894437575342,15.255122569191027,4.333691091024958e+16,3.5203618311266064e+16,1454258203302946.5,9.432124403959694e+16,0.9642694537099071,0.27427783492101554
case_g059_op06,63.0,ne,128000.0,1.0555708401030273e+22,8.488438161735427e+21,0.1958438184113795,1.790300329280012e+17,1.3966559336726526e+17,0.21987617896806605,1.9259194570050634e+17,1.4806663220521072e+17,0.23118990429919395,39.698866482558415,19.671237648731754,2.1021600329942664e+16,1.7209914919531346e+16,1222516204900968.5,4.239549005866528e+16,0.9539237143481932,0.22231075082086993
case_g016_op02,64.0,ne,128000.0,2.990600323101362e+22,2.4020339884986993e+22,0.19680541396862344,5.889084780602982e+17,4.669073842428182e+17,0.2071647774868481,6.250455797233772e+17,4.814058840408876e+17,0.2298067538467504,43.04648650006177,30.949753411221774,8.61512400476775e+16,5.135168201003507e+16,2566274347826757.0,1.9153688435328566e+17,0.9282222476214586,0.26232401823778545
case_g042_op06,65.0,ne,128000.0,3.113597775791473e+23,2.51505286374916e+23,0.19223578481975354,5.48107934579766e+18,3.932691862335888e+18,0.2824968196544937,5.868730564999622e+18,4.1912308340766013e+18,0.2858368964708347,17.4928556845359,15.506214396432329,6.606633850800239e+17,5.6888748408592083e+17,2.455648188246014e+16,1.5628492869128392e+18,0.9851726169812098,0.2396848853154151
case_g003_op04,66.0,ne,128000.0,3.0785071537188044e+22,2.7095936085032903e+22,0.1198352080390232,5.6649539910253926e+17,4.9847185653335315e+17,0.12007783766108472,6.072607035789987e+17,5.229044040310823e+17,0.1389128245097164,38.3275357934736,18.51435210458651,5.025577672069848e+16,3.192170796529545e+16,2283974520592274.5,9.489443931703798e+16,0.9778163258510606,0.14618962536759997
case_g030_op03,67.0,ne,128000.0,3.056524511994662e+21,1.81145005087216e+21,0.40734973864481683,4.9805184867500024e+16,3.29720264889729e+16,0.3379800400964171,5.219381297620713e+16,3.637415710017192e+16,0.3030944660672079,215.95601403989656,10.193438064850923,1.1597719618311562e+16,1.0777197803228676e+16,888059788194666.5,2.2503356195951184e+16,0.9046227446912889,0.42991443529559586
case_g011_op02,68.0,ne,128000.0,1.6810630700921914e+23,1.2704491253436581e+23,0.24425850050112324,3.3246094442394286e+18,2.0425279788642463e+18,0.38563370732061564,3.632519929538679e+18,2.2157171241038484e+18,0.39003304397968186,83.38465086573187,38.48572845214473,5.825649743551849e+17,3.744218878002307e+17,1.4076482750185532e+16,1.4101702111954015e+18,0.9137820502930233,0.36872211608845057
case_g036_op02,69.0,ne,128000.0,3.1571574597021323e+23,2.4252178594093072e+23,0.2318350001972601,5.667403520825463e+18,3.8361613109991306e+18,0.32311837388977904,6.100115733697989e+18,4.105643392117611e+18,0.32695647568825653,25.632011235952593,16.794942734554663,7.894385163572626e+17,6.773309701111416e+17,2.5247020682970416e+16,1.8562658327723917e+18,0.9832311643427637,0.2781032084792567
case_g005_op02,70.0,ne,128000.0,6.676613725222993e+21,4.061179234849036e+21,0.39173068834180663,1.1786757734861371e+17,7.298792174995373e+16,0.3807633668919881,1.25743571037512e+17,7.944567849710779e+16,0.36819291959342043,94.847245611035,4.469413109960522,2.439796705011668e+16,2.236915296823505e+16,1171919154905724.2,5.231623551373686e+16,0.9559275617929697,0.3863703564917955
case_g022_op05,71.0,ne,128000.0,2.884075476194387e+21,1.495895852896365e+21,0.48132569163195454,4.8150319150714056e+16,2.7747653073554628e+16,0.423728574120092,5.048162039818616e+16,3.0938001746490816e+16,0.3871432512970118,188.2471779336944,8.829201001826512,1.2881719355759556e+16,1.21775779518695e+16,878968890296115.6,2.6057862143597948e+16,0.8760524090076471,0.4979030259071429
case_g008_op01,0.0,ni,128000.0,1.1829362307684473e+23,1.039880311272746e+23,0.12093290895551544,2.2418386437825096e+18,1.7715983563280612e+18,0.20975652675031167,2.4161043112361405e+18,1.902297662237463e+18,0.21265913338642276,35.014282800023196,21.56737803737372,2.1884376459121315e+17,1.3232246122369722e+17,9237042365216894.0,5.002356091642476e+17,0.9789164447682805,0.18623060145655923
case_g053_op01,1.0,ni,128000.0,3.1554251941441457e+22,3.288566552681944e+22,0.04219442716781336,5.425026036855209e+17,5.586248732506061e+17,0.029718326613656174,5.811549495226898e+17,5.896177496467544e+17,0.014562037423952508,44.68780594300866,2.2911256798137147,1.5303708518888972e+16,1.47119588865688e+16,2240446197667770.0,2.5982704240265016e+16,0.9931085658983705,0.0484908842818346
case_g001_op01,2.0,ni,128000.0,2.5758732686918156e+21,2.0807758276535845e+21,0.19220566751316598,4.853452824190648e+16,5.101105362942033e+16,0.05102605252842503,5.022560839278789e+16,5.755697153817181e+16,0.1459686279566633,24.041630560342615,11.957845583384906,5347663958233699.0,4444822783215739.0,838745184052671.1,6975839308006621.0,0.9345793789128535,0.15079802747459886
