case_id,case_index,var,region,boundary_type,n_points,rmse,r2
case_g028_op04,7.0,Te,plasma_deep,na,110070.0,0.11186564617374914,0.8702419441219721
case_g028_op04,7.0,Te,chamber_near,na,2072.0,0.27884662881848865,0.0
case_g028_op04,7.0,Te,chamber_far,na,124681.0,0.12125621176148112,0.0
case_g028_op04,7.0,Te,all_plasma,na,128000.0,0.13248919243895044,0.8468446675132607
case_g028_op04,7.0,phi,boundary_in,na,4998.0,0.6595592819379048,0.9697192914997798
case_g028_op04,7.0,phi,plasma_mid,na,12932.0,0.9244624267713064,0.9275538601163525
case_g028_op04,7.0,phi,plasma_deep,na,110070.0,0.6967973530726259,0.9483300281319554
case_g028_op04,7.0,phi,chamber_near,na,2072.0,0.31344470162340193,0.0
case_g028_op04,7.0,phi,chamber_far,na,124681.0,0.31894854737627193,0.0
case_g028_op04,7.0,phi,all_plasma,na,128000.0,0.7216962165986257,0.9621405100111196
case_g022_op02,8.0,ne,boundary_in,na,4998.0,5.233085333892329e+16,0.9865679264080817
case_g022_op02,8.0,ne,plasma_mid,na,12932.0,1.0562914678969397e+17,0.9481242650392399
case_g022_op02,8.0,ne,plasma_deep,na,110070.0,5.062656313538011e+17,0.8606602961981523
case_g022_op02,8.0,ne,chamber_near,na,2072.0,1.0977916968700924e+16,0.0
case_g022_op02,8.0,ne,chamber_far,na,124681.0,4418507552190204.5,0.0
case_g022_op02,8.0,ne,all_plasma,na,128000.0,4.7078272013152576e+17,0.8875689698879334
case_g022_op02,8.0,ni,boundary_in,na,4998.0,6.195786294752754e+16,0.9811548688766775
case_g022_op02,8.0,ni,plasma_mid,na,12932.0,1.0645773767869174e+17,0.9473064947653097
case_g022_op02,8.0,ni,plasma_deep,na,110070.0,5.10384557993855e+17,0.8583837246894133
case_g022_op02,8.0,ni,chamber_near,na,2072.0,9126880747317020.0,0.0
case_g022_op02,8.0,ni,chamber_far,na,124681.0,3181268100271945.5,0.0
case_g022_op02,8.0,ni,all_plasma,na,128000.0,4.7465568060113e+17,0.885707111462597
case_g022_op02,8.0,Te,boundary_in,na,4998.0,0.4055844947502592,-2.4269209046210976
case_g022_op02,8.0,Te,plasma_mid,na,12932.0,0.2398627689880166,-0.2539005233446816
case_g022_op02,8.0,Te,plasma_deep,na,110070.0,0.19173806972306068,-1.4113705039092035
case_g022_op02,8.0,Te,chamber_near,na,2072.0,0.1823082996320896,0.0
case_g022_op02,8.0,Te,chamber_far,na,124681.0,0.10073520904907385,0.0
case_g022_op02,8.0,Te,all_plasma,na,128000.0,0.20940304983061042,-1.1970839171401924
case_g022_op02,8.0,phi,boundary_in,na,4998.0,0.6259320228647823,0.8975645206705699
case_g022_op02,8.0,phi,plasma_mid,na,12932.0,0.5349511651322884,0.8583879141160131
case_g022_op02,8.0,phi,plasma_deep,na,110070.0,0.4191298336429722,0.8798702948811775
case_g022_op02,8.0,phi,chamber_near,na,2072.0,1.2584526816625408,0.0
case_g022_op02,8.0,phi,chamber_far,na,124681.0,0.37487135694347024,0.0
case_g022_op02,8.0,phi,all_plasma,na,128000.0,0.4418969558033235,0.9328029262082764
case_g024_op04,9.0,ne,boundary_in,na,4998.0,4789781856534166.0,0.7061805082271941
case_g024_op04,9.0,ne,plasma_mid,na,12932.0,2836380864399370.5,0.8914374896150905
case_g024_op04,9.0,ne,plasma_deep,na,110070.0,4597853876808314.0,0.8695318837683157
case_g024_op04,9.0,ne,chamber_near,na,2072.0,3158944479518895.5,0.0
case_g024_op04,9.0,ne,chamber_far,na,124681.0,2886741149648510.5,0.0
case_g024_op04,9.0,ne,all_plasma,na,128000.0,4459550219757337.0,0.8885223416216875
case_g024_op04,9.0,ni,boundary_in,na,4998.0,3468769060523459.5,0.8451516967065071
case_g024_op04,9.0,ni,plasma_mid,na,12932.0,3433795052334718.5,0.8407474751793151
case_g024_op04,9.0,ni,plasma_deep,na,110070.0,6075995229911867.0,0.7721408504115518
case_g024_op04,9.0,ni,chamber_near,na,2072.0,2325362712846141.0,0.0
case_g024_op04,9.0,ni,chamber_far,na,124681.0,1550079798122629.2,0.0
case_g024_op04,9.0,ni,all_plasma,na,128000.0,5779916399397182.0,0.8125848176317011
case_g024_op04,9.0,Te,boundary_in,na,4998.0,0.8090213990705682,-1.7536797004404945
case_g024_op04,9.0,Te,plasma_mid,na,12932.0,0.5604619918830428,-0.33480440037565096
case_g024_op04,9.0,Te,plasma_deep,na,110070.0,0.5639083101704356,-1.4048246859101634
case_g024_op04,9.0,Te,chamber_near,na,2072.0,0.27181877228838464,0.0
case_g024_op04,9.0,Te,chamber_far,na,124681.0,0.10400813368229493,0.0
case_g024_op04,9.0,Te,all_plasma,na,128000.0,0.5751010916411663,-1.2079316483634281
case_g024_op04,9.0,phi,boundary_in,na,4998.0,0.646357309294357,0.9823376091730691
case_g024_op04,9.0,phi,plasma_mid,na,12932.0,0.6819435242498391,0.9753275067722292
case_g024_op04,9.0,phi,plasma_deep,na,110070.0,1.0694751474494701,0.924242210792662
case_g024_op04,9.0,phi,chamber_near,na,2072.0,0.2832397895261958,0.0
case_g024_op04,9.0,phi,chamber_far,na,124681.0,0.2183306467830255,0.0
case_g024_op04,9.0,phi,all_plasma,na,128000.0,1.0231598769560588,0.9577235906850536
case_g012_op02,10.0,ne,boundary_in,na,4998.0,7.0729751902811256e+16,0.937946217093405
case_g012_op02,10.0,ne,plasma_mid,na,12932.0,8.408862539013834e+16,0.9069982251843121
case_g012_op02,10.0,ne,plasma_deep,na,110070.0,1.2366312473588883e+17,0.9445494930327686
case_g012_op02,10.0,ne,chamber_near,na,2072.0,3720934496665388.0,0.0
case_g012_op02,10.0,ne,chamber_far,na,124681.0,3277774164518339.0,0.0
case_g012_op02,10.0,ne,all_plasma,na,128000.0,1.1857544171997755e+17,0.9541763934763334
case_g012_op02,10.0,ni,boundary_in,na,4998.0,6.587194688036397e+16,0.9461243228099636
case_g012_op02,10.0,ni,plasma_mid,na,12932.0,8.251631466290586e+16,0.9104412188493637
case_g012_op02,10.0,ni,plasma_deep,na,110070.0,1.2175155912559354e+17,0.9462504797407476
case_g012_op02,10.0,ni,chamber_near,na,2072.0,3204660295623335.5,0.0
case_g012_op02,10.0,ni,chamber_far,na,124681.0,2578011064911257.0,0.0
case_g012_op02,10.0,ni,all_plasma,na,128000.0,1.16637673696509e+17,0.9556582825183031
case_g012_op02,10.0,Te,boundary_in,na,4998.0,0.24664313354623713,0.12256298037437152
case_g012_op02,10.0,Te,plasma_mid,na,12932.0,0.2102668705477378,0.3230381080418153
case_g012_op02,10.0,Te,plasma_deep,na,110070.0,0.1312084807276065,0.22066470129569404
case_g012_op02,10.0,Te,chamber_near,na,2072.0,0.13543619502909143,0.0
case_g012_op02,10.0,Te,chamber_far,na,124681.0,0.09421474779486144,0.0
case_g012_op02,10.0,Te,all_plasma,na,128000.0,0.1471267102585512,0.24415871646708265
case_g012_op02,10.0,phi,boundary_in,na,4998.0,0.4337655362572671,0.9673184853769066
case_g012_op02,10.0,phi,plasma_mid,na,12932.0,0.42496342364684064,0.9430496139866487
case_g012_op02,10.0,phi,plasma_deep,na,110070.0,0.5782665711634415,0.8351363560662954
case_g012_op02,10.0,phi,chamber_near,na,2072.0,0.298498259811582,0.0
case_g012_op02,10.0,phi,chamber_far,na,124681.0,0.23906748372434833,0.0
case_g012_op02,10.0,phi,all_plasma,na,128000.0,0.5595923413070018,0.9234193794474548
case_g013_op01,11.0,ne,boundary_in,na,4998.0,2.0879272155912e+16,0.9145858940187033
case_g013_op01,11.0,ne,plasma_mid,na,12932.0,3.0562593830124276e+16,0.8085687936532744
case_g013_op01,11.0,ne,plasma_deep,na,110070.0,4.653252762560292e+16,0.9373447041792289
case_g013_op01,11.0,ne,chamber_near,na,2072.0,3086926763541429.5,0.0
case_g013_op01,11.0,ne,chamber_far,na,124681.0,2661821181289988.5,0.0
case_g013_op01,11.0,ne,all_plasma,na,128000.0,4.442252845546627e+16,0.9481429508945006
case_g013_op01,11.0,ni,boundary_in,na,4998.0,2.1489514574935716e+16,0.9093000060919807
case_g013_op01,11.0,ni,plasma_mid,na,12932.0,2.9473474383028268e+16,0.8219473139689326
case_g013_op01,11.0,ni,plasma_deep,na,110070.0,4.587069871629521e+16,0.9391141007223729
case_g013_op01,11.0,ni,chamber_near,na,2072.0,3502016586108407.0,0.0
case_g013_op01,11.0,ni,chamber_far,na,124681.0,2420420713712193.0,0.0
case_g013_op01,11.0,ni,all_plasma,na,128000.0,4.376272265955337e+16,0.9496645233384754
case_g013_op01,11.0,Te,boundary_in,na,4998.0,0.31374340358188607,-0.025214462600661847
case_g013_op01,11.0,Te,plasma_mid,na,12932.0,0.2356706159418227,0.3955767375119139
case_g013_op01,11.0,Te,plasma_deep,na,110070.0,0.12693851971696044,0.5255064804419505
case_g013_op01,11.0,Te,chamber_near,na,2072.0,0.18728240743545696,0.0
case_g013_op01,11.0,Te,chamber_far,na,124681.0,0.11969770567977622,0.0
case_g013_op01,11.0,Te,all_plasma,na,128000.0,0.1526799626362914,0.45628445865420453
case_g013_op01,11.0,phi,boundary_in,na,4998.0,0.3456614967154885,0.9821726717715915
case_g013_op01,11.0,phi,plasma_mid,na,12932.0,0.4388984790560144,0.9508109909576141
case_g013_op01,11.0,phi,plasma_deep,na,110070.0,0.39295491199642907,0.9477083149393245
case_g013_op01,11.0,phi,chamber_near,na,2072.0,0.2308375145138031,0.0
case_g013_op01,11.0,phi,chamber_far,na,124681.0,0.3164252891136078,0.0
case_g013_op01,11.0,phi,all_plasma,na,128000.0,0.39611972087921316,0.9738163986885797
case_g017_op04,12.0,ne,boundary_in,na,4998.0,6135803133552405.0,0.9065422553777245
case_g017_op04,12.0,ne,plasma_mid,na,12932.0,3717342842510576.0,0.963770689867052
