dataset_size,model_id,status,primary_metric,primary_metric_value,primary_metric_reliable,eval_protocol_reliable,eval_protocol_issue,primary_metric_protocol_reliable,interp_overlap_fallback_applied,interp_mode_effective,interp_test_cases,extrap_test_cases,structure_holdout_test_cases,scaler_fit_split,density_transform_ne,density_transform_ni,structure_input_kind_effective,has_case_varying_structure_inputs_effective,test_r2_plasma_mean_dual,test_r2_plasma_mean_interp,test_r2_plasma_mean_extrap,score_total_dual,score_nrmse_plasma_mean_dual,test_rmse_Te_plasma,test_r2_Te_plasma,test_rmse_phi_plasma,test_r2_phi_plasma,test_r2_ne_plasma,test_r2_ni_plasma,dist_ne_integral_rel_error_mean,dist_ne_p99_rel_error_mean,dist_ne_center_of_mass_error_px_mean,dist_ne_peak_location_error_px_mean,dist_ne_distribution_error_score_mean,dist_ni_integral_rel_error_mean,dist_ni_p99_rel_error_mean,dist_ni_center_of_mass_error_px_mean,dist_ni_peak_location_error_px_mean,dist_ni_distribution_error_score_mean,test_rmse_ne_plasma_is_finite,test_rmse_ni_plasma_is_finite,density_metrics_valid,score_total_dual_is_finite,inference_uniformity,inference_boundary_gamma_uniformity,poisson_residual_norm,boundary_operator_proxy_loss,leaderboard
full,ffno,ok,test_r2_plasma_mean_extrap,0.9566561794763719,true,True,,True,True,marginal,1.0,72.0,36.0,extrap,identity,identity,case_varying_geometry,True,0.0,0.0,0.9566561794763719,0.0,0.0,0.33380381183069946,0.9432353016153925,0.6709196502297468,0.971096594367723,0.9557108756362002,0.9565819462861718,0.31594732345713095,0.4320550397131686,5.409528845791099,27.785984267948802,0.34375636793150616,0.29671510983001337,0.4037490849586415,5.41653199222084,25.76391478773402,0.31893106112893693,true,true,true,true,0.0,0.0,,0.0,runs\icp_stage4_part_sdf_lite_v1_e80_primary\full\ffno\leaderboard.csv
full,unet,ok,test_r2_plasma_mean_extrap,0.9009810734646104,true,True,,True,True,marginal,1.0,72.0,36.0,extrap,identity,identity,case_varying_geometry,True,0.0,0.0,0.9009810734646104,0.0,0.0,0.44018545426260985,0.9012886421775673,0.9860685510815069,0.9375658490615123,0.8828511923477713,0.8822186102715908,0.19008886744145817,0.21660241489460808,15.3417019228876,89.0741516886863,0.23384345921326588,0.1843686373147619,0.20276775986684448,15.330041561680398,76.48853250199224,0.22067286502444872,true,true,true,true,0.0,0.0,,0.0,runs\icp_stage4_part_sdf_lite_v1_e80_primary\full\unet\leaderboard.csv
