method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.05504905143876742,2.2677381677204247,0.0850170124778119,0.05912660022782544,0.7322618322795753,0.0350170124778119,0.040873399772174565,0.4289815736754838,0.05504905143876742,0.01498723313241018,0.045939429066244424,19.00908319998416,100,0
tpe,tpe,0.05834796809502222,2.049897043978054,0.10382115110260044,0.04877861790825895,0.9501029560219458,0.05382115110260044,0.051221382091741055,0.5519503389860771,0.05834796809502222,0.022371123271949348,0.057152636815021016,18.91051129999687,100,0
random,random,0.06392772775105891,1.6918168844485586,0.13869699619734338,0.09499193588654184,1.3081831155514414,0.08869699619734338,0.005008064113458166,0.39309762676668464,0.06392772775105891,0.04107423983506144,0.09762859884105043,18.61596099997405,100,0
