method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.04248456516474752,1.2799975221888944,0.07064796355404858,0.07141466339862136,0.2799975221888944,0.029352036445951427,0.0014146633986213547,0.12075675247299252,0.04248456516474752,0.017912031980547027,0.04593467756012728,19.408205100000487,100,0
tpe,tpe,0.042925566539968686,1.2564943243772737,0.07223493792007159,0.06913233904142271,0.2564943243772737,0.027765062079928418,0.0008676609585772932,0.11340652222404833,0.042925566539968686,0.016405253673906245,0.04347439933466968,19.427520500001265,100,0
random,random,0.05478003625046264,1.2754587613659063,0.07655947578498729,0.08588348037207641,0.2754587613659063,0.02344052421501272,0.015883480372076403,0.18188078637328342,0.05478003625046264,0.04675079049854522,0.06419419188096115,19.306058699992718,100,0
