run_id,config,run_dir,status,epochs,seconds,input_mode,scalar_conditions,structure_profile,targets,preprocessing_summary,primary_metric_value,r2_ne_plasma,r2_ni_plasma,r2_Te_plasma,r2_phi_plasma,r2_Br_plasma,r2_Bz_plasma,r2_Jelr_plasma,r2_Jelz_plasma,finite_all_targets,decision
multifield_part_lite_v1_pilot_v1,configs/experimental/icp_stage4/generated_multifield_part_lite_v1_pilot/full/benchmark_icp_stage4_core4_full_ffno.yaml,runs/icp_stage4_multifield_part_lite_v1_pilot/full/ffno,passed,20,2478.1,table_plus_structure,"pp,pp0",part_lite_v1,"ne,ni,Te,phi,Br,Bz,Jelr,Jelz","ne/ni log10_floor; Te log1p; phi/Br/Bz/Jelr/Jelz signed_log1p + robust",-31678.344550139216,-0.22857708569891222,-0.228557438374404,-0.05974380688361225,0.3491864856862412,0.5095332139762079,0.24464612209392123,0.03504470858491726,-253427.3779333131,true,rejected: signed_log1p inverse caused current-density blow-up
multifield_part_lite_v1_pilot_v2,configs/experimental/icp_stage4/generated_multifield_part_lite_v1_pilot_v2/full/benchmark_icp_stage4_core4_full_ffno.yaml,runs/icp_stage4_multifield_part_lite_v1_pilot_v2/full/ffno,passed,20,2440.1,table_plus_structure,"pp,pp0",part_lite_v1,"ne,ni,Te,phi,Br,Bz,Jelr,Jelz","ne/ni log10_floor; Te log1p; phi signed_log1p; Br/Bz/Jelr/Jelz identity + robust",0.15769550532172646,-0.22669225796905956,-0.22923217501506854,-0.04276897500365329,0.3780936113375448,0.5476679829717969,0.26364700207870484,0.20402094253371883,0.36682791163982786,true,pilot accepted for pipeline validation; not yet accepted for density-driven optimization
