coil,dr_center,dz_center,width_ratio,height_ratio
1,-0.10113327844142894,0.11849420099258445,1.6817616121704002,1.6817616121704002
2,-1.5571749979332523,0.11849420099258445,1.6817616121704002,1.6817616121704002
3,-3.0132167134250754,0.11849420099258445,1.6817616121704002,1.6817616121704002
4,-4.469258435916899,0.11849420099258445,1.6817616121704002,1.6817616121704002
5,-5.925300158408723,0.11849420099258445,1.6817616121704002,1.6817616121704002
6,-7.381341870900545,0.11849420099258445,1.6817616121704002,1.6817616121704002
