sampler,group,nearest_descriptor_distance
parameter two-stage,all,2.0072301643708452
parameter two-stage,all,1.9766367202978665
parameter two-stage,all,0.6636173257719346
parameter two-stage,all,1.9740702017090968
parameter two-stage,all,3.0005058037687804
parameter two-stage,all,1.2622983427295775
parameter two-stage,all,1.5084408548308978
parameter two-stage,all,1.972178157638984
parameter two-stage,all,1.761937379354136
parameter two-stage,all,1.0984508126206771
parameter two-stage,all,2.104207544449016
parameter two-stage,all,0.5629714911727705
parameter two-stage,all,1.3204009720622905
parameter two-stage,all,0.9789946488565514
parameter two-stage,all,1.55788485439408
parameter two-stage,all,1.7691389307731358
parameter two-stage,all,1.765576090551085
parameter two-stage,all,1.5062944825644944
parameter two-stage,all,1.9182883809116684
parameter two-stage,all,1.6652305424585714
parameter two-stage,all,1.2163536682816773
parameter two-stage,all,2.2901314762105622
parameter two-stage,all,1.305717196052641
parameter two-stage,all,1.0805799658425406
parameter two-stage,all,2.1844693107691557
parameter two-stage,all,1.63123275370934
parameter two-stage,all,1.4485023485184472
parameter two-stage,all,1.483904511555957
parameter two-stage,all,2.0508597769519845
parameter two-stage,all,1.4083354611416057
parameter two-stage,all,1.479274685115134
parameter two-stage,all,1.767580215005086
parameter two-stage,all,1.9144952303509348
parameter two-stage,all,0.9767101307997746
parameter two-stage,all,2.0938714708737503
parameter two-stage,all,1.7786564881000848
parameter two-stage,all,2.5577075689594655
parameter two-stage,all,1.7988285976161218
parameter two-stage,all,2.357338479735495
parameter two-stage,all,1.463044222422113
parameter two-stage,all,1.5084408548308978
parameter two-stage,all,1.4624591896442516
parameter two-stage,all,1.4532997541939285
parameter two-stage,all,1.6166627588546394
parameter two-stage,all,0.7413844902639869
parameter two-stage,all,1.5571412925482493
parameter two-stage,all,1.0692776946463576
parameter two-stage,all,1.477031765675373
parameter two-stage,all,0.5065428262916192
parameter two-stage,all,0.8055450944122485
parameter two-stage,all,0.8682674245148904
parameter two-stage,all,0.49739795048202207
parameter two-stage,all,0.8185305691244338
parameter two-stage,all,0.712422503860274
parameter two-stage,all,0.8055287684073231
parameter two-stage,all,1.0672776984382726
parameter two-stage,all,0.4603156239233716
parameter two-stage,all,0.5803217645543501
parameter two-stage,all,0.8725490921512471
parameter two-stage,all,0.8912242567626583
parameter two-stage,all,0.8524977232099127
parameter two-stage,all,0.9831990332494789
parameter two-stage,all,0.5049727932047925
parameter two-stage,all,0.5501004901908292
parameter two-stage,all,0.5803217645543501
parameter two-stage,all,0.41109506029904574
parameter two-stage,all,0.5265174930210986
parameter two-stage,all,0.41109506029904574
parameter two-stage,all,0.9449230390307111
parameter two-stage,all,0.6127835443011164
parameter two-stage,all,0.9547784771462181
parameter two-stage,all,1.030369355277525
parameter two-stage,all,0.9449230390307111
parameter two-stage,all,0.3984960164999208
parameter two-stage,all,0.9820917379314371
parameter two-stage,all,0.9820917379314371
parameter two-stage,all,0.48248581299274457
parameter two-stage,all,0.48248581299274457
parameter two-stage,all,0.9695923370344603
parameter two-stage,all,0.6953745635820133
parameter two-stage,all,0.3984960164999208
parameter two-stage,all,0.81394431419546
parameter two-stage,all,0.49892779133481324
parameter two-stage,all,0.6895973681514521
parameter two-stage,all,0.9504268950121648
parameter two-stage,all,0.7740280458089912
parameter two-stage,all,0.5737260920800081
parameter two-stage,all,0.7909030754404628
parameter two-stage,all,0.6895973681514521
parameter two-stage,all,0.6073915548278355
parameter two-stage,all,0.637417046444649
parameter two-stage,all,0.8722619146448746
parameter two-stage,all,0.6581050523010138
parameter two-stage,all,0.6749837592809538
parameter two-stage,all,0.6073915548278355
parameter two-stage,all,0.6179159810519524
parameter two-stage,all,0.8563430938423959
parameter two-stage,all,0.4987886282060096
parameter two-stage,all,0.3985203203772822
parameter two-stage,all,0.4519169899446525
parameter two-stage,all,0.25300678411709593
parameter two-stage,all,0.9092175696439267
parameter two-stage,all,0.3985203203772822
parameter two-stage,all,0.43553455598910706
parameter two-stage,all,0.25300678411709593
parameter two-stage,all,0.8608364529460802
parameter two-stage,all,0.574569930014532
parameter two-stage,all,1.0417404644903228
parameter two-stage,all,0.6091231479041146
parameter two-stage,all,0.5798680010801043
parameter two-stage,all,0.5502155177065824
parameter two-stage,all,0.8608364529460802
parameter two-stage,all,0.8777006118539188
parameter two-stage,all,1.1483835780083993
parameter two-stage,all,0.7431901823927545
parameter two-stage,all,0.4586418829467855
parameter two-stage,all,1.1483835780083993
parameter two-stage,all,1.0121456057152174
parameter two-stage,all,0.7460885190678151
parameter two-stage,all,0.7212445716585478
parameter two-stage,all,0.6078479574128545
parameter two-stage,all,0.6807862234870187
parameter two-stage,all,0.5492796241461344
parameter two-stage,all,0.5492796241461344
parameter two-stage,all,0.6592231819017729
parameter two-stage,all,0.5098785100097494
parameter two-stage,all,0.7756948391526762
parameter two-stage,all,0.7890519881587846
parameter two-stage,all,0.6027473161960771
parameter two-stage,all,0.6774933816974857
parameter two-stage,all,0.9215572586064603
parameter two-stage,all,0.7809633589129312
parameter two-stage,all,0.6636173257719346
parameter two-stage,all,0.6774933816974857
parameter two-stage,all,0.9681791653110278
parameter two-stage,all,0.8145784855170608
parameter two-stage,all,1.351542633493493
parameter two-stage,all,1.269150513863364
parameter two-stage,all,0.7056461986358462
parameter two-stage,all,0.7027368515291016
parameter two-stage,all,1.0741134987996352
parameter two-stage,all,1.1454615593790949
parameter two-stage,all,0.8877058666671619
parameter two-stage,all,0.7794546600868794
parameter two-stage,all,0.7408816793043093
parameter two-stage,all,0.47848149732603656
parameter two-stage,all,0.47848149732603656
parameter two-stage,all,0.515169006149586
parameter two-stage,all,0.5518651312074528
parameter two-stage,all,0.6827955240113222
parameter two-stage,all,0.6827955240113222
parameter two-stage,all,0.72858233854308
parameter two-stage,all,0.5518651312074528
parameter two-stage,all,1.316558889670547
parameter two-stage,all,0.5776345756393965
parameter two-stage,all,0.4798032720899868
parameter two-stage,all,0.46995631547371863
parameter two-stage,all,0.7584404281939696
parameter two-stage,all,1.056147423494327
parameter two-stage,all,0.46995631547371863
parameter two-stage,all,0.5323089812705228
parameter two-stage,all,0.9226768845952953
parameter two-stage,all,0.7653695626970961
parameter two-stage,all,0.8959119069032871
parameter two-stage,all,0.5407680985078092
parameter two-stage,all,0.5407680985078092
parameter two-stage,all,0.7283107740377013
parameter two-stage,all,0.7136874896534969
parameter two-stage,all,0.9226768845952953
parameter two-stage,all,0.5655273743766644
parameter two-stage,all,0.7871746493905024
parameter two-stage,all,1.0937171053389318
parameter two-stage,all,0.5065428262916192
parameter two-stage,all,0.610777371559773
parameter two-stage,all,0.5655273743766644
parameter two-stage,all,0.610777371559773
parameter two-stage,all,0.6657052591733607
parameter two-stage,all,1.0341047762141085
parameter two-stage,all,0.5860092998447836
parameter two-stage,all,0.4544594634181031
parameter two-stage,all,0.5860092998447836
parameter two-stage,all,0.835207756419485
parameter two-stage,all,0.4544594634181031
parameter two-stage,all,1.066960983433791
parameter two-stage,all,1.066960983433791
parameter two-stage,all,1.0267484170403
parameter two-stage,all,1.2171646453005283
parameter two-stage,all,0.4436982961875314
parameter two-stage,all,0.7422508749775486
parameter two-stage,all,0.4436982961875314
parameter two-stage,all,0.5446235691662101
parameter two-stage,all,1.0267484170403
parameter two-stage,all,0.5446235691662101
parameter two-stage,all,0.6739302606127491
parameter two-stage,all,0.5162366286438967
parameter two-stage,all,0.8136842962431782
parameter two-stage,all,0.9477577139597547
parameter two-stage,all,0.7945150576511932
parameter two-stage,all,0.6612402662736088
parameter two-stage,all,0.5162366286438967
parameter two-stage,all,0.8371793929523849
parameter two-stage,all,0.5629714911727705
parameter two-stage,all,0.7700681803527503
parameter two-stage,all,0.9051725791233306
parameter two-stage,all,0.37333643928771426
parameter two-stage,all,0.9693537039355193
parameter two-stage,all,1.0291189653804307
parameter two-stage,all,0.37333643928771426
parameter two-stage,all,0.7840450158952245
parameter two-stage,all,0.5679523353411573
parameter two-stage,all,0.6689145841792745
parameter two-stage,all,0.5679523353411573
parameter two-stage,all,1.2019539723390498
parameter two-stage,all,0.7349316370326135
parameter two-stage,all,0.6843901060295098
parameter two-stage,all,0.6843901060295098
parameter two-stage,all,0.8326447893791573
parameter two-stage,all,0.5700484437897894
parameter two-stage,all,0.6272629506386966
parameter two-stage,all,0.8541045838999335
parameter two-stage,all,0.6668710287091563
parameter two-stage,all,0.8736137647122024
parameter two-stage,all,0.7329179872852849
parameter two-stage,all,1.30003450538296
parameter two-stage,all,0.8791111426986462
parameter two-stage,all,0.8048463753339948
parameter two-stage,all,0.5114028931803521
parameter two-stage,all,0.6109496498619366
parameter two-stage,all,0.7858369433018282
parameter two-stage,all,0.7433322930181431
parameter two-stage,all,0.5114028931803521
parameter two-stage,all,0.5098785100097494
parameter two-stage,all,0.46660846767597114
parameter two-stage,all,0.6514614406499237
parameter two-stage,all,0.3836268821953218
parameter two-stage,all,0.3214020096091199
parameter two-stage,all,0.9295348263005198
parameter two-stage,all,0.3214020096091199
parameter two-stage,all,0.583266395221284
parameter two-stage,all,0.6160843517553765
parameter two-stage,all,0.6514614406499237
parameter two-stage,top10,0.8722619146448746
parameter two-stage,top10,0.43553455598910706
parameter two-stage,top10,0.9754464738858774
parameter two-stage,top10,0.9231315710287905
parameter two-stage,top10,0.4987886282060096
parameter two-stage,top10,0.8769669165279845
parameter two-stage,top10,2.196603387880594
parameter two-stage,top10,0.712422503860274
parameter two-stage,top10,0.5049727932047925
parameter two-stage,top10,1.1336098270752955
parameter two-stage,top10,1.799621163974031
parameter two-stage,top10,1.030369355277525
parameter two-stage,top10,0.7518950404066532
parameter two-stage,top10,0.6151919094348941
parameter two-stage,top10,0.6086646507111346
parameter two-stage,top10,1.3790508812641382
parameter two-stage,top10,0.6581050523010138
parameter two-stage,top10,0.9875727081849184
parameter two-stage,top10,0.7734571124719224
parameter two-stage,top10,0.48248581299274457
parameter two-stage,top10,1.0672776984382726
parameter two-stage,top10,0.6749837592809538
parameter two-stage,top10,0.48248581299274457
parameter two-stage,top10,0.8682674245148904
parameter two-stage,top10,0.712422503860274
parameter two-stage,top10,0.5049727932047925
parameter two-stage,top10,2.0017913116857753
parameter two-stage,top10,1.0813596169353143
parameter two-stage,top10,0.8524977232099127
parameter two-stage,top10,1.166272389847418
parameter two-stage,top10,1.1336098270752955
parameter two-stage,top10,1.1336488122997734
parameter two-stage,top10,0.5265174930210986
parameter two-stage,top10,1.0813596169353143
parameter two-stage,top10,0.8185305691244338
parameter two-stage,top10,1.166272389847418
parameter two-stage,top10,0.9048790990216927
parameter two-stage,top10,0.5803217645543501
parameter two-stage,top10,2.748065232576214
parameter two-stage,top10,0.8912242567626583
parameter two-stage,top10,0.49892779133481324
parameter two-stage,top10,0.49892779133481324
parameter two-stage,top10,2.6043206965123296
parameter two-stage,top10,1.88602306403383
parameter two-stage,top10,0.5803217645543501
parameter two-stage,top10,0.6581050523010138
parameter two-stage,top10,1.372905597499095
parameter two-stage,top10,2.324232616559501
parameter two-stage,top10,1.6084809835256777
parameter two-stage,top10,0.43553455598910706
parameter two-stage,top10,0.5265174930210986
parameter two-stage,top10,1.2591180256625158
