sampler,group,nearest_descriptor_distance
feature archive,all,2.2076468516824783
feature archive,all,1.8867545416242744
feature archive,all,1.9844656732944574
feature archive,all,2.143671714409338
feature archive,all,2.0872231213146843
feature archive,all,1.758230137304934
feature archive,all,2.005611662128529
feature archive,all,1.8611718756156537
feature archive,all,1.799048871810154
feature archive,all,1.8685332274999173
feature archive,all,1.044477273276734
feature archive,all,1.758230137304934
feature archive,all,2.217975419438603
feature archive,all,2.3146266634319486
feature archive,all,2.210029535615305
feature archive,all,1.3442956281178629
feature archive,all,2.1160879808245245
feature archive,all,1.980000879653435
feature archive,all,1.7152142224099693
feature archive,all,1.357857848156874
feature archive,all,0.8581934207079045
feature archive,all,1.8443041535347602
feature archive,all,1.6719493118300999
feature archive,all,1.861110970393474
feature archive,all,2.29964429061947
feature archive,all,1.871753199769066
feature archive,all,1.8680371166102414
feature archive,all,1.9374849558720026
feature archive,all,1.7035202619016732
feature archive,all,1.8220545475654488
feature archive,all,1.357857848156874
feature archive,all,0.8581934207079045
feature archive,all,1.884823278565556
feature archive,all,1.883642787912484
feature archive,all,1.0728607622163755
feature archive,all,1.8443041535347602
feature archive,all,1.4290868072496687
feature archive,all,1.3442956281178629
feature archive,all,2.2534103496994793
feature archive,all,2.32703219801457
feature archive,all,1.3239782586298023
feature archive,all,2.0966538471510674
feature archive,all,1.4546319169998874
feature archive,all,1.9204533260158496
feature archive,all,2.0814565135589818
feature archive,all,2.0335060339619786
feature archive,all,1.884823278565556
feature archive,all,1.5978357856238357
feature archive,all,1.7338103453925886
feature archive,all,2.189467416641802
feature archive,all,1.45017051162547
feature archive,all,2.073110449878022
feature archive,all,1.984623042484073
feature archive,all,1.826764517387468
feature archive,all,2.296990718465309
feature archive,all,2.260369938687842
feature archive,all,1.0728607622163755
feature archive,all,1.5978357856238357
feature archive,all,1.975633332545984
feature archive,all,1.9204533260158496
feature archive,all,2.1637079277529274
feature archive,all,1.4140518239978057
feature archive,all,2.158177579904564
feature archive,all,1.76940284340077
feature archive,all,1.8899885682992088
feature archive,all,2.2154853272467947
feature archive,all,1.7338103453925886
feature archive,all,1.9374849558720026
feature archive,all,1.6928228647110426
feature archive,all,2.1470793347151838
feature archive,all,1.868855305974089
feature archive,all,1.9205660088454675
feature archive,all,1.7035202619016732
feature archive,all,1.9439288685345757
feature archive,all,2.116239749264277
feature archive,all,1.908857975021063
feature archive,all,1.5676048766213515
feature archive,all,1.8212106663191328
feature archive,all,2.0110036615091986
feature archive,all,2.189434191906222
feature archive,all,1.574636096303562
feature archive,all,1.2571419223884104
feature archive,all,1.8529628923521735
feature archive,all,1.8659841100521648
feature archive,all,1.6336474473548424
feature archive,all,1.702690533342312
feature archive,all,1.916774971108687
feature archive,all,1.6676520873615213
feature archive,all,1.9767350237730263
feature archive,all,2.254877601644505
feature archive,all,2.015844173371076
feature archive,all,2.2932939515497615
feature archive,all,1.7570123611132067
feature archive,all,1.45017051162547
feature archive,all,1.977271391201184
feature archive,all,2.131659120862372
feature archive,all,1.908857975021063
feature archive,all,2.053379985270712
feature archive,all,2.2389062949041243
feature archive,all,2.0335510386386737
feature archive,all,1.6201303659081008
feature archive,all,2.0943601675849344
feature archive,all,1.7932035649534999
feature archive,all,2.2411638302101227
feature archive,all,2.0271631579635447
feature archive,all,1.8687341719343313
feature archive,all,2.0375713264115585
feature archive,all,2.4352954324775977
feature archive,all,1.3981571026687416
feature archive,all,1.9532795593981982
feature archive,all,1.603603417286444
feature archive,all,2.0153609719904484
feature archive,all,1.5964231385027954
feature archive,all,1.845376762765383
feature archive,all,2.432754984500327
feature archive,all,1.7518997963805854
feature archive,all,2.3220717403903435
feature archive,all,1.2682317750152234
feature archive,all,2.0687273188494197
feature archive,all,1.62561324199953
feature archive,all,2.4147582559238336
feature archive,all,1.777625668467692
feature archive,all,2.1035578757229834
feature archive,all,1.6629461491140662
feature archive,all,1.8529628923521735
feature archive,all,1.7152142224099693
feature archive,all,1.2571419223884104
feature archive,all,2.0211580636430106
feature archive,all,2.157724790778579
feature archive,all,2.0738451472837625
feature archive,all,1.825159602821819
feature archive,all,1.8569481955006006
feature archive,all,2.0809740628628073
feature archive,all,1.535724730941068
feature archive,all,2.2932939515497615
feature archive,all,1.9073450113754176
feature archive,all,1.2682317750152234
feature archive,all,1.9514456840618422
feature archive,all,2.2826616556428045
feature archive,all,1.8630702200177733
feature archive,all,1.4835702335212695
feature archive,all,1.9632364278325303
feature archive,all,1.478998350772532
feature archive,all,2.0856782715166506
feature archive,all,1.9640651683623795
feature archive,all,1.9787030548050735
feature archive,all,1.845376762765383
feature archive,all,2.232100345664686
feature archive,all,1.871753199769066
feature archive,all,1.548940402836135
feature archive,all,1.62561324199953
feature archive,all,1.7276622074975252
feature archive,all,1.3981571026687416
feature archive,all,1.8693471125495371
feature archive,all,1.4290868072496687
feature archive,all,1.7499331930261377
feature archive,all,1.6629461491140662
feature archive,all,1.9186906209808199
feature archive,all,2.5512663514045255
feature archive,all,2.397450783094963
feature archive,all,1.9028833974901946
feature archive,all,1.653228976750075
feature archive,all,1.7713661359834625
feature archive,all,2.239347593461879
feature archive,all,1.6336474473548424
feature archive,all,1.6848863266650962
feature archive,all,1.9205660088454675
feature archive,all,2.032350591772529
feature archive,all,1.3638687468294086
feature archive,all,1.478998350772532
feature archive,all,2.3122968211761945
feature archive,all,1.8349994629343014
feature archive,all,2.1843754346354727
feature archive,all,1.4323593370992636
feature archive,all,2.2093734382285057
feature archive,all,2.0492632661629746
feature archive,all,1.727382626573709
feature archive,all,1.998289529643807
feature archive,all,1.7452151335287855
feature archive,all,2.232100345664686
feature archive,all,2.2154853272467947
feature archive,all,1.5085313806623706
feature archive,all,1.282401555881048
feature archive,all,1.4140518239978057
feature archive,all,2.0105596500657232
feature archive,all,2.11758148532654
feature archive,all,1.9759710406875761
feature archive,all,1.4835702335212695
feature archive,all,2.2047637041942494
feature archive,all,2.443275387687114
feature archive,all,1.7929727557613833
feature archive,all,1.2985398953375402
feature archive,all,2.0017242152924086
feature archive,all,2.0716559934776955
feature archive,all,1.9784985458215856
feature archive,all,1.5372362162103121
feature archive,all,1.894164524639947
feature archive,all,1.854401198359874
feature archive,all,1.9766013017125932
feature archive,all,2.3891956313942933
feature archive,all,2.0016536957608944
feature archive,all,2.3208148804369446
feature archive,all,2.050119318929689
feature archive,all,1.89970950854435
feature archive,all,2.110411976522528
feature archive,all,2.049675767211545
feature archive,all,2.2893548222607074
feature archive,all,1.9883034414764686
feature archive,all,1.3172957598002655
feature archive,all,1.866344571935714
feature archive,all,1.6676520873615213
feature archive,all,2.141942000099675
feature archive,all,1.5286481248130237
feature archive,all,1.8141642641772169
feature archive,all,1.5743061249428572
feature archive,all,2.1986710592359757
feature archive,all,1.8363220646163885
feature archive,all,2.3252137220198392
feature archive,all,1.535724730941068
feature archive,all,1.4736147115573957
feature archive,all,1.8404853773989793
feature archive,all,1.7276622074975252
feature archive,all,2.0271631579635447
feature archive,all,1.6201303659081008
feature archive,all,1.5644914661985632
feature archive,all,1.7641327824255277
feature archive,all,1.9186849674162254
feature archive,all,1.9745386489020187
feature archive,all,1.6238044885278546
feature archive,all,1.9998587065871236
feature archive,all,1.2226248414356038
feature archive,all,2.2895227725865044
feature archive,all,2.3451035324660974
feature archive,all,1.5286481248130237
feature archive,all,1.6623925448597527
feature archive,all,2.015844173371076
feature archive,all,1.305463421362318
feature archive,all,1.305463421362318
feature archive,all,1.866344571935714
feature archive,all,1.5372362162103121
feature archive,all,1.478196831732634
feature archive,all,1.804411498591488
feature archive,all,2.1370786084568723
feature archive,all,1.3172957598002655
feature archive,all,1.7713661359834625
feature archive,all,1.7279231281241105
feature archive,all,2.11758148532654
feature archive,all,1.5321174013981256
feature archive,all,2.182603801642858
feature archive,all,1.40008485976702
feature archive,all,1.5107550143754187
feature archive,all,2.1188213370178888
feature archive,all,1.841822445719522
feature archive,all,1.8318061165740442
feature archive,all,1.868855305974089
feature archive,all,1.6623925448597527
feature archive,all,1.5373377124312422
feature archive,all,2.179787701886878
feature archive,all,1.8521833418299956
feature archive,all,1.7032072965382516
feature archive,all,1.9884529969734601
feature archive,all,1.6481896886333858
feature archive,all,1.2226248414356038
feature archive,all,2.0716559934776955
feature archive,all,2.012956651664484
feature archive,all,2.140575103123274
feature archive,all,1.3638687468294086
feature archive,all,2.5826010215169313
feature archive,all,2.3625640984493956
feature archive,all,2.340935301107579
feature archive,all,1.5743061249428572
feature archive,all,2.464068392171576
feature archive,all,2.0017242152924086
feature archive,all,2.1090857159970944
feature archive,all,1.5373377124312422
feature archive,all,1.944322708950684
feature archive,all,1.9756191167298338
feature archive,all,2.033396569832725
feature archive,all,2.4139858482698258
feature archive,all,1.5644914661985632
feature archive,all,2.0387340005995744
feature archive,all,1.4323593370992636
feature archive,all,2.126266195289192
feature archive,all,1.40008485976702
feature archive,all,2.1660211957655493
feature archive,all,2.0347343775964988
feature archive,all,1.9954032725956492
feature archive,all,1.6327530750933128
feature archive,all,2.1311258516189358
feature archive,all,1.9155763964074448
feature archive,all,2.0492632661629746
feature archive,all,2.3193560783173175
feature archive,all,1.435996323503755
feature archive,all,2.122154245274485
feature archive,all,1.9136227303791458
feature archive,all,1.5085313806623706
feature archive,all,1.995630598592823
feature archive,all,1.9407729604954613
feature archive,all,1.7292358020785576
feature archive,all,2.1226326598456002
feature archive,all,1.282401555881048
feature archive,all,1.7929727557613833
feature archive,all,1.9784985458215856
feature archive,all,2.600275892318848
feature archive,all,2.3681017230494454
feature archive,all,2.032350591772529
feature archive,all,2.390012987524569
feature archive,all,2.4206426055637205
feature archive,all,2.008279136028229
feature archive,all,1.890192747722
feature archive,all,2.1654440963727004
feature archive,all,2.3750818950800605
feature archive,all,1.5321174013981256
feature archive,all,1.5107550143754187
feature archive,all,2.526793751318074
feature archive,all,1.8568581562006141
feature archive,all,1.4736147115573957
feature archive,all,2.476000904032905
feature archive,all,1.8349994629343014
feature archive,all,1.545698009923893
feature archive,all,1.804411498591488
feature archive,all,1.2985398953375402
feature archive,all,1.9551857887096178
feature archive,all,2.852901334694168
feature archive,all,1.6327530750933128
feature archive,all,1.9354269050352477
feature archive,all,2.018341699357704
feature archive,all,2.2610510672135042
feature archive,all,1.7279231281241105
feature archive,all,1.7785351096776891
feature archive,all,2.049675767211545
feature archive,all,1.478196831732634
feature archive,all,2.0910912295258886
feature archive,all,2.141213437771646
feature archive,all,1.9278002153501943
feature archive,all,2.110411976522528
feature archive,all,1.894164524639947
feature archive,all,2.126266195289192
feature archive,all,1.9278002153501943
feature archive,all,2.324117133627049
feature archive,all,1.7032072965382516
feature archive,all,1.8521833418299956
feature archive,all,2.2142988435147606
feature archive,all,2.1546384281991933
feature archive,all,1.6238044885278546
feature archive,all,2.286060812115069
feature archive,all,2.2849102242443773
feature archive,all,1.998289529643807
feature archive,all,1.8893208906203174
feature archive,all,1.9186849674162254
feature archive,all,2.0023573172618314
feature archive,all,1.6481896886333858
feature archive,all,1.854401198359874
feature archive,all,1.890192747722
feature archive,all,2.1183442995077746
feature archive,all,1.841822445719522
feature archive,all,2.2553736847828114
feature archive,all,1.756848188852806
feature archive,all,2.4082903564244815
feature archive,all,1.7452151335287855
feature archive,all,2.346522190846411
feature archive,all,2.5826010215169313
feature archive,all,1.8681870942812113
feature archive,all,1.9883034414764686
feature archive,all,2.207212997612163
feature archive,all,1.7641327824255277
feature archive,all,1.8548317612477094
feature archive,all,2.0999210519437232
feature archive,all,2.365554442350457
feature archive,top10,2.593624257457953
feature archive,top10,2.0872231213146843
feature archive,top10,2.158177579904564
feature archive,top10,2.3625640984493956
feature archive,top10,2.444927443595467
feature archive,top10,2.3220717403903435
feature archive,top10,1.7713661359834625
feature archive,top10,1.828215815331546
feature archive,top10,2.4287620650666817
feature archive,top10,1.875114976613647
feature archive,top10,1.7713661359834625
feature archive,top10,1.7071509737175241
feature archive,top10,1.89970950854435
feature archive,top10,1.9913551213501202
feature archive,top10,1.0068772013047382
feature archive,top10,2.2154853272467947
feature archive,top10,2.2154853272467947
feature archive,top10,1.6803714371770384
feature archive,top10,2.8111024578319213
feature archive,top10,2.3149172727067944
feature archive,top10,2.282429674601533
feature archive,top10,2.3027947970522096
feature archive,top10,2.3750818950800605
feature archive,top10,2.210029535615305
feature archive,top10,1.4835702335212695
feature archive,top10,1.4835702335212695
feature archive,top10,2.8337329646116345
feature archive,top10,1.908857975021063
feature archive,top10,2.3220717403903435
feature archive,top10,2.8672210070395505
feature archive,top10,1.0068772013047382
feature archive,top10,2.0868869076960146
feature archive,top10,1.6803714371770384
feature archive,top10,2.34303032251176
feature archive,top10,3.12065609325992
feature archive,top10,2.0868869076960146
feature archive,top10,1.908857975021063
feature archive,top10,2.677641166490857
feature archive,top10,1.980000879653435
feature archive,top10,2.3750818950800605
feature archive,top10,3.092873332749375
feature archive,top10,2.164597401260279
feature archive,top10,1.875114976613647
feature archive,top10,3.225724743897457
feature archive,top10,2.5808792024760776
feature archive,top10,2.115611307648701
feature archive,top10,1.89970950854435
feature archive,top10,2.677641166490857
feature archive,top10,2.8111024578319213
feature archive,top10,2.4287620650666817
feature archive,top10,2.210029535615305
feature archive,top10,2.863354986493732
parameter two-stage,all,2.221826429334739
parameter two-stage,all,1.9809654848139615
parameter two-stage,all,1.523371316501176
parameter two-stage,all,1.863395626401008
parameter two-stage,all,1.6076264504692157
parameter two-stage,all,1.3503846164382671
parameter two-stage,all,1.5701011457078284
parameter two-stage,all,1.2652666004037252
parameter two-stage,all,1.7695783771331
parameter two-stage,all,2.0493484333927947
parameter two-stage,all,1.2652666004037252
parameter two-stage,all,2.3720976594288947
parameter two-stage,all,1.5485386807948522
parameter two-stage,all,2.105896237368094
parameter two-stage,all,1.005122917402
parameter two-stage,all,2.227205334521781
parameter two-stage,all,2.543138429507515
parameter two-stage,all,1.4924611703374364
parameter two-stage,all,2.280590117973292
parameter two-stage,all,0.8381302417011118
parameter two-stage,all,1.8312659008787238
parameter two-stage,all,1.419952711284677
parameter two-stage,all,1.28634438714738
parameter two-stage,all,0.6689145841792745
parameter two-stage,all,1.745179684480245
parameter two-stage,all,1.7281176718295195
parameter two-stage,all,1.6014223609674245
parameter two-stage,all,1.479274685115134
parameter two-stage,all,1.6798400095189248
parameter two-stage,all,0.9767101307997746
parameter two-stage,all,1.319820582482118
parameter two-stage,all,1.6981729363120108
parameter two-stage,all,1.7088895936794941
parameter two-stage,all,1.9182883809116684
parameter two-stage,all,1.630481434326361
parameter two-stage,all,0.9934064284525078
parameter two-stage,all,1.5053764632048539
parameter two-stage,all,1.8756675733696093
parameter two-stage,all,2.212749930426278
parameter two-stage,all,1.5426158323611912
parameter two-stage,all,1.3128184197133024
parameter two-stage,all,1.603278751546926
parameter two-stage,all,2.1849141544374575
parameter two-stage,all,1.3519886550089897
parameter two-stage,all,1.8242294294187285
parameter two-stage,all,1.6291452471854326
parameter two-stage,all,1.630481434326361
parameter two-stage,all,1.1899251056711135
parameter two-stage,all,0.49892779133481324
parameter two-stage,all,1.4682741103260166
parameter two-stage,all,0.583266395221284
parameter two-stage,all,0.43552479240908326
parameter two-stage,all,1.4126214221121711
parameter two-stage,all,1.6473686446301579
parameter two-stage,all,2.00776266155938
parameter two-stage,all,1.9477347932747962
parameter two-stage,all,1.4126214221121711
parameter two-stage,all,1.4822481884116623
parameter two-stage,all,1.005122917402
parameter two-stage,all,1.5327349317169061
parameter two-stage,all,1.7905488020062754
parameter two-stage,all,0.5323089812705228
parameter two-stage,all,2.5174663523988645
parameter two-stage,all,2.2211634898952637
parameter two-stage,all,2.0071466840520404
parameter two-stage,all,1.7406240419594894
parameter two-stage,all,2.3419735187813764
parameter two-stage,all,1.9952053826844693
parameter two-stage,all,0.5700484437897894
parameter two-stage,all,1.9910355956346402
parameter two-stage,all,1.3345646682134873
parameter two-stage,all,1.203389734840919
parameter two-stage,all,1.6347609292191712
parameter two-stage,all,1.4164765156008794
parameter two-stage,all,0.7734571124719224
parameter two-stage,all,1.9223536074963399
parameter two-stage,all,1.6362553641910582
parameter two-stage,all,1.5437045561994278
parameter two-stage,all,2.2949346564030733
parameter two-stage,all,1.6052792392600557
parameter two-stage,all,1.7885371818652571
parameter two-stage,all,1.6652305424585714
parameter two-stage,all,1.305717196052641
parameter two-stage,all,2.990420821846291
parameter two-stage,all,2.0121079317779254
parameter two-stage,all,2.2677424097645704
parameter two-stage,all,1.5676947739855083
parameter two-stage,all,1.3260446802735946
parameter two-stage,all,1.5345740106602492
parameter two-stage,all,1.6528761995073395
parameter two-stage,all,1.424542912954717
parameter two-stage,all,1.5393005457739843
parameter two-stage,all,0.5748496309953641
parameter two-stage,all,1.2163536682816773
parameter two-stage,all,1.1858273820719019
parameter two-stage,all,1.5058159831720197
parameter two-stage,all,0.9934064284525078
parameter two-stage,all,2.1383010048227784
parameter two-stage,all,1.4978201374916904
parameter two-stage,all,1.767580215005086
parameter two-stage,all,1.7786564881000848
parameter two-stage,all,1.1899251056711135
parameter two-stage,all,0.8381302417011118
parameter two-stage,all,1.4682741103260166
parameter two-stage,all,1.463044222422113
parameter two-stage,all,1.8343557015241125
parameter two-stage,all,1.6473686446301579
parameter two-stage,all,1.6284822684519453
parameter two-stage,all,1.7138586467792192
parameter two-stage,all,1.6770372958570503
parameter two-stage,all,1.5058159831720197
parameter two-stage,all,2.066971183055335
parameter two-stage,all,1.4485023485184472
parameter two-stage,all,1.55788485439408
parameter two-stage,all,1.6346293892550094
parameter two-stage,all,1.8226375300343536
parameter two-stage,all,1.7662847042423266
parameter two-stage,all,0.6179159810519524
parameter two-stage,all,2.002707974768975
parameter two-stage,all,1.5062944825644944
parameter two-stage,all,1.2828495497379406
parameter two-stage,all,1.9275473452418794
parameter two-stage,all,1.7853771405532046
parameter two-stage,all,2.2374740088485052
parameter two-stage,all,0.4586418829467855
parameter two-stage,all,1.8071486946270767
parameter two-stage,all,1.3932720755116232
parameter two-stage,all,1.9672333221025908
parameter two-stage,all,1.2828495497379406
parameter two-stage,all,1.8192075143409971
parameter two-stage,all,2.065204068910164
parameter two-stage,all,1.2926277116500358
parameter two-stage,all,1.4532997541939285
parameter two-stage,all,1.7088895936794941
parameter two-stage,all,1.4683102248168391
parameter two-stage,all,2.8829307639311192
parameter two-stage,all,1.5816596124084197
parameter two-stage,all,1.4672353847641013
parameter two-stage,all,1.3260446802735946
parameter two-stage,all,1.669124823749053
parameter two-stage,all,1.730867538399985
parameter two-stage,all,1.8847319475724456
parameter two-stage,all,1.7359167557183603
parameter two-stage,all,1.4406731214318635
parameter two-stage,all,1.424542912954717
parameter two-stage,all,1.6792244182458607
parameter two-stage,all,2.5276810529727594
parameter two-stage,all,2.294778538791626
parameter two-stage,all,1.4822481884116623
parameter two-stage,all,1.6792244182458607
parameter two-stage,all,1.0692776946463576
parameter two-stage,all,2.267945398222618
parameter two-stage,all,1.7803536217706448
parameter two-stage,all,2.1801014877267697
parameter two-stage,all,0.5049727932047925
parameter two-stage,all,1.5053764632048539
parameter two-stage,all,1.2972347709950398
parameter two-stage,all,1.6770372958570503
parameter two-stage,all,1.675399643187658
parameter two-stage,all,1.9214995628503093
parameter two-stage,all,1.9552310021585184
parameter two-stage,all,1.6707396799798888
parameter two-stage,all,1.4859025346388985
parameter two-stage,all,1.982074721682701
parameter two-stage,all,1.4164765156008794
parameter two-stage,all,1.7403060468272915
parameter two-stage,all,0.6662879448668974
parameter two-stage,all,1.6879098873944638
parameter two-stage,all,1.8536269482989196
parameter two-stage,all,2.2373972124077
parameter two-stage,all,1.8487813404845734
parameter two-stage,all,1.401563017463556
parameter two-stage,all,0.5502155177065824
parameter two-stage,all,0.7413844902639869
parameter two-stage,all,0.5187946987222114
parameter two-stage,all,0.46660846767597114
parameter two-stage,all,1.5437045561994278
parameter two-stage,all,1.5327349317169061
parameter two-stage,all,1.483904511555957
parameter two-stage,all,1.863395626401008
parameter two-stage,all,1.574527188010771
parameter two-stage,all,1.6427895575031246
parameter two-stage,all,0.6027473161960771
parameter two-stage,all,1.6950952079570505
parameter two-stage,all,1.5001439193977797
parameter two-stage,all,2.003441264440597
parameter two-stage,all,2.2603514027866467
parameter two-stage,all,1.7063304487601465
parameter two-stage,all,2.7064732171620967
parameter two-stage,all,1.6014223609674245
parameter two-stage,all,1.7002418232482546
parameter two-stage,all,2.1946074908814817
parameter two-stage,all,1.4179026717308043
parameter two-stage,all,1.6160232246182713
parameter two-stage,all,1.401563017463556
parameter two-stage,all,1.0971867096500585
parameter two-stage,all,1.4099049916290378
parameter two-stage,all,1.477031765675373
parameter two-stage,all,1.9822619425916737
parameter two-stage,all,1.30003450538296
parameter two-stage,all,2.212359578789145
parameter two-stage,all,0.515169006149586
parameter two-stage,all,1.6905966604443838
parameter two-stage,all,1.5821510335592566
parameter two-stage,all,1.3204009720622905
parameter two-stage,all,0.6662879448668974
parameter two-stage,all,1.5643239594887186
parameter two-stage,all,0.4603156239233716
parameter two-stage,all,1.6813075780677742
parameter two-stage,all,1.745179684480245
parameter two-stage,all,1.947519584917838
parameter two-stage,all,1.603278751546926
parameter two-stage,all,1.3848008480589078
parameter two-stage,all,2.2134478071944157
parameter two-stage,all,0.3836268821953218
parameter two-stage,all,1.1858273820719019
parameter two-stage,all,1.8186633593114936
parameter two-stage,all,1.4924611703374364
parameter two-stage,all,1.4099049916290378
parameter two-stage,all,2.082191781732368
parameter two-stage,all,0.5827735442199565
parameter two-stage,all,1.045900354201972
parameter two-stage,all,2.212359578789145
parameter two-stage,all,1.2972347709950398
parameter two-stage,all,2.6233739053377616
parameter two-stage,all,1.543530557485618
parameter two-stage,all,1.9692267513972102
parameter two-stage,all,1.9542787195962223
parameter two-stage,all,2.2950214116543872
parameter two-stage,all,2.2889787575983105
parameter two-stage,all,0.9789946488565514
parameter two-stage,all,0.5548405574245301
parameter two-stage,all,1.992162720708119
parameter two-stage,all,1.6640197749494947
parameter two-stage,all,0.6151919094348941
parameter two-stage,all,1.63123275370934
parameter two-stage,all,1.5485386807948522
parameter two-stage,all,2.013719533080907
parameter two-stage,all,1.4859025346388985
parameter two-stage,all,1.0971867096500585
parameter two-stage,all,2.672287209725908
parameter two-stage,all,1.7296630481927093
parameter two-stage,all,1.970671726885726
parameter two-stage,all,1.622862175946212
parameter two-stage,all,1.3345646682134873
parameter two-stage,all,1.6362553641910582
parameter two-stage,all,1.451135597068577
parameter two-stage,all,1.045900354201972
parameter two-stage,all,2.4167240651511577
parameter two-stage,all,2.0508597769519845
parameter two-stage,all,2.022758158103055
parameter two-stage,all,1.8886345225231593
parameter two-stage,all,2.1323560570806537
parameter two-stage,all,1.321017458669197
parameter two-stage,all,1.2610371716456752
parameter two-stage,all,1.0984508126206771
parameter two-stage,all,0.7027368515291016
parameter two-stage,all,1.3519886550089897
parameter two-stage,all,2.4202286239675384
parameter two-stage,all,1.4083354611416057
parameter two-stage,all,1.875139473681179
parameter two-stage,all,1.2610371716456752
parameter two-stage,all,1.814175936431088
parameter two-stage,all,1.807813494852952
parameter two-stage,all,1.9962957319296257
parameter two-stage,all,1.84436131217804
parameter two-stage,all,1.771231583093607
parameter two-stage,all,1.4359695830815598
parameter two-stage,all,1.785806143423549
parameter two-stage,all,1.4359695830815598
parameter two-stage,all,1.203389734840919
