method,effective_sampler,loss,PP0,PA,gamma,PP0_abs_error,PA_abs_error,gamma_abs_error,condition_normalized_rmse,profile_sensor_rel_l2,profile_truth_rel_l2,fullfield_truth_rel_l2,wall_s,n_trials,invalid_trials
cmaes,cmaes,0.05258529001098062,4.909495940429681,0.1999692315954506,0.055083536208336115,0.0905040595703186,3.0768404549408324e-05,0.015083536208336114,0.14572811683731163,0.05258529001098062,0.015648310353645358,0.018495401068672934,18.704007499996806,100,0
tpe,tpe,0.05018452727629023,4.991486249209899,0.19953808388290403,0.06562740783629935,0.008513750790100971,0.00046191611709597846,0.025627407836299347,0.24660931764582963,0.05018452727629023,0.013856819162694939,0.016767806849054944,18.927891800005455,100,0
random,random,0.0633188309728989,4.8453761863188785,0.19138190583370218,0.07686859136723206,0.15462381368112155,0.00861809416629783,0.03686859136723206,0.35701383607107584,0.0633188309728989,0.03246075998523999,0.03350252705112773,19.077248399989912,100,0
